organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
redturtle,91,81,7,"Wagner3UB, cekk, folix-01, giuliaghisini, mamico, pnicolli, yurj",20,"Products.CMFPlone, blocks-conversion-tool, bobtemplates.plone, buildout.coredev, cookieplone-templates, documentation, plone-frontend, plone.app.caching, plone.app.contenttypes, plone.app.event, plone.app.multilingual, plone.app.users, plone.distribution, plone.event, plone.namedfile, plone.org, plone.rest, plone.restapi, plonetheme.barceloneta, volto",2024-01-28,2024-12-29
serpro,87,61,1,wesleybl,14,"Products.CMFEditions, Products.CMFPlone, buildout.coredev, code-quality, meta, plone.app.discussion, plone.app.iterate, plone.app.robotframework, plone.app.versioningbehavior, plone.rest, plone.restapi, plone.scale, plone.volto, volto",2024-01-07,2024-12-15
derico,82,12,1,MrTango,15,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, classic-ui-team, documentation, mockup, plone-vs-snippets, plone.app.contenttypes, plone.app.layout, plone.app.z3cform, plone.classicui, plone.pdfexport, plone.typesense, plonecli, volto",2024-01-14,2024-11-17
syslab,82,41,4,"ale-rt, reinhardt, svx, thet",26,"Products.CMFPlone, Products.PlonePAS, Products.PortalTransforms, buildout.coredev, cookieplone-templates, documentation, meta, mockup, plone.api, plone.app.caching, plone.app.content, plone.app.contenttypes, plone.app.debugtoolbar, plone.app.event, plone.app.layout, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.z3cform, plone.dexterity, plone.distribution, plone.event, plone.formwidget.namedfile, plone.namedfile, plone.protect, plonetheme.barceloneta",2024-01-14,2024-12-15
starzel,67,30,2,"Gomez, pbauer",16,"Plone, Products.CMFDiffTool, Products.CMFPlone, buildout.coredev, demo.plone.org, documentation, plone-backend, plone.api, plone.app.iterate, plone.app.standardtiles, plone.distribution, plone.exportimport, plone.reload, plone.restapi, plone.volto, volto",2024-01-07,2024-12-15
rohberg,62,26,1,ksuess,11,"buildout.coredev, cookieplone-templates, demo.plone.org, documentation, plone.app.discussion, plone.app.z3cform, plone.exportimport, plone.formwidget.hcaptcha, plone.volto, training, volto",2024-02-25,2024-12-22
iskra,48,10,2,"nilbacardit26, rboixaderg",2,"guillotina, guillotina_elasticsearch",2024-01-14,2024-10-20
tkimnguyen,45,11,1,tkimnguyen,3,"2024.ploneconf.org, documentation, training",2024-12-01,2024-12-29
nuclia,43,39,3,"bloodbare, ebrehault, mpellerin42",3,"guillotina, pastanaga-angular, volto",2024-01-21,2024-11-03
rohnsha0,32,6,1,rohnsha0,4,"Products.CMFPlone, buildout.coredev, plone.app.contentmenu, plone.app.vocabularies",2024-06-09,2024-10-13
zest,27,3,1,jladage,3,"plone.app.layout, plone.app.upgrade, plone.base",2024-03-24,2024-03-31
pretaweb,18,15,3,"JeffersonBledsoe, djay, instification",5,"helm-charts, plone.app.querystring, plone.namedfile, plone.restapi, volto",2024-03-03,2024-12-01
abstract,12,11,2,"gianniftp, szakitibi",9,"Products.CMFPlone, documentation, plone.app.contentmenu, plone.app.layout, plone.app.multilingual, plone.app.registry, plone.batching, plone.staticresources, volto",2024-02-04,2024-05-19
imio,10,4,2,"bsuttor, gotcha",5,"buildout.coredev, code-quality, plone.app.themingplugins, plone.recipe.zope2instance, plone.testing",2024-06-16,2024-10-20
academy-of-fine-arts-vienna,9,2,1,gogobd,4,"buildout.coredev, cookiecutter-zope-instance, plone.api, plone.app.multilingual",2024-01-21,2024-02-18
nelen-schuurmans,8,2,1,reinout,1,meta,2024-01-28,2024-02-04
university-tu-dresden,7,3,1,pgrunewald,1,plone.app.linkintegrity,2024-04-07,2024-05-12
macagua,7,1,1,macagua,1,plone.app.debugtoolbar,2024-02-18,2024-02-18
cosent,4,2,1,gyst,2,"plone.app.event, plone.recipe.zope2instance",2024-04-14,2024-05-05
fhnw,3,5,2,"adrianschulz, tomschall",3,"cookieplone-templates, plone.de, volto",2024-04-21,2024-07-21
frapell,2,2,1,frapell,2,"Products.CMFPlone, buildout.coredev",2024-03-03,2024-03-03
tschorr,2,1,1,tschorr,1,helm-charts,2024-04-14,2024-04-21
affinitic,2,1,1,laulaz,2,"mockup, plone.formwidget.autocomplete",2024-05-05,2024-10-06
polyester,1,1,1,polyester,2,"documentation, training",2024-11-24,2024-11-24
ku-leuven,1,0,1,spereverde,1,plone.app.iterate,2024-02-18,2024-02-18
dbain,0,1,1,pigeonflight,1,volto,,
