organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
Independent,2416,936,118,"Gagaro, GhitaB, Jiang-Jian-Lin, MatthewWilkes, Rotonen, WnP, aayushsanghavi, abosio, adamcheasley, adaugherity, ajayns, allusa, andbag, anton-lin, anuyens, asthemus, b4oshany, bsnizek, buchi, cdevienne, cdw9, cillianderoiste, cleberjsantos, csenger, daggelpop, david-batranu, davilima6, dmanchon, eikichi18, esteele, ezvirtual, fgrcon, flipmcf, fossabot, frisi, fschulze, fulv, gbastien, ghost, gil-cano, gitcarbs, goschtl, hirokiky, huubbouma, hvelarde, ida, idgserpro, iham, ionutgrigorescu, janwijbrand, jean, jessesnyder, jianaijun, jmevissen, jordic, jugmac00, kakshay21, kcleong, lferran, llisa123, loechel, lucid-0, lukasgraf, lyralemos, malikrohit16, masipcat, meshde, metatoaster, mikejmets, movermeyer, mrsaicharan1, nehsus, njomzaav, nzambello, obct537, odidev, oggers, pabo3000, pyup-bot, ramiroluz, rhl-bthr, rnixx, rnunez80, robbuh, rodfersou, rpatterson, rristow, sallner, sgeulette, sgrepos, skurfer, smcmahon, sonawanemaitreya, spereverde, staeff, sunew, tdesvenain, terapyon, thomasmassmann, tianon, tmog, tobiasherp, tomgross, tschorr, tulikavijay, uranusjr, uwaiszaki, vangheem, vedantc98, veritazx, vincentfretin, vincero, vivekptnk, witekdev, witsch, yleclanche, zopyx, zupo",137,"Installers-UnifiedInstaller, Plone, Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.ExtendedPathIndex, Products.MimetypesRegistry, Products.PlonePAS, Products.PortalTransforms, Products.contentmigration, Products.statusmessages, Products.validation, ansible-playbook, ansible.plone_server, archetypes.multilingual, bobtemplates.plone, borg.localrole, buildout.coredev, collective.monkeypatcher, diazo, documentation, five.intid, guillotina, guillotina_dbusers, guillotina_elasticsearch, guillotina_gcloudstorage, guillotina_mailer, guillotina_prometheus, guillotina_rediscache, guillotina_s3storage, guillotina_statsd, jenkins.plone.org, mockup, papyrus, plone-vs-snippets, plone.api, plone.app.blob, plone.app.blocks, plone.app.caching, plone.app.collection, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.controlpanel, plone.app.customerize, plone.app.debugtoolbar, plone.app.dexterity, plone.app.discussion, plone.app.drafts, plone.app.event, plone.app.folder, plone.app.imaging, plone.app.iterate, plone.app.layout, plone.app.ldap, plone.app.linkintegrity, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.standardtiles, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.tiles, plone.app.upgrade, plone.app.users, plone.app.versioningbehavior, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.batching, plone.cachepurging, plone.dexterity, plone.docker, plone.event, plone.folder, plone.formwidget.datetime, plone.formwidget.hcaptcha, plone.formwidget.namedfile, plone.formwidget.recaptcha, plone.i18n, plone.keyring, plone.locking, plone.memoize, plone.namedfile, plone.outputfilters, plone.patternslib, plone.portlet.collection, plone.portlet.static, plone.protect, plone.recipe.codeanalysis, plone.recipe.unifiedinstaller, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.registry, plone.releaser, plone.reload, plone.resource, plone.resourceeditor, plone.rest, plone.restapi, plone.restapi-angular, plone.rfc822, plone.scale, plone.schemaeditor, plone.session, plone.stringinterp, plone.subrequest, plone.supermodel, plone.testing, plone.theme, plone.transformchain, plone.versioncheck, plone.z3cform, plone_best_practices_discussion, plonecli, plonedev.vagrant, ploneorg.core, plonetheme.barceloneta, plonetheme.classic, plonetheme.sunburst, training, volto",2018-01-07,2018-12-30
py76,1267,123,1,mauritsvanrees,131,"Plone, Products.ATContentTypes, Products.Archetypes, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.ExtendedPathIndex, Products.LinguaPlone, Products.Marshall, Products.MimetypesRegistry, Products.PlacelessTranslationService, Products.PloneLanguageTool, Products.PlonePAS, Products.PortalTransforms, Products.ResourceRegistries, Products.contentmigration, Products.statusmessages, Products.validation, archetypes.multilingual, archetypes.referencebrowserwidget, archetypes.schemaextender, bobtemplates.plone, borg.localrole, buildout.coredev, collective.monkeypatcher, diazo, five.intid, mockup, mr.roboto, plone.alterego, plone.api, plone.app.blob, plone.app.caching, plone.app.collection, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.controlpanel, plone.app.customerize, plone.app.debugtoolbar, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.folder, plone.app.i18n, plone.app.imaging, plone.app.intid, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.lockingbehavior, plone.app.multilingual, plone.app.querystring, plone.app.redirector, plone.app.referenceablebehavior, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.search, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.uuid, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.batching, plone.behavior, plone.browserlayer, plone.cachepurging, plone.contentrules, plone.dexterity, plone.event, plone.folder, plone.formwidget.autocomplete, plone.formwidget.contenttree, plone.formwidget.datetime, plone.formwidget.namedfile, plone.formwidget.recurrence, plone.i18n, plone.indexer, plone.intelligenttext, plone.keyring, plone.locking, plone.memoize, plone.namedfile, plone.outputfilters, plone.portlet.collection, plone.portlet.static, plone.portlets, plone.protect, plone.recipe.alltests, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.registry, plone.releaser, plone.reload, plone.resource, plone.resourceeditor, plone.rest, plone.restapi, plone.rfc822, plone.scale, plone.schema, plone.schemaeditor, plone.stringinterp, plone.subrequest, plone.supermodel, plone.synchronize, plone.testing, plone.theme, plone.themepreview, plone.tiles, plone.transformchain, plone.uuid, plone.versioncheck, plone.z3cform, plonetheme.barceloneta, plonetheme.classic, plonetheme.sunburst",2018-01-14,2018-12-30
kitconcept,1260,233,7,"davisagli, ericof, fredvd, jaroel, robgietema, sneridagh, tisto",56,"Products.ATContentTypes, Products.Archetypes, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFPlone, Products.MimetypesRegistry, Products.PlonePAS, Products.PortalTransforms, bobtemplates.plone, buildout.coredev, collective.indexing, guillotina, mockup, pastanaga, plone.api, plone.app.content, plone.app.contentlisting, plone.app.contentrules, plone.app.contenttypes, plone.app.dexterity, plone.app.event, plone.app.iterate, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.robotframework, plone.app.textfield, plone.app.theming, plone.app.uuid, plone.app.widgets, plone.app.z3cform, plone.dexterity, plone.folder, plone.formwidget.hcaptcha, plone.formwidget.namedfile, plone.formwidget.recaptcha, plone.intelligenttext, plone.jenkins_node, plone.namedfile, plone.portlet.collection, plone.protect, plone.recipe.alltests, plone.recipe.codeanalysis, plone.recipe.zope2instance, plone.rest, plone.restapi, plone.schema, plone.subrequest, plone.supermodel, plone.testing, ploneorg.core, plonetheme.barceloneta, training, volto, volto-reference-backend, voltocms.com",2018-01-07,2018-12-30
starzel,1064,185,2,"pbauer, tlotze",101,"Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.Marshall, Products.MimetypesRegistry, Products.PlonePAS, Products.PortalTransforms, Products.ResourceRegistries, Products.contentmigration, Products.statusmessages, archetypes.schemaextender, bobtemplates.plone, borg.localrole, buildout.coredev, collective.monkeypatcher, diazo, documentation, jenkins.plone.org, plone.api, plone.app.blob, plone.app.caching, plone.app.content, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.customerize, plone.app.debugtoolbar, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.folder, plone.app.i18n, plone.app.imaging, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.batching, plone.browserlayer, plone.cachepurging, plone.caching, plone.contentrules, plone.dexterity, plone.folder, plone.formwidget.namedfile, plone.formwidget.recurrence, plone.i18n, plone.indexer, plone.intelligenttext, plone.locking, plone.login, plone.namedfile, plone.outputfilters, plone.patternslib, plone.portlet.collection, plone.portlet.static, plone.protect, plone.recipe.alltests, plone.recipe.zope2instance, plone.registry, plone.releaser, plone.resource, plone.resourceeditor, plone.rest, plone.restapi, plone.rfc822, plone.scale, plone.schemaeditor, plone.session, plone.stringinterp, plone.subrequest, plone.testing, plone.theme, plone.tiles, plone.transformchain, plone.z3cform, training, volto",2018-01-21,2018-12-16
kleinundpartner,790,105,1,jensens,80,"Plone, Products.Archetypes, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.ExtendedPathIndex, Products.MimetypesRegistry, Products.PlonePAS, Products.PortalTransforms, Products.statusmessages, archetypes.schemaextender, borg.localrole, buildout.coredev, collective.monkeypatcher, documentation, mockup, plone.api, plone.app.caching, plone.app.collection, plone.app.content, plone.app.contenttypes, plone.app.controlpanel, plone.app.customerize, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.folder, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.mosaic, plone.app.multilingual, plone.app.multilingualindexes, plone.app.portlets, plone.app.querystring, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.standardtiles, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.tiles, plone.app.upgrade, plone.app.users, plone.app.uuid, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.batching, plone.cachepurging, plone.dexterity, plone.event, plone.folder, plone.formwidget.namedfile, plone.i18n, plone.indexer, plone.locking, plone.login, plone.namedfile, plone.outputfilters, plone.protect, plone.resource, plone.restapi, plone.rfc822, plone.scale, plone.session, plone.staticresources, plone.subrequest, plone.testing, plone.tiles, plone.transformchain, plone.versioncheck, plone.z3cform",2018-01-07,2018-12-23
freitag,676,118,1,gforcada,90,"Products.Archetypes, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.ExtendedPathIndex, Products.Marshall, Products.MimetypesRegistry, Products.PortalTransforms, Products.statusmessages, buildout.coredev, collective.monkeypatcher, documentation, five.intid, jenkins.plone.org, mr.roboto, plone.alterego, plone.api, plone.app.caching, plone.app.collection, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.customerize, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.imaging, plone.app.intid, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.lockingbehavior, plone.app.multilingual, plone.app.querystring, plone.app.redirector, plone.app.registry, plone.app.robotframework, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.upgrade, plone.app.uuid, plone.app.versioningbehavior, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.batching, plone.behavior, plone.cachepurging, plone.caching, plone.dexterity, plone.formwidget.namedfile, plone.formwidget.recurrence, plone.intelligenttext, plone.jenkins_node, plone.jenkins_server, plone.keyring, plone.locking, plone.memoize, plone.openid, plone.outputfilters, plone.portlet.static, plone.portlets, plone.protect, plone.recipe.codeanalysis, plone.recipe.zope2instance, plone.registry, plone.releaser, plone.reload, plone.resource, plone.rest, plone.restapi, plone.scale, plone.schema, plone.schemaeditor, plone.subrequest, plone.supermodel, plone.synchronize, plone.testing, plone.theme, plone.tiles, plone.uuid, plone.versioncheck, ploneorg.core, plonetheme.barceloneta",2018-01-14,2018-12-30
syslab,502,197,4,"ale-rt, reinhardt, svx, thet",82,"Products.ATContentTypes, Products.Archetypes, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.LinguaPlone, Products.MimetypesRegistry, Products.PortalTransforms, archetypes.multilingual, archive.plone.org, bobtemplates.plone, borg.localrole, buildout.coredev, collective.indexing, collective.monkeypatcher, documentation, five.intid, jenkins.plone.org, mockup, plone.api, plone.app.blob, plone.app.blocks, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.contentrules, plone.app.contenttypes, plone.app.debugtoolbar, plone.app.dexterity, plone.app.event, plone.app.folder, plone.app.imaging, plone.app.layout, plone.app.ldap, plone.app.linkintegrity, plone.app.multilingualindexes, plone.app.relationfield, plone.app.testing, plone.app.theming, plone.app.upgrade, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.batching, plone.cachepurging, plone.caching, plone.dexterity, plone.docker, plone.event, plone.folder, plone.formwidget.autocomplete, plone.formwidget.contenttree, plone.formwidget.hcaptcha, plone.formwidget.namedfile, plone.formwidget.recaptcha, plone.keyring, plone.locking, plone.namedfile, plone.protect, plone.reload, plone.resource, plone.resourceeditor, plone.restapi, plone.rfc822, plone.staticresources, plone.stringinterp, plone.subrequest, plone.supermodel, plone.testing, plone.theme, plone.transformchain, plone.uuid, plone.z3cform, plonetheme.barceloneta, volto",2018-01-07,2018-12-23
derico,269,19,1,MrTango,5,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, plone-vs-snippets, plonecli",2018-01-14,2018-12-23
nuclia,219,58,3,"bloodbare, ebrehault, mpellerin42",10,"executioner, guillotina, guillotina_dbusers, guillotina_elasticsearch, guillotina_mailer, guillotina_rediscache, pastanaga-angular, plone.app.users, plone.restapi-angular, volto",2018-01-07,2018-12-23
kombinat,162,31,1,petschki,24,"Products.Archetypes, Products.CMFDiffTool, Products.CMFFormController, Products.CMFPlone, Products.MimetypesRegistry, Products.PortalTransforms, archetypes.schemaextender, buildout.coredev, diazo, documentation, mockup, plone.app.blocks, plone.app.drafts, plone.app.event, plone.app.folder, plone.app.mosaic, plone.app.textfield, plone.app.tiles, plone.app.upgrade, plone.app.widgets, plone.folder, plone.outputfilters, plone.z3cform, plonetheme.barceloneta",2018-01-07,2018-12-02
