organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
Independent,1875,317,145,"127001, Fosten, RohitKumar13, TH-code, Tamosauskas, aclark4life, adamcheasley, afrepues, agnogueira, alecghica, alecpm, avelino, bdbaddog, bogdangi, bosim, bubenkoff, cah190, calvinhp, cedricmessiant, cewing, cguardia, cryu, danjacka, davidblewett, davidjb, davilima6, ddellaquila, dnouri, do3cc, dokai, domenkozar, eleddy, emanlove, enfold-josh, enko, fafhrd91, faro, frapell, frederic-peters, garbas, gaudenz, gborelli, ggozad, ghost, giacomos, giacomos85, glenfant, gmiche, gweis, hacklschorsch, hersonrodrigues, hnet, hoka, href, huubbouma, hvelarde, ivanteoh, izak, j-craig, jakke, janbranbergen, jbeyers, jcbrand, jcerjak, jean, jeorgen, jfcg, jfroche, jianaijun, joka, jonathanlewis, jonstahl, jperals, jpgimenez, jribouxquadra, k-j-kleist, kcleong, keul, khink, kingel, kiorky, kroman0, l34marr, lck, lentinj, maartenkling, macagua, maikroeder, malthe, marciomazza, martior, mikerhodes, miohtama, misaelnieto, mitchellrj, miziodel, mjpieters, mjtrac, mmulich, msabramo, naro, nrb, parruc, paulrentschler, petri, pigeonflight, pingviini, pjstevns, radekj, rafaelbco, regebro, retsu, rnd0101, rnixx, rochecompaan, rockfruit, romanofski, rristow, rudaporto, runyaga, saily, sdelcourt, seanupton, simahawk, simonedeponti, sjoerdvan, spanktar, stonor, sunew, sureshvv, tmog, toutpt, tschanzt, tschorr, tseaver, vangheem, vipod, vsomogyi, wamdam, weberlar, woutervh, xiru, zombified, zotya, zupo",109,"Installers-UnifiedInstaller, Products.ATContentTypes, Products.Archetypes, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.ExtendedPathIndex, Products.LinguaPlone, Products.MimetypesRegistry, Products.PloneLanguageTool, Products.PlonePAS, Products.PloneTestCase, Products.PortalTransforms, Products.ResourceRegistries, archetypes.multilingual, archetypes.querywidget, archetypes.referencebrowserwidget, buildout.coredev, collective.indexing, collective.monkeypatcher, diazo, five.intid, mockup, planet.plone.org, plone.api, plone.app.async, plone.app.blob, plone.app.blocks, plone.app.caching, plone.app.collection, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.controlpanel, plone.app.debugtoolbar, plone.app.dexterity, plone.app.discussion, plone.app.drafts, plone.app.event, plone.app.form, plone.app.i18n, plone.app.imaging, plone.app.intid, plone.app.iterate, plone.app.layout, plone.app.ldap, plone.app.linkintegrity, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.referenceablebehavior, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.search, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.tiles, plone.app.upgrade, plone.app.users, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.workflowmanager, plone.app.z3cform, plone.autoform, plone.batching, plone.browserlayer, plone.cachepurging, plone.dexterity, plone.event, plone.formwidget.autocomplete, plone.formwidget.contenttree, plone.formwidget.datetime, plone.formwidget.multifile, plone.formwidget.namedfile, plone.formwidget.querystring, plone.formwidget.recurrence, plone.i18n, plone.indexer, plone.intelligenttext, plone.multilingualbehavior, plone.namedfile, plone.openid, plone.outputfilters, plone.portlet.collection, plone.portlet.static, plone.protect, plone.recipe.haproxy, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.resource, plone.resourceeditor, plone.schemaeditor, plone.supermodel, plone.testing, plone.tiles, plone.transformchain, plone.uuid, plone.z3cform, plonetheme.classic, plonetheme.sunburst",2012-01-01,2012-12-30
Salesforce,911,3,1,esteele,83,"Plone, Products.ATContentTypes, Products.Archetypes, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.ExtendedPathIndex, Products.LinguaPlone, Products.PloneLanguageTool, Products.PlonePAS, Products.PloneTestCase, Products.ResourceRegistries, Products.contentmigration, archetypes.querywidget, archetypes.referencebrowserwidget, buildout.coredev, diazo, plone.app.blob, plone.app.caching, plone.app.collection, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.controlpanel, plone.app.dexterity, plone.app.discussion, plone.app.form, plone.app.imaging, plone.app.iterate, plone.app.layout, plone.app.ldap, plone.app.linkintegrity, plone.app.openid, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.referenceablebehavior, plone.app.registry, plone.app.robotframework, plone.app.search, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.viewletmanager, plone.app.vocabularies, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.browserlayer, plone.cachepurging, plone.dexterity, plone.folder, plone.formwidget.namedfile, plone.i18n, plone.indexer, plone.intelligenttext, plone.keyring, plone.locking, plone.namedfile, plone.openid, plone.outputfilters, plone.portlet.collection, plone.portlets, plone.protect, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.resource, plone.resourceeditor, plone.rfc822, plone.schemaeditor, plone.session, plone.stringinterp, plone.subrequest, plone.supermodel, plone.testing, plone.transformchain, plone.uuid, plonetheme.classic, plonetheme.sunburst",2012-01-01,2012-12-30
Syslab,551,7,4,"ale-rt, reinhardt, svx, thet",20,"Installers-UnifiedInstaller, Products.ATContentTypes, Products.CMFPlone, buildout.coredev, plone.api, plone.app.discussion, plone.app.event, plone.app.layout, plone.app.portlets, plone.app.querystring, plone.app.robotframework, plone.app.testing, plone.app.theming, plone.app.vocabularies, plone.event, plone.folder, plone.formwidget.datetime, plone.formwidget.recurrence, plone.portlet.static, plonetheme.sunburst",2012-01-01,2012-12-30
kitconcept GmbH,527,17,6,"davisagli, ericof, jaroel, reebalazs, sneridagh, tisto",77,"Plone, Products.ATContentTypes, Products.Archetypes, Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.PlonePAS, Products.PloneTestCase, Products.PortalTransforms, Products.ResourceRegistries, archetypes.multilingual, archetypes.querywidget, buildout.coredev, diazo, five.intid, planet.plone.org, plone.api, plone.app.async, plone.app.blocks, plone.app.caching, plone.app.collection, plone.app.content, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.controlpanel, plone.app.dexterity, plone.app.discussion, plone.app.folder, plone.app.form, plone.app.i18n, plone.app.iterate, plone.app.layout, plone.app.ldap, plone.app.linkintegrity, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.referenceablebehavior, plone.app.registry, plone.app.textfield, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.behavior, plone.dexterity, plone.formwidget.contenttree, plone.formwidget.datetime, plone.formwidget.namedfile, plone.i18n, plone.indexer, plone.keyring, plone.multilingualbehavior, plone.namedfile, plone.openid, plone.outputfilters, plone.portlet.collection, plone.protect, plone.recipe.zope2instance, plone.resource, plone.rfc822, plone.schemaeditor, plone.session, plone.subrequest, plone.supermodel, plone.testing, plone.transformchain, plone.z3cform, plonetheme.sunburst",2012-01-01,2012-12-30
PY76,332,3,1,mauritsvanrees,79,"Plone, Products.ATContentTypes, Products.Archetypes, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.ExtendedPathIndex, Products.LinguaPlone, Products.Marshall, Products.MimetypesRegistry, Products.PlacelessTranslationService, Products.PloneLanguageTool, Products.PlonePAS, Products.PloneTestCase, Products.PortalTransforms, Products.ResourceRegistries, Products.contentmigration, Products.statusmessages, Products.validation, archetypes.multilingual, archetypes.referencebrowserwidget, archetypes.schemaextender, borg.localrole, buildout.coredev, collective.monkeypatcher, diazo, plone.api, plone.app.blob, plone.app.caching, plone.app.collection, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.controlpanel, plone.app.customerize, plone.app.folder, plone.app.form, plone.app.i18n, plone.app.imaging, plone.app.layout, plone.app.ldap, plone.app.multilingual, plone.app.openid, plone.app.portlets, plone.app.querystring, plone.app.search, plone.app.testing, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.workflow, plone.caching, plone.contentrules, plone.dexterity, plone.formwidget.contenttree, plone.i18n, plone.memoize, plone.openid, plone.outputfilters, plone.portlet.collection, plone.protect, plone.recipe.alltests, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.registry, plone.resource, plone.subrequest, plone.testing, plone.theme, plone.transformchain, plone.z3cform, plonetheme.classic, plonetheme.sunburst",2012-01-01,2012-12-30
Jarn,322,5,5,"MatthewWilkes, fschulze, hannosch, lrowe, witsch",48,"Plone, Products.ATContentTypes, Products.Archetypes, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.ExtendedPathIndex, Products.PloneLanguageTool, Products.PloneTestCase, Products.ResourceRegistries, buildout.coredev, diazo, plone.api, plone.app.blob, plone.app.caching, plone.app.contentlisting, plone.app.contentmenu, plone.app.controlpanel, plone.app.dexterity, plone.app.discussion, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.portlets, plone.app.registry, plone.app.textfield, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.z3cform, plone.autoform, plone.dexterity, plone.folder, plone.formwidget.autocomplete, plone.formwidget.contenttree, plone.formwidget.namedfile, plone.i18n, plone.namedfile, plone.portlets, plone.protect, plone.recipe.zope2instance, plone.schemaeditor, plone.session, plone.subrequest, plone.uuid, plone.z3cform, plonetheme.sunburst",2012-01-22,2012-12-30
Deloitte Digital,178,1,1,optilude,5,"buildout.coredev, plone.app.theming, plone.app.upgrade, plone.resource, plone.resourceeditor",2012-01-15,2012-10-28
Nuclia,88,3,2,"bloodbare, ebrehault",6,"archetypes.multilingual, planet.plone.org, plone.app.caching, plone.app.multilingual, plone.app.theming, plone.multilingualbehavior",2012-02-05,2012-11-18
Makina Corpus,86,10,1,tdesvenain,19,"Products.ATContentTypes, Products.Archetypes, Products.CMFEditions, Products.CMFPlone, Products.LinguaPlone, archetypes.referencebrowserwidget, buildout.coredev, plone.app.collection, plone.app.contentrules, plone.app.event, plone.app.portlets, plone.app.search, plone.app.upgrade, plone.app.workflow, plone.contentrules, plone.locking, plone.schemaeditor, plone.stringinterp, plonetheme.sunburst",2012-01-01,2012-10-14
Reid-McMahon,83,0,1,smcmahon,10,"Installers-UnifiedInstaller, Products.Archetypes, Products.CMFPlone, plone.app.controlpanel, plone.app.form, plone.app.z3cform, plone.recipe.precompiler, plone.recipe.unifiedinstaller, plonetheme.classic, plonetheme.sunburst",2012-01-15,2012-12-30
