username,total_commits,total_pull_requests,repositories_count,repositories,first_contribution,last_contribution
vangheem,1231,147,11,"Products.CMFPlone, buildout.coredev, guillotina, guillotina_dbusers, guillotina_elasticsearch, guillotina_gcloudstorage, guillotina_mailer, guillotina_rediscache, guillotina_s3storage, guillotina_statsd, mockup",2017-01-08,2017-12-31
esteele,855,2,70,"Plone, Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFQuickInstallerTool, Products.ExtendedPathIndex, Products.MimetypesRegistry, Products.PlacelessTranslationService, Products.PloneLanguageTool, Products.contentmigration, Products.statusmessages, Products.validation, archetypes.multilingual, buildout.coredev, collective.monkeypatcher, diazo, mockup, plone.app.blob, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contenttypes, plone.app.customerize, plone.app.debugtoolbar, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.iterate, plone.app.layout, plone.app.ldap, plone.app.linkintegrity, plone.app.lockingbehavior, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.referenceablebehavior, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.upgrade, plone.app.uuid, plone.app.widgets, plone.app.z3cform, plone.autoform, plone.browserlayer, plone.dexterity, plone.formwidget.namedfile, plone.formwidget.querystring, plone.i18n, plone.keyring, plone.login, plone.memoize, plone.namedfile, plone.outputfilters, plone.portlet.static, plone.protect, plone.releaser, plone.resourceeditor, plone.scale, plone.schemaeditor, plone.subrequest, plone.supermodel, plone.theme, plone.versioncheck, plone.z3cform, ploneorg.core, plonetheme.barceloneta",2017-01-01,2017-12-10
jensens,591,131,67,"Plone, Products.ATContentTypes, Products.Archetypes, Products.CMFEditions, Products.CMFFormController, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.PlonePAS, Products.PortalTransforms, Products.statusmessages, archetypes.multilingual, bobtemplates.plone, buildout.coredev, documentation, mockup, mr.roboto, plone.api, plone.app.blob, plone.app.caching, plone.app.collection, plone.app.content, plone.app.contenttypes, plone.app.dexterity, plone.app.discussion, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.lockingbehavior, plone.app.mosaic, plone.app.multilingual, plone.app.openid, plone.app.portlets, plone.app.querystring, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.standardtiles, plone.app.textfield, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.uuid, plone.app.versioningbehavior, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.behavior, plone.browserlayer, plone.dexterity, plone.event, plone.namedfile, plone.patternslib, plone.recipe.codeanalysis, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.rest, plone.scale, plone.schemaeditor, plone.session, plone.supermodel, plone.testing, plone.theme, plone.versioncheck, plonecli, plonetheme.barceloneta",2017-01-01,2017-12-31
mauritsvanrees,570,92,73,"Products.ATContentTypes, Products.Archetypes, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.PlonePAS, Products.ResourceRegistries, Products.contentmigration, Products.statusmessages, archetypes.multilingual, archetypes.referencebrowserwidget, archetypes.schemaextender, bobtemplates.plone, borg.localrole, buildout.coredev, documentation, five.intid, jenkins.plone.org, mockup, papyrus, plone.api, plone.app.blob, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.contenttypes, plone.app.debugtoolbar, plone.app.dexterity, plone.app.discussion, plone.app.intid, plone.app.iterate, plone.app.layout, plone.app.ldap, plone.app.linkintegrity, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.relationfield, plone.app.robotframework, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.uuid, plone.app.versioningbehavior, plone.app.widgets, plone.autoform, plone.batching, plone.behavior, plone.browserlayer, plone.dexterity, plone.event, plone.formwidget.namedfile, plone.formwidget.querystring, plone.memoize, plone.namedfile, plone.protect, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.registry, plone.releaser, plone.resource, plone.resourceeditor, plone.scale, plone.subrequest, plone.testing, plone.theme, plone.transformchain, plonetheme.classic",2017-01-01,2017-12-17
tisto,485,63,22,"archetypes.referencebrowserwidget, bobtemplates.plone, buildout.coredev, guillotina, pastanaga, pastanaga-angular, plone.app.caching, plone.app.contenttypes, plone.app.layout, plone.app.redirector, plone.app.robotframework, plone.app.theming, plone.app.workflowmanager, plone.app.z3cform, plone.rest, plone.restapi, plone.restapi-angular, plone.scale, plone.tiles, plonetheme.barceloneta, volto, voltocms.com",2017-01-08,2017-12-31
pbauer,374,73,50,"Products.ATContentTypes, Products.Archetypes, Products.CMFEditions, Products.CMFFormController, Products.CMFPlone, Products.Marshall, Products.PlacelessTranslationService, Products.PlonePAS, Products.contentmigration, Products.statusmessages, bobtemplates.plone, borg.localrole, buildout.coredev, documentation, five.intid, planet.plone.org, plone.api, plone.app.blob, plone.app.caching, plone.app.contentlisting, plone.app.contenttypes, plone.app.debugtoolbar, plone.app.dexterity, plone.app.discussion, plone.app.folder, plone.app.imaging, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.referenceablebehavior, plone.app.relationfield, plone.app.testing, plone.app.theming, plone.app.upgrade, plone.app.uuid, plone.app.workflow, plone.app.z3cform, plone.dexterity, plone.login, plone.namedfile, plone.portlet.static, plone.recipe.zope2instance, plone.rfc822, plone.schemaeditor, plone.supermodel, plone.testing, plone.theme, plone.z3cform, plonetheme.barceloneta, training",2017-01-29,2017-12-17
thet,327,182,46,"Products.ATContentTypes, Products.Archetypes, Products.CMFPlone, Products.LinguaPlone, Products.contentmigration, archetypes.referencebrowserwidget, archetypes.schemaextender, buildout.coredev, guillotina, mockup, papyrus, plone.api, plone.app.blob, plone.app.content, plone.app.contenttypes, plone.app.dexterity, plone.app.event, plone.app.folder, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.vocabularies, plone.app.widgets, plone.app.z3cform, plone.autoform, plone.dexterity, plone.formwidget.hcaptcha, plone.formwidget.namedfile, plone.formwidget.recaptcha, plone.instanceprofiling, plone.namedfile, plone.patternslib, plone.portlet.collection, plone.protect, plone.schemaeditor, plone.subrequest, plone.versioncheck, plonetheme.barceloneta, volto",2017-01-08,2017-12-31
gforcada,316,53,37,"Products.ATContentTypes, Products.Archetypes, Products.CMFPlone, Products.statusmessages, buildout.coredev, collective.indexing, diazo, documentation, jenkins.plone.org, mr.roboto, plone.api, plone.app.caching, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.discussion, plone.app.linkintegrity, plone.app.multilingual, plone.app.upgrade, plone.app.workflow, plone.autoform, plone.formwidget.hcaptcha, plone.formwidget.recaptcha, plone.i18n, plone.intelligenttext, plone.jenkins_node, plone.jenkins_server, plone.login, plone.memoize, plone.namedfile, plone.outputfilters, plone.protect, plone.recipe.codeanalysis, plone.testing, plone.tiles, plone.uuid, plone_best_practices_discussion",2017-01-01,2017-12-31
datakurre,258,59,27,"Products.CMFPlone, Products.statusmessages, buildout.coredev, mockup, papyrus, plone.app.blocks, plone.app.content, plone.app.contentrules, plone.app.contenttypes, plone.app.drafts, plone.app.mosaic, plone.app.multilingual, plone.app.registry, plone.app.robotframework, plone.app.standardtiles, plone.app.theming, plone.app.tiles, plone.app.upgrade, plone.app.z3cform, plone.autoform, plone.formwidget.namedfile, plone.jsonserializer, plone.namedfile, plone.subrequest, plone.supermodel, plone.themepreview, plone.tiles",2017-01-01,2017-12-17
loechel,241,49,15,"Installers-UnifiedInstaller, Products.CMFPlone, bobtemplates.plone, buildout.coredev, diazo, documentation, guillotina, papyrus, plone.api, plone.app.contentlisting, plone.github, plone.namedfile, plone.versioncheck, plone_best_practices_discussion, sphinxtheme.plone",2017-01-22,2017-10-08
MrTango,224,16,17,"Products.CMFPlone, Products.PortalTransforms, ansible.plone_server, bobtemplates.plone, buildout.coredev, papyrus, plone.api, plone.app.contenttypes, plone.app.discussion, plone.app.ldap, plone.app.multilingual, plone.app.robotframework, plone.app.testing, plone.app.upgrade, plone.namedfile, plone.outputfilters, plonecli",2017-01-29,2017-11-19
ebrehault,189,11,8,"Products.CMFDiffTool, ansible-playbook, buildout.coredev, pastanaga-angular, plone.app.users, plone.restapi, plone.restapi-angular, training",2017-02-05,2017-12-10
jaroel,184,38,10,"Products.CMFPlone, buildout.coredev, plone.api, plone.app.contenttypes, plone.app.debugtoolbar, plone.app.dexterity, plone.app.z3cform, plone.dexterity, plone.restapi, volto",2017-01-01,2017-12-24
davisagli,154,35,32,"Products.ATContentTypes, Products.Archetypes, Products.CMFPlone, Products.ExtendedPathIndex, Products.PlonePAS, buildout.coredev, diazo, plone.app.blob, plone.app.caching, plone.app.contentrules, plone.app.contenttypes, plone.app.customerize, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.folder, plone.app.iterate, plone.app.linkintegrity, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.upgrade, plone.app.users, plone.app.uuid, plone.autoform, plone.dexterity, plone.namedfile, plone.recipe.zope2instance, plone.schemaeditor, plone.testing",2017-01-01,2017-12-31
robgietema,150,11,1,volto,2017-02-26,2017-10-22
smcmahon,123,36,5,"Installers-UnifiedInstaller, ansible-playbook, ansible.plone_server, documentation, plonedev.vagrant",2017-01-15,2017-12-24
thomasmassmann,115,4,6,"bobtemplates.plone, plone.app.standardtiles, plone.recipe.codeanalysis, plonecli, plonetheme.barceloneta, training",2017-06-04,2017-12-31
agitator,109,28,16,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, documentation, plone.app.content, plone.app.contentrules, plone.app.contenttypes, plone.app.layout, plone.app.mosaic, plone.app.multilingual, plone.app.querystring, plone.app.standardtiles, plone.app.upgrade, plone.portlet.collection, plone.subrequest, plonetheme.barceloneta",2017-01-08,2017-11-12
tdesvenain,87,27,4,"plone.app.contentlisting, plone.formwidget.datetime, plone.restapi, plone.restapi-angular",2017-09-17,2017-12-31
sneridagh,81,34,9,"Products.CMFPlone, bobtemplates.plone, pastanaga, planet.plone.org, plone.restapi, ploneconf2016.policy, ploneorg.core, ploneorg.theme, voltocms.com",2017-01-08,2017-12-17
tkimnguyen,72,19,19,"Plone, Products.CMFPlone, ansible-playbook, buildout.coredev, documentation, mockup, planet.plone.org, plone.api, plone.app.dexterity, plone.app.ldap, plone.app.theming, plone.docker, plone.formwidget.namedfile, plone.namedfile, plone.protect, plone.restapi, ploneconf2016.policy, ploneorg.core, ploneorg.theme",2017-01-29,2017-12-24
kakshay21,57,38,32,"Products.ATContentTypes, Products.CMFPlone, archetypes.multilingual, buildout.coredev, plone.app.collection, plone.app.content, plone.app.contenttypes, plone.app.discussion, plone.app.intid, plone.app.iterate, plone.app.linkintegrity, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.registry, plone.app.relationfield, plone.app.testing, plone.app.theming, plone.app.upgrade, plone.app.uuid, plone.app.vocabularies, plone.app.workflow, plone.autoform, plone.outputfilters, plone.portlet.collection, plone.portlet.static, plone.protect, plone.resourceeditor, plone.subrequest, plone.theme, plone.transformchain",2017-04-09,2017-06-11
tomgross,57,35,20,"Products.CMFPlone, Products.statusmessages, Products.validation, buildout.coredev, documentation, mockup, plone.app.content, plone.app.contenttypes, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.mosaic, plone.app.multilingual, plone.app.querystring, plone.app.standardtiles, plone.app.z3cform, plone.namedfile, plone.restapi, plone.schemaeditor, plone.tiles",2017-01-01,2017-11-26
tschorr,50,5,5,"Products.Archetypes, buildout.coredev, plone.app.testing, plone.recipe.zope2instance, training",2017-01-29,2017-10-22
b4oshany,47,21,12,"Products.CMFPlone, mockup, plone.app.caching, plone.app.mosaic, plone.app.openid, plone.app.robotframework, plone.app.standardtiles, plone.app.textfield, plone.app.upgrade, plone.resourceeditor, plone.supermodel, training",2017-06-04,2017-10-22
lukasgraf,46,12,1,plone.restapi,2017-01-08,2017-11-26
fgrcon,44,25,16,"Products.CMFPlone, buildout.coredev, documentation, jenkins.plone.org, mockup, plone.app.content, plone.app.contentlisting, plone.app.contenttypes, plone.app.dexterity, plone.app.event, plone.app.layout, plone.app.portlets, plone.app.upgrade, plone.app.vocabularies, plone.portlet.collection, plonetheme.barceloneta",2017-01-01,2017-12-24
