organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
der Freitag,2065,368,1,gforcada,111,".github, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.MimetypesRegistry, Products.PlacelessTranslationService, Products.PlonePAS, Products.PortalTransforms, Products.isurlinportal, Products.statusmessages, bobtemplates.plone, borg.localrole, buildout.coredev, cookiecutter-zope-instance, documentation, five.intid, jenkins.plone.org, meta, mr.roboto, plone.alterego, plone.api, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.customerize, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.i18n, plone.app.intid, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.lockingbehavior, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.standardtiles, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.users, plone.app.uuid, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.base, plone.batching, plone.behavior, plone.browserlayer, plone.cachepurging, plone.caching, plone.contentrules, plone.dexterity, plone.distribution, plone.event, plone.folder, plone.formwidget.namedfile, plone.formwidget.recurrence, plone.i18n, plone.indexer, plone.intelligenttext, plone.keyring, plone.locking, plone.memoize, plone.namedfile, plone.outputfilters, plone.portlet.collection, plone.portlet.static, plone.portlets, plone.protect, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.registry, plone.releaser, plone.resource, plone.resourceeditor, plone.rest, plone.restapi, plone.rfc822, plone.scale, plone.schema, plone.schemaeditor, plone.session, plone.staticresources, plone.stringinterp, plone.subrequest, plone.supermodel, plone.testing, plone.theme, plone.transformchain, plone.uuid, plone.versioncheck, plone.volto, plone.z3cform, plonetheme.barceloneta, training",2023-01-01,2023-12-31
kitconcept GmbH,2024,759,15,"Tishasoumya-02, danalvrz, davisagli, ericof, fredvd, iFlameing, iRohitSingh, jackahl, jaroel, jnptk, reebalazs, robgietema, sneridagh, steffenri, tisto",45,"2023.ploneconf.org, 2024.ploneconf.org, Products.CMFPlone, blocks-conversion-tool, bobtemplates.plone, buildout.coredev, code-analysis-action, code-quality, demo.plone.org, documentation, helm-charts, meta, mr.roboto, pastanaga, pastanaga-icons, plone-backend, plone-frontend, plone.api, plone.app.caching, plone.app.content, plone.app.contenttypes, plone.app.dexterity, plone.app.linkintegrity, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.base, plone.de, plone.distribution, plone.folder, plone.namedfile, plone.nl, plone.org, plone.outputfilters, plone.portlet.collection, plone.rest, plone.restapi, plone.scale, plone.testing, plone.volto, ploneconf.org, training, volto, volto-quanta-project",2023-01-01,2023-12-31
PY76,1580,192,1,mauritsvanrees,102,"Installers-UnifiedInstaller, Plone, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.MimetypesRegistry, Products.PlonePAS, Products.PortalTransforms, Products.isurlinportal, Products.statusmessages, bobtemplates.plone, borg.localrole, buildout.coredev, classic-ui-team, documentation, five.intid, meta, mockup, mr.roboto, plone.api, plone.app.blocks, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.customerize, plone.app.dexterity, plone.app.event, plone.app.i18n, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.lockingbehavior, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.registry, plone.app.relationfield, plone.app.standardtiles, plone.app.textfield, plone.app.theming, plone.app.tiles, plone.app.upgrade, plone.app.users, plone.app.uuid, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.workflow, plone.autoform, plone.base, plone.batching, plone.browserlayer, plone.cachepurging, plone.caching, plone.contentrules, plone.dexterity, plone.event, plone.formwidget.namedfile, plone.formwidget.recurrence, plone.i18n, plone.intelligenttext, plone.keyring, plone.locking, plone.memoize, plone.namedfile, plone.outputfilters, plone.portlet.collection, plone.portlet.static, plone.portlets, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.registry, plone.releaser, plone.resource, plone.resourceeditor, plone.rest, plone.restapi, plone.rfc822, plone.scale, plone.schema, plone.schemaeditor, plone.session, plone.staticresources, plone.stringinterp, plone.subrequest, plone.supermodel, plone.testing, plone.theme, plone.transformchain, plone.uuid, plone.versioncheck, plone.volto, plone.z3cform, plonetheme.barceloneta, training, volto",2023-01-01,2023-12-31
Steve Piercy,710,185,1,stevepiercy,20,".github, Products.CMFPlone, buildout.coredev, demo.plone.org, documentation, meta, mr.roboto, plone-sphinx-theme, plone.api, plone.app.caching, plone.distribution, plone.org, plone.rest, plone.restapi, plonetheme.barceloneta, sphinxtheme.plone, training, volto, volto-quanta-project, volto-reference-backend",2023-01-01,2023-12-31
Kombinat,595,166,1,petschki,30,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, documentation, meta, mockup, plone.app.blocks, plone.app.caching, plone.app.content, plone.app.contenttypes, plone.app.dexterity, plone.app.event, plone.app.layout, plone.app.mosaic, plone.app.standardtiles, plone.app.theming, plone.app.upgrade, plone.app.viewletmanager, plone.app.z3cform, plone.base, plone.formwidget.recurrence, plone.locking, plone.patternslib, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.restapi, plone.schemaeditor, plone.staticresources, plone.volto, plonetheme.barceloneta",2023-01-08,2023-12-17
Klein & Partner,373,66,1,jensens,41,"Plone, Products.CMFPlone, Products.MimetypesRegistry, Products.PlonePAS, Products.PortalTransforms, buildout.coredev, cookiecutter-zope-instance, documentation, meta, mockup, plone-backend, plone.app.caching, plone.app.contentrules, plone.app.contenttypes, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.iterate, plone.app.layout, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.textfield, plone.app.theming, plone.app.viewletmanager, plone.app.vocabularies, plone.app.z3cform, plone.base, plone.behavior, plone.dexterity, plone.keyring, plone.locking, plone.protect, plone.registry, plone.restapi, plone.rfc822, plone.schema, plone.session, plone.stringinterp, plone.volto",2023-01-01,2023-12-10
Independent,309,353,154,"Aarav238, AbhishekCS3459, AdarshRawat1, Akshat2Jain, Ananyasingh2002, Aryan8912, Atharvp01, Azzam1503, BhardwajAditya-github, BhuvaneshPatil, DhanushShettyH, EshaanAgg, FarooqAlaulddin, Fosten, Frs2304, HarshitVashisht11, Hrittik20, HyperDanisH, IshaanDasgupta, JASIM0021, Junko-Takeguchi, Kaku-g, KartikBudania, LakshyaRoy, MAX-786, Mandy767, Manice18, Mattiullah134, MihaelaCretu11, MoazMirza-13, Molochem, Monu01123, Narottamchy, Nimo-19, Nishannb, Noobham, NutNick31, PrasannaGadalGIT, PriyanshuRj, Ravi-kumar9347, SaiRev0, SajidCurious, SaraBianchi, SayanDeveloper, Shibbu264, Shivaji2808, Sonamla1797, TajAlasfiyaa, ThibautBorn, ThisisMS11, UnaiEtxaburu, Vansh-Baghel, VarunMotiyani, VedantRaut-sudo, Viratsingh527, Vivek-04022001, ZubairImtiaz3, aadarsh-nagrath, abhinaisai2002, aditi028, ajmalwali7, akshatgarg12, alecghica, alecpm, alexnuttinck, andreasma, andreiggr, anish-patro, aormazabal, badrivlog, bipoza, callpri, cguardia, chirayu-humar, cihanandac, cillianderoiste, claytonc, curiousyuvi, davisagli2, deruosi, dev-cj, dheerajk2003, dhruvgupta0503, eikichi18, ewohnlich, fabiorauber, falgunmpatel, gauravsingh94, ghost, hazigabriel, hemant-hc, hipertracker, ishk9, j-durbin, jairhenrique, jean, jenkins-plone-org, jhgouveia, justdaksh, kHAPPY2004, kd1729, kreafox, kshitiz305, lenadax, lord2anil, lorstenoplo, luxcas, maethu, malthe, margaridasp, mbarde, mehedikhan72, mikejmets, mtoepfl, navyn13, nduka-junior, nilootpal, nimishmedatwal, ninanoleto, operramon, pandeyprashant123-coder, pranayjoshi, prithvi009, rabahalishah, raghavKasyap, rahilhastu, rakshith6404, razvanMiu, rber474, rexalex, rishabhv471, rishuraj1, rnicola-1605, rnixx, sabrina-bongiovanni, sah246ir, sahilkodwani08, satisshhhhhh, satyam4p, sdelcourt, shubhamtalesara, sudhanshu1309, suman9893, suryadev99, tedw87, tesudesu, toalba, ujjwaleee26, ujjwalpathaak, utkkkarshhh, valipod, veritazx, woolyseal, yahya-cloud",41,"Products.CMFPlone, blocks-conversion-tool, bobtemplates.plone, buildout.coredev, documentation, guillotina_s3storage, helm-charts, meta, mockup, pastanaga-angular, plone-backend, plone-frontend, plone-zeo, plone.api, plone.app.blocks, plone.app.contentlisting, plone.app.contentmenu, plone.app.contenttypes, plone.app.mosaic, plone.app.portlets, plone.app.z3cform, plone.base, plone.de, plone.dexterity, plone.docker, plone.formwidget.autocomplete, plone.formwidget.contenttree, plone.locking, plone.namedfile, plone.org, plone.portlet.collection, plone.protect, plone.releaser, plone.restapi, plone.staticresources, plone.volto, plonetheme.barceloneta, quickstart, training, volto, volto-reference-backend",2023-01-01,2023-12-17
Codesyntax,203,60,3,"erral, ionlizarazu, libargutxi",13,"2023.ploneconf.org, Products.CMFPlone, bobtemplates.plone, buildout.coredev, documentation, plone.app.contentrules, plone.app.layout, plone.app.querystring, plone.app.theming, plone.nl, plone.restapi, plonetheme.barceloneta, volto",2023-01-08,2023-12-17
Rohberg,192,55,1,ksuess,9,"Products.CMFPlone, buildout.coredev, documentation, plone.api, plone.app.dexterity, plone.app.linkintegrity, plone.restapi, training, volto",2023-01-08,2023-12-24
Eau de Web,174,54,7,"Petchesi-Iulian, avoinea, claudiaifrim, dobri1408, ichim-david, nileshgulia1, tiberiuichim",7,"Products.CMFEditions, buildout.coredev, plone.docker, plone.rest, plone.restapi, training, volto",2023-01-01,2023-12-31
