organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
redturtle,117,95,5,"cekk, giuliaghisini, mamico, nzambello, pnicolli",12,"Products.PortalTransforms, bobtemplates.plone, plone.app.caching, plone.app.discussion, plone.app.multilingual, plone.docker, plone.formwidget.namedfile, plone.namedfile, plone.recipe.zope2instance, plone.restapi, ploneorg.theme, volto",2020-01-05,2020-12-20
iskra,115,55,1,masipcat,3,"guillotina, guillotina_elasticsearch, guillotina_prometheus",2020-01-12,2020-11-29
agitator,115,19,1,agitator,9,"buildout.coredev, mockup, plone.app.mosaic, plone.app.standardtiles, plone.app.tiles, plone.batching, plone.jsonserializer, plone.staticresources, plonetheme.barceloneta",2020-01-26,2020-11-29
vangheem,71,65,1,vangheem,4,"guillotina, guillotina_gcloudstorage, guillotina_prometheus, guillotina_s3storage",2020-01-05,2020-11-29
kombinat,46,26,1,petschki,15,"Products.CMFPlone, buildout.coredev, mockup, plone.app.content, plone.app.mosaic, plone.app.multilingual, plone.app.standardtiles, plone.app.upgrade, plone.app.users, plone.app.z3cform, plone.jsonserializer, plone.recipe.haproxy, plone.restapi, plone.staticresources, plonetheme.barceloneta",2020-04-19,2020-09-20
codesyntax,45,34,2,"erral, ionlizarazu",9,"Products.CMFPlone, bobtemplates.plone, mockup, plone-vs-snippets, plone.app.content, plone.recipe.haproxy, plone.restapi, plone.z3cform, volto",2020-01-05,2020-12-13
tkimnguyen,44,20,1,tkimnguyen,12,"Installers-UnifiedInstaller, ansible-playbook, ansible.plone_server, plone.app.viewletmanager, plone.app.workflowmanager, plone.com-static, plone.dexterity, ploneconf2016.policy, plonedev.vagrant, ploneorg.core, ploneorg.theme, training",2020-01-05,2020-11-29
stevepiercy,23,4,1,stevepiercy,3,"ansible-playbook, ansible.plone_server, training",2020-01-19,2020-07-05
tschorr,20,5,1,tschorr,7,"Products.CMFPlone, Products.CMFQuickInstallerTool, Products.isurlinportal, buildout.coredev, plone.app.discussion, plone.recipe.zope2instance, plonetheme.barceloneta",2020-02-09,2020-09-27
university-jyvaskylä,19,7,1,datakurre,5,"plone.app.versioningbehavior, plone.formwidget.namedfile, plone.jsonserializer, plone.namedfile, volto",2020-01-26,2020-06-07
freitag,18,11,1,gforcada,10,"jenkins.plone.org, mr.roboto, plone.app.caching, plone.app.content, plone.app.contenttypes, plone.app.event, plone.app.textfield, plone.scale, plone.schemaeditor, plone.stringinterp",2020-01-05,2020-12-13
academy-of-fine-arts-vienna,13,4,1,gogobd,2,"plone.app.multilingualindexes, plone.app.querystring",2020-06-28,2020-07-19
cms-com,13,11,1,terapyon,1,volto,2020-02-16,2020-12-06
esteele,11,0,1,esteele,5,"Products.CMFPlone, buildout.coredev, plone.restapi, plone.staticresources, volto",2020-01-05,2020-05-03
serpro,9,16,1,wesleybl,3,"bobtemplates.plone, buildout.coredev, plone.restapi",2020-10-25,2020-12-27
radio-free-asia,7,3,1,flipmcf,3,"mockup, plone.app.vocabularies, plone.outputfilters",2020-08-09,2020-11-01
frapell,7,10,1,frapell,7,"Products.CMFPlone, mockup, plone.app.iterate, plone.app.upgrade, plone.patternslib, plone.staticresources, volto",2020-03-08,2020-09-20
imio,6,9,3,"bsuttor, gbastien, gotcha",4,"Products.CMFPlone, plone.app.contenttypes, plone.restapi, volto",2020-06-14,2020-06-28
4teamwork,5,3,3,"buchi, deiferni, lukasgraf",1,plone.restapi,2020-01-19,2020-03-29
affinitic,5,5,2,"laulaz, mpeeters",4,"mockup, plone.app.versioningbehavior, plone.recipe.zope2instance, plone.restapi",2020-02-02,2020-09-13
it-spirit,5,2,1,thomasmassmann,3,"Products.CMFPlone, Products.PortalTransforms, plone.app.upgrade",2020-04-05,2020-04-05
dataflake,3,1,1,dataflake,2,"meta, plone.recipe.zope2instance",2020-02-09,2020-02-16
university-hospital-dresden,3,3,1,1letter,3,"Products.ResourceRegistries, plone.app.event, plonetheme.barceloneta",2020-03-08,2020-07-26
polyester,3,1,1,polyester,2,"papyrus, sphinxtheme.plone",2020-04-19,2020-06-28
zopyx,2,0,1,zopyx,2,"Products.MimetypesRegistry, planet.plone.org",2020-07-12,2020-10-11
witsch,2,1,1,witsch,1,archetypes.querywidget,2020-08-30,2020-08-30
ku-leuven,2,0,1,spereverde,1,training,2020-02-09,2020-02-09
iham,1,1,1,iham,2,"Products.Archetypes, plone.app.multilingual",2020-10-18,2020-10-18
interaktiv,0,1,1,mliebischer,1,plone.app.contenttypes,,
minddistrict,0,1,1,icemac,1,plone.recipe.zope2instance,,
dbain,0,3,1,pigeonflight,1,plone.rest,,
pretaweb,0,2,2,"JeffersonBledsoe, instification",2,"plone.app.contentrules, plone.app.iterate",,
university-tu-dresden,0,1,1,pgrunewald,1,Products.MimetypesRegistry,,
rpatterson,0,1,1,rpatterson,1,plone.app.testing,,
