organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
Independent,3160,406,179,"AlexStevens, Gagaro, MordicusEtCubitus, PenguinYang, RichardBarrell, Rudd-O, SteffenKockel, StevenLooman, TH-code, Tamosauskas, Thomvl, aaktaran, ableeb, ablumer, abutton, aclark4life, adam139, adamcheasley, adamtheturtle, afrepues, alecghica, alecpm, amleczko, aputtu, avelino, barseghyanartur, benniboy, bledwell, bogdangi, bosim, brandon-rhodes, calvinhp, cedricmessiant, cewing, cillianderoiste, claytron, csenger, damilgra, danboggins, danieljnowak, danjacka, david-batranu, davidblewett, davidjb, davidwik, davilima6, davismr, davisp1, dibell, do3cc, dr460neye, eGenix, eleddy, emanlove, espenmn, evilbungle, faassen, faro, faro76, fbrun, felipeduardo, fgrcon, flohcim, frapell, garbas, gaudenz, gborelli, ghost, giacomos, giacomos85, gil-cano, gweis, helmantel, hersonrodrigues, hoka, href, huguei, huubbouma, hvelarde, ivanteoh, izak, jcbrand, jcerjak, jean, jens-na, jessnorwood, jfroche, jianaijun, jnachtigall, joka, jpcw, jpgimenez, jsbueno, jsutterfield, juh2, k-j-kleist, kcleong, keul, khink, kiorky, kkdhanesh, kroman0, l34marr, lentinj, lpmayos, lukebrannon, maartenkling, macagua, maethu, maikroeder, marcosfromero, markvl, matejc, mattss, mexicarne, mgedmin, mihneasim, mikejmets, mingtak, miohtama, mitakas, moorepants, msom, myroslav, nueces, obct537, pabo3000, parruc, pauloxnet, peterreimer, pingviini, pitonisaX, pjstevns, plamut, prospchr, puittenbroek, pysailor, radekj, rafaelbco, ramiroluz, regebro, rnixx, robertrottermann, rodfersou, runyaga, saily, sdelcourt, seanupton, senner, senny, seocam, silviot, simahawk, simonedeponti, sjoerdvan, somecallmetim, squibobblepants, staeff, strichter, sunbit, sunew, taito-zz, tiazma, tlyng, tmog, toutpt, travacic, tschanzt, tseaver, vangheem, victor-bortone, vipod, vmaksymiv, warpr, winstonf88, witekdev, xiru, yangh, zupo",104,"Installers-UnifiedInstaller, Products.ATContentTypes, Products.Archetypes, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFPlone, Products.LinguaPlone, Products.PloneLanguageTool, Products.PloneTestCase, Products.PortalTransforms, Products.ResourceRegistries, Products.contentmigration, archetypes.multilingual, archetypes.querywidget, archetypes.referencebrowserwidget, archetypes.schemaextender, bobtemplates.plone, borg.localrole, buildout.coredev, diazo, mockup, planet.plone.org, plone.api, plone.app.async, plone.app.blob, plone.app.blocks, plone.app.caching, plone.app.collection, plone.app.content, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.controlpanel, plone.app.customerize, plone.app.debugtoolbar, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.form, plone.app.imaging, plone.app.iterate, plone.app.layout, plone.app.ldap, plone.app.linkintegrity, plone.app.lockingbehavior, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.referenceablebehavior, plone.app.registry, plone.app.robotframework, plone.app.search, plone.app.testing, plone.app.theming, plone.app.themingplugins, plone.app.tiles, plone.app.upgrade, plone.app.users, plone.app.viewletmanager, plone.app.vocabularies, plone.app.vulnerabilities, plone.app.widgets, plone.app.workflow, plone.app.workflowmanager, plone.app.z3cform, plone.autoform, plone.batching, plone.cachepurging, plone.dexterity, plone.dotfiles, plone.event, plone.formwidget.autocomplete, plone.formwidget.contenttree, plone.formwidget.datetime, plone.formwidget.multifile, plone.formwidget.namedfile, plone.formwidget.querystring, plone.formwidget.recurrence, plone.i18n, plone.locking, plone.multilingualbehavior, plone.namedfile, plone.portlet.collection, plone.portlets, plone.recipe.alltests, plone.recipe.codeanalysis, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.resource, plone.resourceeditor, plone.scale, plone.schema, plone.schemaeditor, plone.session, plone.stringinterp, plone.subrequest, plone.testing, plone.tiles, plone.z3cform, plonedev.vagrant, plonetheme.barceloneta, plonetheme.classic, plonetheme.sunburst, training",2013-01-06,2013-12-29
Salesforce,1041,6,2,"dextermilo, esteele",85,"Plone, Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.Marshall, Products.MimetypesRegistry, Products.PlacelessTranslationService, Products.PloneLanguageTool, Products.PlonePAS, Products.PloneTestCase, Products.ResourceRegistries, Products.contentmigration, archetypes.querywidget, archetypes.referencebrowserwidget, archetypes.schemaextender, buildout.coredev, diazo, mockup, mr.roboto, plone.app.blob, plone.app.caching, plone.app.collection, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.controlpanel, plone.app.dexterity, plone.app.discussion, plone.app.form, plone.app.i18n, plone.app.imaging, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.portlets, plone.app.redirector, plone.app.registry, plone.app.search, plone.app.testing, plone.app.theming, plone.app.upgrade, plone.app.uuid, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.vulnerabilities, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.batching, plone.behavior, plone.cachepurging, plone.contentrules, plone.dexterity, plone.folder, plone.formwidget.autocomplete, plone.formwidget.namedfile, plone.i18n, plone.indexer, plone.namedfile, plone.openid, plone.outputfilters, plone.portlet.static, plone.recipe.codeanalysis, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.releaser, plone.resourceeditor, plone.rfc822, plone.scale, plone.schemaeditor, plone.session, plone.stringinterp, plone.supermodel, plone.testing, plone.transformchain, plonetheme.classic, plonetheme.sunburst",2013-01-06,2013-12-01
kitconcept GmbH,813,42,7,"davisagli, ericof, fredvd, jaroel, robgietema, sneridagh, tisto",80,"Plone, Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.MimetypesRegistry, Products.PlacelessTranslationService, Products.PlonePAS, Products.PloneTestCase, Products.PortalTransforms, archetypes.multilingual, archetypes.querywidget, archetypes.referencebrowserwidget, archetypes.schemaextender, buildout.coredev, jenkins.plone.org, mockup, mr.roboto, planet.plone.org, plone.app.blob, plone.app.blocks, plone.app.caching, plone.app.collection, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.controlpanel, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.form, plone.app.imaging, plone.app.intid, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.relationfield, plone.app.robotframework, plone.app.testing, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.uuid, plone.app.versioningbehavior, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.cachepurging, plone.dexterity, plone.dotfiles, plone.event, plone.formwidget.datetime, plone.formwidget.namedfile, plone.formwidget.querystring, plone.i18n, plone.multilingualbehavior, plone.namedfile, plone.openid, plone.outputfilters, plone.portlet.collection, plone.recipe.alltests, plone.recipe.codeanalysis, plone.rfc822, plone.schemaeditor, plone.session, plone.stringinterp, plone.supermodel, plone.testing, plone.theme, ploneorg.core, plonetheme.sunburst",2013-01-06,2013-12-22
Syslab,812,19,4,"ale-rt, reinhardt, svx, thet",32,"Installers-UnifiedInstaller, Products.ATContentTypes, Products.Archetypes, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.PloneTestCase, Products.ResourceRegistries, archetypes.multilingual, archetypes.referencebrowserwidget, buildout.coredev, jenkins.plone.org, plone.api, plone.app.caching, plone.app.contenttypes, plone.app.controlpanel, plone.app.dexterity, plone.app.event, plone.app.linkintegrity, plone.app.portlets, plone.app.search, plone.app.testing, plone.app.upgrade, plone.app.users, plone.app.widgets, plone.app.z3cform, plone.event, plone.formwidget.datetime, plone.formwidget.recurrence, plone.outputfilters, plone.resourceeditor, plonedev.vagrant, plonetheme.sunburst",2013-01-06,2013-12-22
Uni. Jyvaskylä,421,9,1,datakurre,7,"Products.CMFPlone, buildout.coredev, plone.app.discussion, plone.app.multilingual, plone.app.robotframework, plone.app.testing, plone.app.widgets",2013-02-03,2013-11-17
Nuclia,332,6,2,"bloodbare, ebrehault",26,"Products.Archetypes, Products.CMFPlone, Products.PlacelessTranslationService, Products.PloneTestCase, archetypes.multilingual, buildout.coredev, jenkins.plone.org, mockup, mr.roboto, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contenttypes, plone.app.customerize, plone.app.event, plone.app.layout, plone.app.multilingual, plone.app.robotframework, plone.app.testing, plone.app.upgrade, plone.app.vulnerabilities, plone.app.z3cform, plone.formwidget.contenttree, plone.multilingualbehavior, plonetheme.barceloneta",2013-01-20,2013-12-01
Reid-McMahon,187,3,1,smcmahon,17,"Installers-UnifiedInstaller, Products.CMFPlone, archetypes.referencebrowserwidget, buildout.coredev, mockup, planet.plone.org, plone.app.caching, plone.app.contentrules, plone.app.dexterity, plone.app.theming, plone.autoform, plone.formwidget.namedfile, plone.recipe.unifiedinstaller, plone.schemaeditor, plone.stringinterp, plone.supermodel, plonedev.vagrant",2013-01-06,2013-12-29
Makina Corpus,175,17,1,tdesvenain,24,"Products.Archetypes, Products.CMFPlone, archetypes.referencebrowserwidget, buildout.coredev, plone.app.blob, plone.app.contentrules, plone.app.controlpanel, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.linkintegrity, plone.app.theming, plone.app.upgrade, plone.app.viewletmanager, plone.app.workflow, plone.app.workflowmanager, plone.app.z3cform, plone.autoform, plone.batching, plone.contentrules, plone.dexterity, plone.formwidget.namedfile, plone.schemaeditor, plone.stringinterp",2013-01-13,2013-12-29
Starzel,174,19,2,"Gomez, pbauer",20,"Products.Archetypes, Products.CMFPlone, Products.contentmigration, plone.app.blob, plone.app.collection, plone.app.content, plone.app.contenttypes, plone.app.dexterity, plone.app.event, plone.app.imaging, plone.app.layout, plone.app.portlets, plone.app.robotframework, plone.app.upgrade, plone.app.vocabularies, plone.app.widgets, plone.formwidget.datetime, plone.formwidget.recurrence, plone.recipe.codeanalysis, training",2013-01-13,2013-11-17
PY76,150,7,1,mauritsvanrees,34,"Products.ATContentTypes, Products.Archetypes, Products.CMFEditions, Products.CMFPlone, Products.MimetypesRegistry, Products.PlonePAS, Products.ResourceRegistries, Products.contentmigration, archetypes.querywidget, archetypes.referencebrowserwidget, buildout.coredev, plone.app.collection, plone.app.content, plone.app.contenttypes, plone.app.controlpanel, plone.app.layout, plone.app.ldap, plone.app.linkintegrity, plone.app.multilingual, plone.app.portlets, plone.app.referenceablebehavior, plone.app.search, plone.app.testing, plone.app.textfield, plone.app.upgrade, plone.app.users, plone.app.vocabularies, plone.folder, plone.formwidget.querystring, plone.portlet.collection, plone.recipe.zope2instance, plone.schemaeditor, plonetheme.classic, plonetheme.sunburst",2013-01-06,2013-11-17
