organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
Reid-McMahon,213,14,1,smcmahon,7,"Installers-UnifiedInstaller, ansible-playbook, ansible.plone_server, documentation, planet.plone.org, plone.app.dexterity, plonedev.vagrant",2015-01-04,2015-12-27
Ecréall,197,0,1,vincentfretin,23,"Products.Archetypes, Products.CMFPlone, archetypes.referencebrowserwidget, buildout.coredev, jenkins.plone.org, plone.app.content, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.controlpanel, plone.app.dexterity, plone.app.event, plone.app.form, plone.app.layout, plone.app.linkintegrity, plone.app.portlets, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.versioningbehavior, plone.dexterity, plone.protect, plone.schemaeditor",2015-02-08,2015-11-29
fhnw,178,61,1,tomgross,43,"Products.ATContentTypes, Products.Archetypes, Products.CMFDynamicViewFTI, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.Marshall, Products.MimetypesRegistry, Products.PortalTransforms, Products.contentmigration, bobtemplates.plone, buildout.coredev, plone.app.blob, plone.app.collection, plone.app.content, plone.app.contentrules, plone.app.contenttypes, plone.app.controlpanel, plone.app.customerize, plone.app.dexterity, plone.app.event, plone.app.folder, plone.app.form, plone.app.imaging, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.multilingual, plone.app.openid, plone.app.portlets, plone.app.referenceablebehavior, plone.app.testing, plone.app.upgrade, plone.app.users, plone.app.versioningbehavior, plone.app.z3cform, plone.dexterity, plone.i18n, plone.namedfile, plone.outputfilters, plone.portlet.collection, plone.registry, plone.testing, plone.theme",2015-01-04,2015-11-22
imio,178,34,5,"bsuttor, gbastien, gotcha, sgeulette, sverbois",27,"Products.CMFDynamicViewFTI, Products.CMFPlone, Products.MimetypesRegistry, Products.PortalTransforms, Products.validation, archetypes.multilingual, archetypes.referencebrowserwidget, bobtemplates.plone, buildout.coredev, jenkins.plone.org, planet.plone.org, plone.app.dexterity, plone.app.multilingual, plone.app.relationfield, plone.app.robotframework, plone.app.testing, plone.app.users, plone.batching, plone.cachepurging, plone.dexterity, plone.multilingualbehavior, plone.namedfile, plone.portlet.static, plone.recipe.zeoserver, plone.scale, plone.schemaeditor, training",2015-01-04,2015-12-20
soliton-consulting,157,90,1,fulv,20,"Installers-UnifiedInstaller, Products.CMFPlone, ansible-playbook, ansible.plone_server, buildout.coredev, documentation, plone.app.content, plone.app.contenttypes, plone.app.dexterity, plone.app.event, plone.app.lockingbehavior, plone.app.multilingual, plone.app.portlets, plone.app.referenceablebehavior, plone.app.relationfield, plone.app.vulnerabilities, plone.app.widgets, ploneorg.core, plonetheme.barceloneta, training",2015-02-08,2015-12-06
agitator,64,7,1,agitator,10,"Products.CMFPlone, buildout.coredev, plone.app.contentmenu, plone.app.contenttypes, plone.app.event, plone.app.layout, plone.app.mosaic, plone.app.multilingual, plone.app.users, plonetheme.barceloneta",2015-01-11,2015-09-13
eau-de-web,61,7,2,"avoinea, ichim-david",9,"Products.CMFPlone, buildout.coredev, mockup, plone.app.discussion, plone.app.portlets, plone.app.upgrade, plone.app.users, plone.recipe.zope2instance, plonetheme.barceloneta",2015-04-12,2015-09-13
ccc,60,58,1,polyester,19,"Installers-UnifiedInstaller, Products.CMFPlone, ansible-playbook, bobtemplates.plone, buildout.coredev, documentation, papyrus, planet.plone.org, plone.api, plone.app.contenttypes, plone.app.dexterity, plone.app.event, plone.app.portlets, plone.app.robotframework, plone.app.testing, plone.app.theming, plone.rest, plone.testing, plonetheme.barceloneta",2015-04-26,2015-12-13
frapell,54,9,1,frapell,10,"Products.CMFPlone, buildout.coredev, mockup, plone.app.content, plone.app.contenttypes, plone.app.event, plone.app.querystring, plone.app.widgets, plone.recipe.zope2instance, training",2015-01-11,2015-11-22
derico,48,13,1,MrTango,12,"Products.CMFPlone, buildout.coredev, documentation, mockup, plone.app.contenttypes, plone.app.dexterity, plone.app.querystring, plone.app.upgrade, plone.docker, plone.restapi, plonetheme.barceloneta, training",2015-01-18,2015-10-11
jarn,37,6,2,"MatthewWilkes, lrowe",7,"Products.ATContentTypes, Products.Archetypes, buildout.coredev, diazo, plone.app.collection, plone.app.portlets, plone.formwidget.contenttree",2015-01-11,2015-11-29
4teamwork,31,20,5,"buchi, elioschmutz, jone, lukasgraf, phgross",7,"plone.app.relationfield, plone.app.textfield, plone.dexterity, plone.formwidget.datetime, plone.protect, plone.rest, plone.restapi",2015-05-24,2015-12-20
sixfeetup,28,24,2,"cdw9, tkimnguyen",14,"Products.CMFPlacefulWorkflow, Products.CMFPlone, archetypes.referencebrowserwidget, buildout.coredev, diazo, documentation, mockup, planet.plone.org, plone.app.dexterity, plone.app.layout, plone.app.theming, ploneorg.core, ploneorg.theme, plonetheme.barceloneta",2015-02-22,2015-12-20
codesyntax,25,2,1,erral,8,"buildout.coredev, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.layout, plone.app.multilingual, plone.app.versioningbehavior, plone.restapi",2015-09-06,2015-09-20
bearstach,22,0,1,encolpe,6,"buildout.coredev, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.multilingual, plone.app.versioningbehavior",2015-09-13,2015-09-20
dbain,19,5,1,pigeonflight,6,"Products.CMFPlone, bobtemplates.plone, planet.plone.org, plone.app.registry, plonetheme.barceloneta, training",2015-03-01,2015-10-18
kombinat,18,11,1,petschki,7,"Products.CMFPlone, buildout.coredev, mockup, plone.app.content, plone.app.querystring, plone.app.widgets, plone.z3cform",2015-01-04,2015-10-11
pretaweb,16,28,3,"djay, djowett, instification",12,"Products.CMFPlone, ansible-playbook, ansible.plone_server, bobtemplates.plone, buildout.coredev, documentation, plone.app.collection, plone.app.contenttypes, plone.app.customerize, plone.app.layout, plone.app.multilingual, plonetheme.barceloneta",2015-03-08,2015-11-29
webmeisterei,14,9,1,frisi,7,"archetypes.referencebrowserwidget, buildout.coredev, documentation, plone.app.multilingual, plone.app.themingplugins, plone.app.widgets, training",2015-02-22,2015-10-11
university-tu-munich,10,1,1,loechel,1,diazo,2015-03-01,2015-03-29
cms-com,9,6,1,terapyon,5,"plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.multilingual, plone.app.theming",2015-04-26,2015-10-11
it-spirit,8,4,1,thomasmassmann,4,"buildout.coredev, plone.app.theming, plone.restapi, training",2015-07-12,2015-09-27
redturtle,6,4,2,"cekk, mamico",4,"Products.CMFFormController, plone.formwidget.hcaptcha, plone.formwidget.recaptcha, plone.recipe.zeoserver",2015-03-22,2015-06-14
cosent,6,4,1,gyst,3,"Products.CMFPlone, plone.api, plone.app.theming",2015-05-31,2015-07-05
affinitic,5,6,2,"laulaz, mpeeters",5,"archetypes.multilingual, buildout.coredev, diazo, plone.app.multilingual, plone.formwidget.multifile",2015-07-19,2015-12-13
tschorr,5,4,1,tschorr,2,"Products.CMFEditions, documentation",2015-09-06,2015-11-01
garbas,4,1,1,garbas,1,plone.app.event,2015-07-19,2015-07-19
macagua,3,2,1,macagua,2,"plone.app.discussion, training",2015-05-31,2015-06-07
zopyx,3,3,1,zopyx,3,"plone.api, plone.rest, plone.schemaeditor",2015-04-05,2015-04-19
zest,1,0,1,jladage,1,plone.app.event,2015-11-08,2015-11-08
minddistrict,0,1,1,icemac,1,plone.testing,,
