organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
Jarn,1461,0,9,"MatthewWilkes, baekholt, fschulze, hannosch, limi, lrowe, stefanholek, tomster, witsch",44,"Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.CMFQuickInstallerTool, Products.Marshall, Products.MimetypesRegistry, Products.PlacelessTranslationService, Products.PloneLanguageTool, Products.PlonePAS, Products.ResourceRegistries, Products.contentmigration, Products.statusmessages, archetypes.schemaextender, plone.app.blob, plone.app.contentmenu, plone.app.contentrules, plone.app.controlpanel, plone.app.customerize, plone.app.form, plone.app.i18n, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.openid, plone.app.portlets, plone.app.redirector, plone.app.viewletmanager, plone.app.vocabularies, plone.app.workflow, plone.contentrules, plone.folder, plone.i18n, plone.intelligenttext, plone.locking, plone.memoize, plone.openid, plone.portlet.collection, plone.portlets, plone.recipe.zope2instance, plone.session",2007-01-07,2007-12-30
Deloitte Digital,501,0,1,optilude,31,"Products.ATContentTypes, Products.Archetypes, Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.CMFQuickInstallerTool, Products.ResourceRegistries, Products.contentmigration, archetypes.schemaextender, borg.localrole, plone.app.contentmenu, plone.app.contentrules, plone.app.controlpanel, plone.app.customerize, plone.app.form, plone.app.iterate, plone.app.layout, plone.app.portlets, plone.app.redirector, plone.app.viewletmanager, plone.app.vocabularies, plone.app.workflow, plone.browserlayer, plone.contentrules, plone.folder, plone.locking, plone.memoize, plone.portlet.collection, plone.portlet.static, plone.portlets, plone.recipe.zope2instance, plone.theme",2007-01-28,2007-12-30
Independent,483,0,31,"aburkhalter, aclark4life, alecpm, ameurant, andymckay, bbuehlmann, claytron, cornae, csenger, davidemoro, diefenbach, dnouri, dorneles, duffyd, erikrose, glenfant, malthe, martior, meizon, mishunov, miziodel, mrtopf, naro, philikon, ramonski, regebro, seletz, siebo, vbarone, vincic, vloothuis",35,"Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.Marshall, Products.MimetypesRegistry, Products.PlonePAS, Products.ResourceRegistries, archetypes.schemaextender, borg.localrole, five.intid, plone.app.blob, plone.app.contentmenu, plone.app.contentrules, plone.app.controlpanel, plone.app.form, plone.app.i18n, plone.app.iterate, plone.app.layout, plone.app.openid, plone.app.portlets, plone.app.vocabularies, plone.app.workflow, plone.i18n, plone.intelligenttext, plone.memoize, plone.openid, plone.portlet.collection, plone.portlet.static, plone.portlets, plone.recipe.zope2instance, plone.session, plone.theme",2007-01-14,2007-12-30
Simplon,465,0,1,wichert,43,"Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.CMFQuickInstallerTool, Products.ExtendedPathIndex, Products.Marshall, Products.MimetypesRegistry, Products.PloneLanguageTool, Products.PlonePAS, Products.PortalTransforms, Products.ResourceRegistries, Products.contentmigration, Products.validation, archetypes.schemaextender, borg.localrole, plone.app.contentmenu, plone.app.contentrules, plone.app.controlpanel, plone.app.form, plone.app.i18n, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.openid, plone.app.portlets, plone.app.redirector, plone.app.vocabularies, plone.app.workflow, plone.browserlayer, plone.contentrules, plone.i18n, plone.intelligenttext, plone.locking, plone.memoize, plone.openid, plone.portlet.collection, plone.portlets, plone.recipe.zope2instance, plone.session, plone.theme",2007-01-07,2007-12-30
Royal Belgium Institute of National Science,58,0,1,davconvent,7,"Products.CMFEditions, Products.ResourceRegistries, plone.app.contentrules, plone.app.controlpanel, plone.app.layout, plone.app.portlets, plone.app.viewletmanager",2007-02-18,2007-10-21
bearstach,56,0,1,encolpe,3,"Products.ATContentTypes, Products.Archetypes, Products.CMFPlacefulWorkflow",2007-02-25,2007-11-04
PY76,52,0,1,mauritsvanrees,12,"Products.Archetypes, Products.CMFEditions, Products.PloneLanguageTool, Products.PlonePAS, five.intid, plone.app.contentmenu, plone.app.iterate, plone.app.layout, plone.app.workflow, plone.intelligenttext, plone.locking, plone.memoize",2007-04-01,2007-12-30
IMIO,25,0,1,gotcha,9,"Products.ATContentTypes, Products.Archetypes, Products.CMFFormController, Products.MimetypesRegistry, plone.app.contentrules, plone.app.layout, plone.app.portlets, plone.app.workflow, plone.locking",2007-02-25,2007-08-12
Reid-McMahon,20,0,1,smcmahon,3,"Products.ATContentTypes, Products.Archetypes, Products.Marshall",2007-05-13,2007-11-25
Klein & Partner,17,0,1,jensens,6,"Products.Archetypes, Products.Marshall, Products.MimetypesRegistry, Products.PlonePAS, Products.ResourceRegistries, archetypes.schemaextender",2007-01-21,2007-11-25
kitconcept GmbH,13,0,1,reebalazs,8,"Products.Archetypes, Products.ExtendedPathIndex, Products.Marshall, Products.PortalTransforms, Products.validation, plone.app.openid, plone.app.portlets, plone.recipe.zope2instance",2007-04-15,2007-12-30
Sixfeetup,12,0,1,rpatterson,5,"Products.CMFPlacefulWorkflow, Products.PlonePAS, Products.contentmigration, five.intid, plone.recipe.zope2instance",2007-02-11,2007-11-25
Zest Software,12,0,2,"jladage, rockyburt",5,"Products.Archetypes, five.intid, plone.app.controlpanel, plone.app.form, plone.app.vocabularies",2007-02-18,2007-11-25
Enfold,7,0,1,sidnei,4,"Products.Marshall, Products.PlonePAS, plone.app.contentmenu, plone.i18n",2007-04-08,2007-11-04
Nuclia,6,0,1,bloodbare,3,"Products.CMFPlacefulWorkflow, plone.app.controlpanel, plone.app.form",2007-03-25,2007-04-22
Nelen-Schuurmans,3,0,1,reinout,3,"Products.ATContentTypes, Products.contentmigration, plone.openid",2007-07-08,2007-10-28
Affinitic,1,0,1,laulaz,1,plone.i18n,2007-04-01,2007-04-01
