username,total_commits,total_pull_requests,repositories_count,repositories,first_contribution,last_contribution
smcmahon,213,12,7,"Installers-UnifiedInstaller, ansible-playbook, ansible.plone_server, documentation, planet.plone.org, plone.app.dexterity, plonedev.vagrant",2015-01-04,2015-12-27
vincentfretin,197,0,23,"Products.Archetypes, Products.CMFPlone, archetypes.referencebrowserwidget, buildout.coredev, jenkins.plone.org, plone.app.content, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.controlpanel, plone.app.dexterity, plone.app.event, plone.app.form, plone.app.layout, plone.app.linkintegrity, plone.app.portlets, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.versioningbehavior, plone.dexterity, plone.protect, plone.schemaeditor",2015-02-08,2015-11-29
tomgross,178,53,39,"Products.ATContentTypes, Products.Archetypes, Products.CMFDynamicViewFTI, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.Marshall, Products.MimetypesRegistry, Products.PortalTransforms, Products.contentmigration, bobtemplates.plone, buildout.coredev, plone.app.collection, plone.app.content, plone.app.contentrules, plone.app.contenttypes, plone.app.controlpanel, plone.app.customerize, plone.app.dexterity, plone.app.folder, plone.app.form, plone.app.imaging, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.multilingual, plone.app.openid, plone.app.portlets, plone.app.referenceablebehavior, plone.app.testing, plone.app.upgrade, plone.app.users, plone.app.versioningbehavior, plone.app.z3cform, plone.dexterity, plone.i18n, plone.outputfilters, plone.portlet.collection, plone.testing, plone.theme",2015-01-04,2015-12-13
fulv,157,83,19,"Installers-UnifiedInstaller, Products.CMFPlone, ansible-playbook, ansible.plone_server, buildout.coredev, documentation, plone.app.content, plone.app.contenttypes, plone.app.dexterity, plone.app.event, plone.app.lockingbehavior, plone.app.multilingual, plone.app.portlets, plone.app.referenceablebehavior, plone.app.relationfield, plone.app.vulnerabilities, ploneorg.core, plonetheme.barceloneta, training",2015-02-08,2015-12-06
gotcha,147,14,17,"Products.CMFDynamicViewFTI, Products.CMFPlone, Products.MimetypesRegistry, Products.PortalTransforms, Products.validation, buildout.coredev, jenkins.plone.org, plone.app.dexterity, plone.app.relationfield, plone.app.robotframework, plone.app.testing, plone.app.users, plone.cachepurging, plone.namedfile, plone.recipe.zeoserver, plone.scale, plone.schemaeditor",2015-01-04,2015-12-06
sneridagh,140,7,19,"Products.CMFPlone, buildout.coredev, documentation, mockup, plone.app.caching, plone.app.contentrules, plone.app.contenttypes, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.layout, plone.app.mosaic, plone.app.multilingual, plone.app.registry, plone.app.theming, plone.app.upgrade, ploneorg.core, ploneorg.theme, plonetheme.barceloneta",2015-03-22,2015-12-06
ebrehault,133,27,20,"Products.ATContentTypes, Products.CMFPlone, Products.PlonePAS, archetypes.multilingual, buildout.coredev, diazo, documentation, mockup, planet.plone.org, plone.app.controlpanel, plone.app.dexterity, plone.app.portlets, plone.app.querystring, plone.app.relationfield, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.widgets, plone.resourceeditor, plone.schemaeditor",2015-01-04,2015-12-20
davisagli,121,15,23,"Products.CMFPlone, Products.CMFQuickInstallerTool, ansible-playbook, buildout.coredev, mockup, plone.app.content, plone.app.dexterity, plone.app.discussion, plone.app.layout, plone.app.portlets, plone.app.robotframework, plone.app.testing, plone.app.textfield, plone.app.users, plone.app.vocabularies, plone.app.z3cform, plone.dexterity, plone.intelligenttext, plone.outputfilters, plone.portlet.collection, plone.protect, plone.schemaeditor, plonetheme.barceloneta",2015-02-08,2015-11-29
obct537,119,37,6,"Products.CMFPlone, mockup, plone.app.contenttypes, plone.app.theming, plone.app.workflowmanager, plone.resourceeditor",2015-01-04,2015-12-27
jcbrand,91,16,13,"Products.CMFPlone, documentation, mockup, planet.plone.org, plone.app.contentmenu, plone.app.contentrules, plone.app.dexterity, plone.app.layout, plone.app.portlets, plone.app.theming, plone.patternslib, plone.schemaeditor, plonetheme.barceloneta",2015-01-18,2015-12-06
jaroel,89,23,6,"Products.CMFPlone, buildout.coredev, plone.api, plone.app.i18n, plone.app.upgrade, plone.dexterity",2015-01-11,2015-09-06
saily,81,6,7,"Products.PlonePAS, archetypes.multilingual, documentation, plone.app.dexterity, plone.app.multilingual, plone.batching, plone.recipe.codeanalysis",2015-01-18,2015-08-30
polyester,65,57,19,"Installers-UnifiedInstaller, Products.CMFPlone, ansible-playbook, bobtemplates.plone, buildout.coredev, documentation, papyrus, planet.plone.org, plone.api, plone.app.dexterity, plone.app.event, plone.app.portlets, plone.app.robotframework, plone.app.testing, plone.app.theming, plone.rest, plone.testing, plonetheme.barceloneta, sphinxtheme.plone",2015-04-26,2015-12-13
agitator,64,6,10,"Products.CMFPlone, buildout.coredev, plone.app.contentmenu, plone.app.contenttypes, plone.app.event, plone.app.layout, plone.app.mosaic, plone.app.multilingual, plone.app.users, plonetheme.barceloneta",2015-01-11,2015-09-13
do3cc,62,22,15,"Products.CMFPlone, Products.PlonePAS, buildout.coredev, plone.app.blob, plone.app.layout, plone.app.multilingual, plone.app.testing, plone.app.upgrade, plone.batching, plone.outputfilters, plone.recipe.codeanalysis, plone.rest, plone.testing, plone.theme, training",2015-01-25,2015-09-20
hvelarde,60,23,17,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, documentation, plone.api, plone.app.blocks, plone.app.contenttypes, plone.app.dexterity, plone.app.layout, plone.app.ldap, plone.app.querystring, plone.app.robotframework, plone.app.tiles, plone.app.widgets, plone.protect, plone.recipe.codeanalysis, plonetheme.sunburst",2015-03-01,2015-12-06
fgrcon,56,24,15,"Products.CMFPlone, buildout.coredev, mockup, plone.api, plone.app.content, plone.app.contentlisting, plone.app.contenttypes, plone.app.dexterity, plone.app.event, plone.app.layout, plone.app.portlets, plone.app.querystring, plone.app.upgrade, plone.portlet.collection, plonetheme.barceloneta",2015-10-04,2015-12-20
ichim-david,55,4,7,"Products.CMFPlone, buildout.coredev, mockup, plone.app.discussion, plone.app.portlets, plone.app.upgrade, plonetheme.barceloneta",2015-09-06,2015-09-13
frapell,54,8,10,"Products.CMFPlone, buildout.coredev, mockup, plone.app.content, plone.app.contenttypes, plone.app.event, plone.app.querystring, plone.app.widgets, plone.recipe.zope2instance, training",2015-01-11,2015-11-22
MrTango,48,12,12,"Products.CMFPlone, buildout.coredev, documentation, mockup, plone.app.contenttypes, plone.app.dexterity, plone.app.querystring, plone.app.upgrade, plone.docker, plone.restapi, plonetheme.barceloneta, training",2015-01-18,2015-10-11
khink,43,1,5,"Products.CMFPlone, buildout.coredev, plone.app.contenttypes, plone.app.controlpanel, plone.dotfiles",2015-01-18,2015-03-15
pilz,32,1,2,"mockup, plone.patternslib",2015-11-15,2015-11-29
Gagaro,31,29,11,"Products.CMFPlone, buildout.coredev, mockup, plone.app.content, plone.app.portlets, plone.app.theming, plone.app.upgrade, plone.app.vocabularies, plone.app.widgets, plone.app.z3cform, plone.outputfilters",2015-07-12,2015-12-13
jcerjak,27,12,10,"Products.CMFPlone, buildout.coredev, plone.app.collection, plone.app.layout, plone.app.openid, plone.app.portlets, plone.app.robotframework, plone.app.search, plone.app.upgrade, plone.app.users",2015-01-18,2015-09-13
rodfersou,26,20,9,"Products.CMFPlone, archetypes.querywidget, mockup, plone.app.dexterity, plone.app.imaging, plone.app.layout, plone.app.mosaic, plone.app.querystring, plonetheme.barceloneta",2015-04-19,2015-09-20
tkimnguyen,25,20,11,"Products.CMFPlone, archetypes.referencebrowserwidget, buildout.coredev, diazo, documentation, mockup, planet.plone.org, plone.app.dexterity, plone.app.layout, plone.app.theming, plonetheme.barceloneta",2015-02-22,2015-12-20
erral,25,0,6,"buildout.coredev, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.multilingual, plone.app.versioningbehavior",2015-09-06,2015-09-20
davilima6,22,19,15,"Products.ATContentTypes, Products.CMFPlacefulWorkflow, Products.CMFPlone, buildout.coredev, documentation, mockup, plone.app.caching, plone.app.contentrules, plone.app.discussion, plone.app.multilingual, plone.app.registry, plone.app.theming, plone.app.users, plonetheme.barceloneta, training",2015-08-30,2015-11-22
alecpm,22,3,8,"Products.CMFPlone, buildout.coredev, plone.app.dexterity, plone.app.upgrade, plone.dexterity, plone.protect, ploneorg.core, ploneorg.theme",2015-04-05,2015-11-29
encolpe,22,0,6,"buildout.coredev, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.multilingual, plone.app.versioningbehavior",2015-09-13,2015-09-20
lrowe,19,2,2,"buildout.coredev, diazo",2015-03-01,2015-10-18
pigeonflight,19,3,4,"planet.plone.org, plone.app.registry, plonetheme.barceloneta, training",2015-03-01,2015-10-18
loechel,18,1,2,"diazo, sphinxtheme.plone",2015-03-01,2015-06-21
petschki,18,9,7,"Products.CMFPlone, buildout.coredev, mockup, plone.app.content, plone.app.querystring, plone.app.widgets, plone.z3cform",2015-01-04,2015-10-11
MatthewWilkes,18,4,6,"Products.ATContentTypes, Products.Archetypes, buildout.coredev, plone.app.collection, plone.app.portlets, plone.formwidget.contenttree",2015-01-11,2015-11-29
simahawk,17,2,3,"plone.app.layout, plone.app.mosaic, training",2015-05-03,2015-10-11
gbastien,16,5,3,"Products.CMFPlone, archetypes.referencebrowserwidget, plone.batching",2015-03-15,2015-11-22
davidjb,16,0,7,"Products.CMFPlone, buildout.coredev, mockup, plone.app.discussion, plone.formwidget.hcaptcha, plone.formwidget.recaptcha, plonetheme.barceloneta",2015-03-08,2015-04-26
frisi,14,6,6,"archetypes.referencebrowserwidget, buildout.coredev, documentation, plone.app.multilingual, plone.app.themingplugins, training",2015-02-22,2015-10-11
jone,14,6,3,"plone.app.textfield, plone.rest, plone.restapi",2015-05-24,2015-11-22
svx,13,65,7,"Installers-UnifiedInstaller, Products.CMFPlone, buildout.coredev, documentation, papyrus, planet.plone.org, training",2015-04-05,2015-06-07
jpgimenez,13,3,1,ansible.plone_server,2015-08-09,2015-08-23
bsuttor,11,8,5,"archetypes.multilingual, planet.plone.org, plone.app.multilingual, plone.multilingualbehavior, training",2015-01-25,2015-10-25
jean,10,3,3,"plone.app.viewletmanager, ploneorg.theme, training",2015-03-29,2015-10-18
htgoebel,10,2,1,ansible.plone_server,2015-03-01,2015-03-08
buchi,9,4,2,"plone.rest, plone.restapi",2015-11-08,2015-12-20
l34marr,9,9,3,"documentation, plone.app.dexterity, plone.app.multilingual",2015-03-15,2015-11-22
terapyon,9,6,5,"plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.multilingual, plone.app.theming",2015-04-26,2015-10-11
fredvd,9,1,4,"buildout.coredev, plone.app.contenttypes, plone.caching, training",2015-02-08,2015-11-08
domruf,8,7,1,mockup,2015-05-03,2015-11-01
lukasgraf,8,7,3,"plone.protect, plone.rest, plone.restapi",2015-10-11,2015-11-22
claytonc,8,4,3,"plone.app.dexterity, plone.app.lockingbehavior, plone.app.referenceablebehavior",2015-09-27,2015-11-01
djay,8,2,3,"buildout.coredev, plone.app.layout, plonetheme.barceloneta",2015-07-12,2015-09-06
cedricmessiant,7,3,3,"Products.CMFDiffTool, Products.CMFPlone, plone.dexterity",2015-01-18,2015-07-26
djowett,7,17,8,"ansible-playbook, ansible.plone_server, bobtemplates.plone, documentation, plone.app.collection, plone.app.contenttypes, plone.app.customerize, plone.app.multilingual",2015-03-08,2015-11-29
thomasmassmann,7,4,3,"plone.app.theming, plone.restapi, training",2015-07-12,2015-09-27
keul,6,4,4,"Products.CMFDiffTool, archetypes.referencebrowserwidget, plone.app.form, plone.app.multilingual",2015-02-22,2015-05-03
rockfruit,6,4,2,"ansible.plone_server, documentation",2015-01-25,2015-02-08
kiorky,6,4,5,"buildout.coredev, mockup, plone.app.contentlisting, plone.app.contenttypes, plone.app.widgets",2015-01-18,2015-05-31
gyst,6,3,3,"Products.CMFPlone, plone.api, plone.app.theming",2015-05-31,2015-07-05
avoinea,6,3,3,"buildout.coredev, plone.app.users, plone.recipe.zope2instance",2015-04-12,2015-05-17
hersonrodrigues,5,1,2,"mockup, plone.app.workflowmanager",2015-10-25,2015-11-01
RobZoneNet,5,0,2,"mockup, ploneorg.theme",2015-02-15,2015-10-11
winstonf88,5,3,1,plone.app.querystring,2015-08-30,2015-09-13
laulaz,5,2,3,"buildout.coredev, diazo, plone.formwidget.multifile",2015-07-19,2015-12-13
mitakas,5,1,2,"archetypes.referencebrowserwidget, plone.app.event",2015-02-22,2015-03-22
lowks,5,1,5,"plone.app.discussion, plone.app.form, plone.app.querystring, plone.resourceeditor, plone.schema",2015-04-26,2015-09-27
tschorr,5,4,2,"Products.CMFEditions, documentation",2015-09-06,2015-11-01
takanory,4,0,1,plone.app.discussion,2015-04-26,2015-05-03
cillianderoiste,4,3,4,"mockup, plone.app.content, plone.app.robotframework, plone.schema",2015-05-10,2015-09-20
vmaksymiv,4,1,1,plone.app.theming,2015-06-21,2015-06-28
cewing,4,3,3,"Products.CMFPlone, plone.app.content, plonetheme.barceloneta",2015-04-05,2015-05-03
benniboy,4,1,1,mockup,2015-01-18,2015-01-18
gaudenz,4,1,2,"borg.localrole, plone.formwidget.contenttree",2015-05-24,2015-10-18
garbas,4,1,1,plone.app.event,2015-07-19,2015-07-19
sgeulette,4,3,2,"plone.app.users, plone.dexterity",2015-04-26,2015-12-20
mamico,4,3,3,"plone.formwidget.hcaptcha, plone.formwidget.recaptcha, plone.recipe.zeoserver",2015-03-22,2015-06-14
alecghica,3,2,1,plone.app.caching,2015-01-18,2015-01-18
pabo3000,3,2,3,"bobtemplates.plone, documentation, plone.app.dexterity",2015-09-13,2015-11-08
macagua,3,2,2,"plone.app.discussion, training",2015-05-31,2015-06-07
timitos,3,6,4,"Products.CMFPlone, documentation, mockup, training",2015-10-11,2015-10-18
metatoaster,3,2,3,"mockup, plone.app.registry, plone.supermodel",2015-11-08,2015-12-13
adaugherity,3,1,1,plone.app.ldap,2015-09-20,2015-11-15
zopyx,3,1,2,"plone.api, plone.schemaeditor",2015-04-05,2015-04-19
cdw9,3,1,3,"Products.CMFPlacefulWorkflow, ploneorg.core, ploneorg.theme",2015-11-29,2015-12-06
gil-cano,3,2,2,"bobtemplates.plone, plone.recipe.codeanalysis",2015-06-14,2015-06-14
zupo,3,2,2,"Products.CMFEditions, planet.plone.org",2015-02-01,2015-10-11
sureshvv,2,1,1,plone.scale,2015-03-01,2015-03-01
witekdev,2,1,1,training,2015-10-11,2015-10-11
julianhandl,2,1,1,plone.formwidget.recurrence,2015-11-15,2015-11-15
lentinj,2,2,2,"documentation, plone.app.dexterity",2015-03-01,2015-03-01
joka,2,0,2,"plone.app.multilingual, plone.schema",2015-02-01,2015-02-01
rafaelbco,2,1,2,"documentation, plone.app.versioningbehavior",2015-10-18,2015-10-18
cguardia,2,1,1,plone.app.z3cform,2015-09-13,2015-09-13
braytonosg,2,2,1,mockup,2015-07-12,2015-07-12
brunobbbs,2,1,1,plone.app.dexterity,2015-07-05,2015-07-05
cekk,2,1,1,Products.CMFFormController,2015-05-17,2015-05-17
Gomez,2,1,1,plonetheme.barceloneta,2015-08-02,2015-09-13
gvizdyk,2,2,1,plonetheme.barceloneta,2015-04-12,2015-05-10
agentcoops,1,1,1,diazo,2015-04-19,2015-04-19
rigarash,1,1,1,plone.docker,2015-03-29,2015-03-29
huubbouma,1,1,1,diazo,2015-08-30,2015-08-30
petri,1,0,1,plone.formwidget.namedfile,2015-09-06,2015-09-06
tcurvelo,1,1,1,plone.app.upgrade,2015-03-22,2015-03-22
maartenkling,1,1,1,plone.app.upgrade,2015-06-14,2015-06-14
elioschmutz,1,1,1,plone.formwidget.datetime,2015-10-11,2015-10-11
k-j-kleist,1,0,1,planet.plone.org,2015-05-10,2015-05-10
AnneGilles,1,1,1,plone.restapi,2015-07-19,2015-07-19
waffle-iron,1,1,1,plone.restapi,2015-05-10,2015-05-10
jeanferri,1,0,1,plone.app.event,2015-03-22,2015-03-22
