repo,pr_number,title,author,created_at,merged_at,state,merged,issue_comments_count,review_comments_count,reviews_count,total_comments,participants_count,reviewers_count,commenters_count,approved_reviews,changes_requested_reviews,comment_reviews,reactions_total,first_response_time
plone/plone.schemaeditor,79,Avoid a deprecation warning,gforcada,2020-08-10T19:28:15Z,,closed,False,5,0,0,5,3,0,3,0,0,0,2,0.0016666666666666668
plone/plone.schemaeditor,80,Fixed deprecation warning for ObjectEvent.,mauritsvanrees,2020-08-24T22:47:35Z,2020-08-25T07:22:02Z,closed,True,2,0,0,2,2,0,2,0,0,0,0,0.001388888888888889
plone/plone.schemaeditor,77,Fixes #76 - Restapi Fields vocabulary,avoinea,2020-05-27T17:52:46Z,2020-06-19T13:07:56Z,closed,True,7,0,1,7,3,1,3,1,0,0,0,0.001388888888888889
plone/plone.schemaeditor,78,Restapi fields vocabulary 2.x,avoinea,2020-05-27T17:56:26Z,2020-06-19T13:08:13Z,closed,True,3,0,0,3,2,0,2,0,0,0,0,0.001388888888888889
plone/plone.schemaeditor,75,make work with zope.interface >= 5,jensens,2020-03-20T13:49:49Z,2020-03-20T22:24:55Z,closed,True,2,0,0,2,2,0,2,0,0,0,0,0.0016666666666666668
plone/plone.schemaeditor,67,Default to a 4K x 4K browser window in Robot tests,Rotonen,2019-05-14T09:24:45Z,2020-03-18T11:26:00Z,closed,True,5,0,0,5,4,0,4,0,0,0,0,0.0019444444444444444
plone/plone.schemaeditor,51,remove unnecessary test layer,davisagli,2017-02-17T06:37:41Z,,closed,False,0,0,0,0,1,0,0,0,0,0,0,
plone/plone.schemaeditor,60,Python3,pbauer,2018-06-14T21:57:49Z,2018-09-19T11:30:22Z,closed,True,0,0,0,0,1,0,0,0,0,0,0,
plone/plone.schemaeditor,74,Fix broken import from p.a.z3cform and remove BBB,jensens,2020-03-16T18:18:17Z,2020-03-17T09:46:22Z,closed,True,3,0,0,3,2,0,2,0,0,0,0,0.0016666666666666668
plone/plone.recipe.zope2instance,159,WSGI: use NullHandler when access-log = 'disable',tschorr,2020-09-29T14:39:22Z,2020-10-29T15:31:01Z,closed,True,3,0,1,3,3,1,3,1,0,0,1,0.001388888888888889
plone/plone.recipe.zope2instance,114,Fix disabling the access-log when using wsgi,pbauer,2019-05-21T13:41:32Z,,closed,False,2,0,1,2,4,1,2,0,0,1,0,0.0016666666666666668
plone/plone.recipe.zope2instance,156,Add `max_request_body_size` option,mpeeters,2020-09-17T15:15:14Z,2020-09-21T09:54:32Z,closed,True,5,1,3,6,4,2,4,2,0,1,0,0.001388888888888889
plone/plone.recipe.zope2instance,154,"Added option clear-untrusted-proxy-headers, with default false.",mauritsvanrees,2020-09-16T22:00:03Z,2020-09-17T07:24:06Z,closed,True,3,0,1,3,4,1,3,1,0,0,0,0.001388888888888889
plone/plone.recipe.zope2instance,153,Fix typo in change log entry,icemac,2020-09-04T06:26:31Z,2020-09-04T07:15:24Z,closed,True,1,0,1,1,3,1,1,1,0,0,0,0.001388888888888889
plone/plone.recipe.zope2instance,150,Add Github Actions Testing on Linux/Windows - fix tests for Windows,jensens,2020-08-10T10:10:50Z,2020-08-18T12:23:24Z,closed,True,2,0,1,2,3,1,2,1,0,0,0,0.0016666666666666668
plone/plone.recipe.zope2instance,151,first quick shot to improve the windows install ,jensens,2020-08-14T08:10:46Z,2020-08-16T11:15:29Z,closed,True,3,2,1,5,3,1,3,1,0,0,0,0.0016666666666666668
plone/plone.recipe.zope2instance,149,WSGI instances do not fail to start when http-address is equal to a l…,ale-rt,2020-08-04T22:55:58Z,2020-08-05T08:16:10Z,closed,True,2,0,1,2,3,1,2,1,0,0,0,0.0016666666666666668
plone/plone.recipe.zope2instance,147,fast-listen support multiple addresses,ale-rt,2020-08-03T13:22:57Z,2020-08-03T22:37:43Z,closed,True,3,0,1,3,4,1,3,1,0,0,0,0.0016666666666666668
plone/plone.recipe.zope2instance,145,Generate raw strings in order to allow windows backslashes in paths,jensens,2020-07-31T14:34:53Z,2020-07-31T18:55:25Z,closed,True,2,0,1,2,3,1,2,1,0,0,0,0.001388888888888889
plone/plone.recipe.zope2instance,143,Set the default for the http-fast-listen to on to match the documentation,ale-rt,2020-07-28T09:00:41Z,2020-07-28T18:29:07Z,closed,True,9,0,2,9,3,1,3,1,1,0,0,0.001388888888888889
plone/plone.recipe.zope2instance,140,Fix flake8,ale-rt,2020-06-26T14:03:08Z,2020-06-27T09:46:40Z,closed,True,2,2,3,4,3,2,3,1,1,1,0,0.001388888888888889
plone/plone.recipe.zope2instance,137,Test Python 3.8 on Travis.,mauritsvanrees,2020-04-04T18:26:42Z,2020-04-06T06:11:08Z,closed,True,1,0,1,1,3,1,1,1,0,0,0,0.001388888888888889
plone/plone.recipe.zope2instance,136,Fix formatting,jugmac00,2020-03-23T12:46:40Z,2020-03-23T17:27:26Z,closed,True,2,0,1,2,3,1,2,1,0,0,0,0.001388888888888889
plone/plone.recipe.zope2instance,132,relstorage w/ sqlite support,mamico,2020-01-28T13:35:28Z,2020-02-24T14:46:39Z,closed,True,2,0,1,2,3,1,2,1,0,0,0,0.0019444444444444444
