username,total_commits,total_pull_requests,repositories_count,repositories,first_contribution,last_contribution
mauritsvanrees,2552,214,127,".github, Plone, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.ExtendedPathIndex, Products.MimetypesRegistry, Products.PlonePAS, Products.PortalTransforms, Products.isurlinportal, Products.statusmessages, Products.validation, borg.localrole, buildout.coredev, collective.monkeypatcher, demo.plone.org, diazo, documentation, five.intid, meta, mr.roboto, plone-backend, plone.alterego, plone.api, plone.app.blocks, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.customerize, plone.app.debugtoolbar, plone.app.dexterity, plone.app.discussion, plone.app.drafts, plone.app.event, plone.app.i18n, plone.app.intid, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.lockingbehavior, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.standardtiles, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.tiles, plone.app.upgrade, plone.app.users, plone.app.uuid, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.autoinclude, plone.base, plone.batching, plone.behavior, plone.browserlayer, plone.cachepurging, plone.caching, plone.classicui, plone.contentrules, plone.dexterity, plone.distribution, plone.event, plone.exportimport, plone.folder, plone.formwidget.autocomplete, plone.formwidget.namedfile, plone.formwidget.recurrence, plone.i18n, plone.indexer, plone.intelligenttext, plone.jenkins_node, plone.keyring, plone.locking, plone.memoize, plone.namedfile, plone.outputfilters, plone.portlet.collection, plone.portlet.static, plone.portlets, plone.protect, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.registry, plone.releaser, plone.reload, plone.resource, plone.resourceeditor, plone.rest, plone.restapi, plone.rfc822, plone.scale, plone.schema, plone.schemaeditor, plone.session, plone.staticresources, plone.stringinterp, plone.subrequest, plone.supermodel, plone.testing, plone.theme, plone.tiles, plone.transformchain, plone.uuid, plone.versioncheck, plone.volto, plone.z3cform, plonetheme.barceloneta, volto, zodbverify",2025-01-06,2025-12-29
gforcada,2468,273,122,"Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.ExtendedPathIndex, Products.MimetypesRegistry, Products.PlonePAS, Products.PortalTransforms, Products.isurlinportal, Products.statusmessages, Products.validation, borg.localrole, buildout.coredev, collective.monkeypatcher, cookieplone, cookieplone-templates, diazo, documentation, five.intid, jenkins.plone.org, meta, mr.roboto, plone.alterego, plone.api, plone.app.blocks, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.customerize, plone.app.dexterity, plone.app.discussion, plone.app.drafts, plone.app.event, plone.app.i18n, plone.app.intid, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.lockingbehavior, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.standardtiles, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.tiles, plone.app.upgrade, plone.app.users, plone.app.uuid, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.autoinclude, plone.base, plone.batching, plone.behavior, plone.browserlayer, plone.cachepurging, plone.caching, plone.classicui, plone.contentrules, plone.dexterity, plone.distribution, plone.event, plone.exportimport, plone.folder, plone.formwidget.namedfile, plone.formwidget.recurrence, plone.i18n, plone.indexer, plone.intelligenttext, plone.jenkins_node, plone.keyring, plone.locking, plone.memoize, plone.namedfile, plone.outputfilters, plone.portlet.collection, plone.portlet.static, plone.portlets, plone.protect, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.registry, plone.releaser, plone.reload, plone.resource, plone.resourceeditor, plone.rest, plone.restapi, plone.rfc822, plone.scale, plone.schema, plone.schemaeditor, plone.session, plone.staticresources, plone.stringinterp, plone.subrequest, plone.supermodel, plone.testing, plone.theme, plone.tiles, plone.transformchain, plone.uuid, plone.versioncheck, plone.volto, plone.z3cform, plonetheme.barceloneta",2025-01-07,2025-12-23
petschki,797,139,30,"Products.CMFPlone, Products.validation, buildout.coredev, demo.plone.org, documentation, meta, mockup, plone.app.contentrules, plone.app.contenttypes, plone.app.debugtoolbar, plone.app.drafts, plone.app.layout, plone.app.mosaic, plone.app.multilingual, plone.app.robotframework, plone.app.standardtiles, plone.app.theming, plone.app.tiles, plone.app.upgrade, plone.app.vocabularies, plone.app.widgets, plone.app.z3cform, plone.base, plone.jenkins_node, plone.jsonserializer, plone.restapi, plone.schemaeditor, plone.staticresources, plone.tiles, plonetheme.barceloneta",2025-01-16,2025-12-23
davisagli,710,109,98,"2023.ploneconf.org, Plone, Products.CMFEditions, Products.CMFPlone, Products.ExtendedPathIndex, buildout.coredev, cookieplone, cookieplone-templates, demo.plone.org, documentation, meta, plone-backend, plone-frontend, plone-zeo, plone.alterego, plone.api, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.customerize, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.i18n, plone.app.intid, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.lockingbehavior, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.registry, plone.app.relationfield, plone.app.textfield, plone.app.upgrade, plone.app.users, plone.app.uuid, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.base, plone.behavior, plone.browserlayer, plone.cachepurging, plone.caching, plone.classicui, plone.contentrules, plone.dexterity, plone.distribution, plone.event, plone.exportimport, plone.formwidget.namedfile, plone.formwidget.recurrence, plone.i18n, plone.indexer, plone.intelligenttext, plone.keyring, plone.locking, plone.memoize, plone.namedfile, plone.org, plone.outputfilters, plone.portlet.collection, plone.portlet.static, plone.portlets, plone.protect, plone.registry, plone.resource, plone.resourceeditor, plone.rest, plone.restapi, plone.rfc822, plone.scale, plone.schema, plone.schemaeditor, plone.session, plone.staticresources, plone.stringinterp, plone.subrequest, plone.supermodel, plone.testing, plone.theme, plone.tiles, plone.transformchain, plone.uuid, plone.volto, repoplone, tagung.plone.de, training, volto",2025-01-07,2025-12-19
stevepiercy,679,185,21,".github, Products.CMFPlone, buildout.coredev, cookieplone, cookieplone-templates, demo.plone.org, dockerhub-docs, documentation, meta, plone-frontend, plone-sphinx-theme, plone-zeo, plone.api, plone.app.layout, plone.classicui, plone.distribution, plone.exportimport, plone.org, plone.restapi, training, volto",2025-01-02,2025-12-24
docker-library-bot,382,0,1,dockerhub-docs,2025-01-02,2025-05-28
sneridagh,360,307,14,"buildout.coredev, cookieplone, cookieplone-templates, demo.plone.org, documentation, form-block, meta, plone-backend, plone-frontend, plone.i18n, plone.restapi, plone.volto, training, volto",2025-01-09,2025-12-22
erral,357,74,23,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, cookieplone-templates, documentation, mockup, mr.roboto, plone-backend, plone-vs-snippets, plone-vs-utilities, plone.app.contenttypes, plone.app.discussion, plone.app.layout, plone.app.multilingual, plone.app.z3cform, plone.base, plone.formwidget.hcaptcha, plone.formwidget.recaptcha, plone.namedfile, plone.org, plone.recipe.zeoserver, plone.restapi, volto",2025-01-06,2025-12-31
fredvd,265,20,15,"2023.ploneconf.org, 2024.ploneconf.org, 2025.ploneconf.org, admin-team, demo.plone.org, mr.roboto, plone-backend, plone-frontend, plone.de, plone.formwidget.hcaptcha, plone.org, postgres2zodb, repoplone, tagung.plone.de, volto",2025-01-07,2025-11-14
MrTango,232,8,9,"bobtemplates.plone, copier-backend-addon, copier-zope-setup, plone-vs-snippets, plone.app.layout, plone.classicui, plone.namedfile, plone.restapi, tagung.plone.de",2025-01-15,2025-10-29
