organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
Independent,5731,152,240,"1bsilver, 2silver, 31z4, AdamBrousseau, AlexBueckig, AlistairB, Ci-Jie, DarthGandalf, Djelibeybi, Enygma2002, EvgeniyPatlan, J0WI, JanWielemaker, KVS85, LeamHall, LeoColomb, Llewellynvdm, LukasDoesDev, MarcoCouto, Myasuka, NeilHanlon, Obirvalger, Quantisan, RealCLanger, Rotonen, Rudd-O, ThijsFeryn, Thokas, TimWolla, XVincentX, acburdine, agroszer, akoeplinger, akollegger, albertcasado, alcohol, alecghica, alecpm, alessfg, alvdavi, amsteinb-orcl, andreasma, andreesg, andyli, archlinux-github, arky, asbiin, athomas, balavec, baptistemesta, barcafa, basvanberckel, bduncan137, belen-pruvost-sonarsource, benty-amzn, bfeshti, bstinsonmhk, cap10morgan, carlossg, ceejatec, chalstrick, chrisbyboston, cjwatson, cleberjsantos, cliveverghese, clrbuilder, colin-sonarsource, craftsbyshuvro, crpotter, csenger, cverna, d-fence, daggelpop, daghack, damiDev8, danielamormocea, danxmoran, dataflake, davidbarratt, dbart, dbready, dgsmith2, dinogun, docker-library-bot, docmerlin, dolfinus, dsmiley, duchenean, eculver, eddelbuettel, educhastenier, ezamriy, falondarville, faustoonna, fayasnoushad, freddygv, gabor-boros, gamboz, gdams, getong, gfinocchiaro, ghost, gquintard, grooverdan, gszr, hairyhenderson, hashworks, headius, ibennetch, iliana, jacek-poreda-sonarsource, jayasg12, jbdoumenjou, jbleduigou, jdreesen, jennyowen, jguo11, jianaijun, jihaisse, jimbiscuit, jlp0328, jmaslak, jmevissen, jordic, jotare, juanluisbaptiste, juanluisrp, jugmac00, julienCarret, keeganwitt, kerhong, kevinpollet, kgharris, kikito, kozlovic, kreafox, lachlan-roberts, ldez, legoktm, lferran, locao, luigidellaquila, macagua, malena-ebert-sonarsource, malthe, manuelgrabowski, manuelleduc, mariushegele, mck9, mcoberly2, mflorea, mfussenegger, mgedmin, mhocouchbase, michaellaunay, mikaelarguedas, mikejmets, mikemorris, mit-mit, mkeeler, mkleen, mladlow, mmoqui, mtrebron, narkedi, ncopa, nicolas-albert, niglesiaszingoni, nupplaphil, nwerensteijn, omniwired, pfreixes, philippe-perrin-sonarsource, pigeonflight, powersj, psftw, pvinh-spike, rainviigipuu, ralight, raskchanky, raulclay, razvanMiu, rboyer, reimda, rexalex, rmetzger, robdayz, rtribotte, ruffsl, sallner, sampaiodiego, santonelli, sarahethompson, sauzher, scriptmonkey, seut, sfackler, shahmishal, siddharthvipul, silviot, sktomer, sl-team, sortie, ssoroka, subfuzion, surli, talarias, telshock, tglman, thaJeztah, thresheek, tianon, tilosp, tmortagne, toabctl, tobias-trabelsi-sonarsource, tomMoulard, tschorr, udkyo, valentinab25, valipod, vangheem, vanosg, veit, veritazx, vmassol, volmarl, vorsel, wglambert, whesse, wohali, woky, wolbernd, woolyseal, wouter-admiraal-sonarsource, xeraa, yarikoptic, yosifkit, zakame, zentol",54,"2023.ploneconf.org, Products.Archetypes, Products.CMFPlone, Products.isurlinportal, ansible.plone_server, bobtemplates.plone, buildout.coredev, critical-css-cli, dockerhub-docs, dockerhub-official-images, documentation, guillotina, guillotina_gcloudstorage, meta, mockup, pastanaga-angular, planet.plone.org, plone-backend, plone-frontend, plone-haproxy, plone.app.caching, plone.app.contenttypes, plone.app.dexterity, plone.app.discussion, plone.app.drafts, plone.app.event, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.textfield, plone.app.themingplugins, plone.app.vocabularies, plone.app.z3cform, plone.autoinclude, plone.contentrules, plone.formwidget.hcaptcha, plone.formwidget.namedfile, plone.nl, plone.outputfilters, plone.recipe.zope2instance, plone.restapi, plone.testing, plone.volto, plonecli, ploneconf.org, ploneorg.core, ploneorg.theme, plonetheme.barceloneta, training, volto, volto-addon-ci",2017-04-18,2021-12-31
kitconcept GmbH,2098,389,10,"ThomasKindermann, ericof, fredvd, iFlameing, iRohitSingh, jackahl, jaroel, reebalazs, sneridagh, tisto",54,".github, 2023.ploneconf.org, Products.CMFPlone, admin-team, blocks-conversion-tool, buildout.coredev, critical-css-cli, demo.plone.org, form-block, jenkins.plone.org, old_plone.org, pastanaga-icons, plone-backend, plone-frontend, plone-zeo, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.iterate, plone.app.layout, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.registry, plone.app.testing, plone.app.theming, plone.app.users, plone.app.widgets, plone.app.workflow, plone.dexterity, plone.formwidget.hcaptcha, plone.locking, plone.nl, plone.recipe.zope2instance, plone.registry, plone.rest, plone.restapi, plone.schema, plone.supermodel, plone.volto, ploneconf.org, ploneorg.theme, setup-plone, training, volto, volto-addon-ci, volto-quanta, volto-quanta-project",2021-01-05,2021-12-31
PY76,1283,137,1,mauritsvanrees,88,"Installers-UnifiedInstaller, Plone, Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.PloneHotfix20210518, Products.PlonePAS, Products.PortalTransforms, Products.contentmigration, Products.isurlinportal, archetypes.multilingual, archetypes.schemaextender, bobtemplates.plone, buildout.coredev, diazo, documentation, jenkins.plone.org, meta, mockup, mr.roboto, plone.api, plone.app.blob, plone.app.blocks, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.debugtoolbar, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.imaging, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.referenceablebehavior, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.tiles, plone.app.upgrade, plone.app.users, plone.app.uuid, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.autoinclude, plone.batching, plone.cachepurging, plone.contentrules, plone.dexterity, plone.formwidget.namedfile, plone.formwidget.recurrence, plone.i18n, plone.locking, plone.memoize, plone.namedfile, plone.portlet.collection, plone.recipe.zope2instance, plone.releaser, plone.reload, plone.rest, plone.restapi, plone.schemaeditor, plone.staticresources, plone.supermodel, plone.testing, plone.tiles, plone.volto, plone.z3cform, plonetheme.barceloneta, training",2020-10-08,2021-12-29
Klein & Partner KG,745,60,1,jensens,91,"Installers-UnifiedInstaller, Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFEditions, Products.CMFPlone, Products.PlonePAS, Products.PloneTestCase, Products.PortalTransforms, Products.contentmigration, ansible-playbook, ansible.plone_server, archetypes.multilingual, archetypes.schemaextender, buildout.coredev, cookiecutter-zope-instance, diazo, docs-guide, documentation, jenkins.plone.org, mockup, old_plone.org, plone-backend, plone-frontend, plone-vs-snippets, plone.alterego, plone.api, plone.app.blob, plone.app.blocks, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.debugtoolbar, plone.app.dexterity, plone.app.discussion, plone.app.drafts, plone.app.event, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.mosaic, plone.app.multilingual, plone.app.multilingualindexes, plone.app.portlets, plone.app.referenceablebehavior, plone.app.registry, plone.app.standardtiles, plone.app.theming, plone.app.themingplugins, plone.app.tiles, plone.app.upgrade, plone.app.users, plone.app.versioningbehavior, plone.app.vocabularies, plone.app.workflow, plone.app.z3cform, plone.autoinclude, plone.batching, plone.cachepurging, plone.dexterity, plone.docker, plone.dotfiles, plone.formwidget.hcaptcha, plone.formwidget.namedfile, plone.formwidget.recaptcha, plone.formwidget.recurrence, plone.gallery, plone.i18n, plone.memoize, plone.namedfile, plone.patternslib, plone.portlet.collection, plone.portlet.static, plone.recipe.unifiedinstaller, plone.recipe.zope2instance, plone.registry, plone.resource, plone.rest, plone.restapi, plone.staticresources, plone.supermodel, plone.testing, plone.volto, plone.z3cform, plonecli, plonetheme.barceloneta, training, waitress_fastlisten",2018-01-29,2021-12-31
Syslab,562,89,4,"ale-rt, reinhardt, svx, thet",46,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, documentation, guillotina, mockup, pat-content-browser, plone.api, plone.app.blocks, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.contenttypes, plone.app.debugtoolbar, plone.app.event, plone.app.iterate, plone.app.layout, plone.app.mosaic, plone.app.multilingual, plone.app.multilingualindexes, plone.app.portlets, plone.app.registry, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.versioningbehavior, plone.app.widgets, plone.app.z3cform, plone.autoinclude, plone.dexterity, plone.formwidget.namedfile, plone.i18n, plone.recipe.haproxy, plone.recipe.zope2instance, plone.reload, plone.resource, plone.restapi, plone.schemaeditor, plone.staticresources, plone.supermodel, plone.testing, plone.tiles, plone.z3cform, plonecli, plonetheme.barceloneta, volto",2019-03-04,2021-12-22
Nuclia,379,138,3,"bloodbare, ebrehault, mpellerin42",6,"guillotina, guillotina-volto, guillotina_elasticsearch, guillotina_gcloudstorage, guillotina_s3storage, pastanaga-angular",2021-01-03,2021-11-22
RedTurtle,304,111,6,"cekk, giuliaghisini, mamico, nzambello, pnicolli, yurj",15,"bobtemplates.plone, buildout.coredev, form-block, mockup, plone-backend, plone.app.multilingual, plone.app.tiles, plone.dexterity, plone.docker, plone.formwidget.hcaptcha, plone.restapi, plone.staticresources, plone.volto, plonetheme.barceloneta, volto",2021-01-04,2021-12-31
Agitator,292,70,1,agitator,34,"Products.CMFEditions, Products.CMFPlone, Products.PlonePAS, bobtemplates.plone, buildout.coredev, mockup, plone.app.blocks, plone.app.caching, plone.app.content, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.layout, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.registry, plone.app.standardtiles, plone.app.users, plone.app.workflow, plone.app.z3cform, plone.batching, plone.formwidget.namedfile, plone.portlet.collection, plone.portlet.static, plone.rest, plone.restapi, plone.staticresources, plone.z3cform, plonetheme.barceloneta, training",2020-06-10,2021-12-30
Derico,288,24,1,MrTango,14,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, mockup, pat-content-browser, plone-vs-snippets, plone.app.layout, plone.app.z3cform, plone.gallery, plone.pdfexport, plone.registry, plonecli, plonetheme.barceloneta, training",2020-11-24,2021-11-25
Eau de Web,244,143,5,"Petchesi-Iulian, avoinea, ichim-david, nileshgulia1, tiberiuichim",16,"buildout.coredev, critical-css-cli, dockerhub-docs, dockerhub-official-images, form-block, plone-backend, plone-haproxy, plone.api, plone.dexterity, plone.docker, plone.restapi, plone.volto, training, volto, volto-addon-ci, volto-quanta",2021-01-12,2021-12-31
