organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
Independent,1371,413,78,"Gagaro, Rotonen, WnP, aayushsanghavi, adamcheasley, adaugherity, ajayns, albertcasado, allusa, andbag, anton-lin, anuyens, asthemus, cdevienne, cillianderoiste, cleberjsantos, csenger, daggelpop, david-batranu, davilima6, dmanchon, eikichi18, ezvirtual, fgrcon, gil-cano, gitcarbs, hirokiky, huubbouma, hvelarde, ida, ionutgrigorescu, jean, jessesnyder, jianaijun, jmevissen, jordic, jugmac00, kakshay21, kcleong, lferran, llisa123, lucid-0, lyralemos, macagua, malikrohit16, metatoaster, mikejmets, movermeyer, mrsaicharan1, nehsus, njomzaav, obct537, odidev, pabo3000, pigeonflight, ramiroluz, rhl-bthr, rnixx, rnunez80, robbuh, rodfersou, rristow, sallner, sgrepos, skurfer, sonawanemaitreya, staeff, sunew, tianon, tmog, tobiasherp, tschorr, tulikavijay, vangheem, vedantc98, vincero, witekdev, zupo",90,"Installers-UnifiedInstaller, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.MimetypesRegistry, Products.PlonePAS, Products.PortalTransforms, Products.contentmigration, Products.statusmessages, bobtemplates.plone, buildout.coredev, documentation, guillotina, guillotina_dbusers, guillotina_elasticsearch, guillotina_gcloudstorage, guillotina_mailer, guillotina_prometheus, guillotina_rediscache, guillotina_s3storage, guillotina_statsd, jenkins.plone.org, mockup, pastanaga-icons, planet.plone.org, plone-vs-snippets, plone.api, plone.app.blob, plone.app.blocks, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.contenttypes, plone.app.debugtoolbar, plone.app.dexterity, plone.app.discussion, plone.app.drafts, plone.app.event, plone.app.folder, plone.app.layout, plone.app.mosaic, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.robotframework, plone.app.standardtiles, plone.app.testing, plone.app.theming, plone.app.tiles, plone.app.upgrade, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.cachepurging, plone.docker, plone.folder, plone.formwidget.hcaptcha, plone.formwidget.namedfile, plone.formwidget.recaptcha, plone.locking, plone.memoize, plone.namedfile, plone.outputfilters, plone.patternslib, plone.portlet.static, plone.protect, plone.recipe.unifiedinstaller, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.reload, plone.rest, plone.restapi, plone.restapi-angular, plone.rfc822, plone.schemaeditor, plone.session, plone.supermodel, plone.testing, plone.transformchain, plone.z3cform, plonecli, plonetheme.barceloneta, plonetheme.classic, plonetheme.sunburst, training, volto",2018-01-07,2018-12-30
PY76,1323,116,1,mauritsvanrees,131,"Plone, Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.ExtendedPathIndex, Products.LinguaPlone, Products.Marshall, Products.MimetypesRegistry, Products.PlacelessTranslationService, Products.PloneLanguageTool, Products.PlonePAS, Products.PortalTransforms, Products.ResourceRegistries, Products.contentmigration, Products.statusmessages, Products.validation, archetypes.multilingual, archetypes.schemaextender, bobtemplates.plone, borg.localrole, buildout.coredev, collective.monkeypatcher, diazo, five.intid, mockup, mr.roboto, plone.alterego, plone.api, plone.app.blob, plone.app.caching, plone.app.collection, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.controlpanel, plone.app.customerize, plone.app.debugtoolbar, plone.app.dexterity, plone.app.discussion, plone.app.folder, plone.app.i18n, plone.app.imaging, plone.app.intid, plone.app.iterate, plone.app.layout, plone.app.lockingbehavior, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.referenceablebehavior, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.search, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.uuid, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.batching, plone.behavior, plone.browserlayer, plone.cachepurging, plone.caching, plone.contentrules, plone.dexterity, plone.event, plone.folder, plone.formwidget.autocomplete, plone.formwidget.contenttree, plone.formwidget.datetime, plone.formwidget.namedfile, plone.formwidget.recurrence, plone.i18n, plone.indexer, plone.intelligenttext, plone.keyring, plone.locking, plone.memoize, plone.namedfile, plone.outputfilters, plone.portlet.collection, plone.portlet.static, plone.portlets, plone.protect, plone.recipe.alltests, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.registry, plone.releaser, plone.reload, plone.resource, plone.resourceeditor, plone.rest, plone.restapi, plone.rfc822, plone.scale, plone.schema, plone.schemaeditor, plone.session, plone.stringinterp, plone.subrequest, plone.supermodel, plone.synchronize, plone.testing, plone.theme, plone.themepreview, plone.tiles, plone.transformchain, plone.uuid, plone.versioncheck, plone.z3cform, plonetheme.barceloneta, plonetheme.sunburst",2018-01-14,2018-12-30
Starzel,1094,176,2,"pbauer, tlotze",100,"Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.Marshall, Products.MimetypesRegistry, Products.PlonePAS, Products.PortalTransforms, Products.ResourceRegistries, Products.contentmigration, Products.statusmessages, archetypes.schemaextender, bobtemplates.plone, borg.localrole, buildout.coredev, collective.monkeypatcher, diazo, documentation, jenkins.plone.org, plone.api, plone.app.blob, plone.app.caching, plone.app.content, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.customerize, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.folder, plone.app.i18n, plone.app.imaging, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.batching, plone.browserlayer, plone.cachepurging, plone.caching, plone.contentrules, plone.dexterity, plone.folder, plone.formwidget.namedfile, plone.formwidget.recurrence, plone.i18n, plone.indexer, plone.intelligenttext, plone.locking, plone.login, plone.namedfile, plone.outputfilters, plone.portlet.collection, plone.portlet.static, plone.protect, plone.recipe.alltests, plone.recipe.precompiler, plone.recipe.zope2instance, plone.registry, plone.releaser, plone.resource, plone.resourceeditor, plone.rest, plone.restapi, plone.rfc822, plone.scale, plone.schemaeditor, plone.session, plone.stringinterp, plone.subrequest, plone.testing, plone.theme, plone.tiles, plone.transformchain, plone.z3cform, training, volto",2018-01-21,2018-12-16
Klein & Partner KG,804,91,1,jensens,80,"Plone, Products.Archetypes, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.ExtendedPathIndex, Products.MimetypesRegistry, Products.PlonePAS, Products.PortalTransforms, Products.ResourceRegistries, Products.statusmessages, archetypes.schemaextender, borg.localrole, buildout.coredev, collective.monkeypatcher, documentation, plone.api, plone.app.caching, plone.app.collection, plone.app.content, plone.app.contenttypes, plone.app.controlpanel, plone.app.customerize, plone.app.dexterity, plone.app.discussion, plone.app.folder, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.standardtiles, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.tiles, plone.app.upgrade, plone.app.users, plone.app.uuid, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.batching, plone.cachepurging, plone.dexterity, plone.event, plone.folder, plone.formwidget.namedfile, plone.i18n, plone.indexer, plone.locking, plone.login, plone.namedfile, plone.outputfilters, plone.protect, plone.recipe.precompiler, plone.resource, plone.restapi, plone.rfc822, plone.scale, plone.session, plone.staticresources, plone.subrequest, plone.testing, plone.tiles, plone.transformchain, plone.versioncheck, plone.z3cform",2018-01-07,2018-12-23
kitconcept GmbH,795,207,7,"davisagli, ericof, fredvd, jaroel, robgietema, sneridagh, tisto",56,"Products.ATContentTypes, Products.Archetypes, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFPlone, Products.MimetypesRegistry, Products.PlonePAS, Products.PortalTransforms, bobtemplates.plone, buildout.coredev, guillotina, mockup, pastanaga-icons, plone.api, plone.app.content, plone.app.contentlisting, plone.app.contentrules, plone.app.contenttypes, plone.app.dexterity, plone.app.event, plone.app.iterate, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.robotframework, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.uuid, plone.app.widgets, plone.app.z3cform, plone.dexterity, plone.folder, plone.formwidget.hcaptcha, plone.formwidget.namedfile, plone.formwidget.recaptcha, plone.intelligenttext, plone.jenkins_node, plone.namedfile, plone.portlet.collection, plone.protect, plone.recipe.alltests, plone.recipe.codeanalysis, plone.recipe.zope2instance, plone.rest, plone.restapi, plone.schema, plone.subrequest, plone.supermodel, plone.testing, ploneorg.core, plonetheme.barceloneta, training, volto, volto-reference-backend, voltocms.com",2018-01-07,2018-12-30
der Freitag,687,92,1,gforcada,89,"Products.Archetypes, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.ExtendedPathIndex, Products.Marshall, Products.MimetypesRegistry, Products.PortalTransforms, Products.ResourceRegistries, Products.statusmessages, buildout.coredev, collective.monkeypatcher, documentation, five.intid, jenkins.plone.org, mr.roboto, plone.alterego, plone.api, plone.app.caching, plone.app.collection, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.customerize, plone.app.dexterity, plone.app.discussion, plone.app.imaging, plone.app.intid, plone.app.iterate, plone.app.layout, plone.app.lockingbehavior, plone.app.multilingual, plone.app.querystring, plone.app.redirector, plone.app.registry, plone.app.robotframework, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.upgrade, plone.app.uuid, plone.app.versioningbehavior, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.batching, plone.behavior, plone.cachepurging, plone.caching, plone.dexterity, plone.formwidget.namedfile, plone.formwidget.recurrence, plone.intelligenttext, plone.jenkins_node, plone.jenkins_server, plone.keyring, plone.locking, plone.memoize, plone.outputfilters, plone.portlet.static, plone.portlets, plone.protect, plone.recipe.codeanalysis, plone.recipe.zope2instance, plone.registry, plone.releaser, plone.reload, plone.resource, plone.rest, plone.restapi, plone.scale, plone.schema, plone.session, plone.subrequest, plone.supermodel, plone.synchronize, plone.testing, plone.theme, plone.tiles, plone.uuid, plone.versioncheck, ploneorg.core, plonetheme.barceloneta",2018-01-14,2018-12-30
Salesforce,614,3,1,esteele,84,"Plone, Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFPlone, Products.ExtendedPathIndex, Products.MimetypesRegistry, Products.PlonePAS, Products.PortalTransforms, Products.ResourceRegistries, Products.contentmigration, Products.statusmessages, Products.validation, borg.localrole, buildout.coredev, collective.monkeypatcher, diazo, five.intid, mockup, plone.app.blob, plone.app.caching, plone.app.collection, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.controlpanel, plone.app.customerize, plone.app.dexterity, plone.app.discussion, plone.app.folder, plone.app.imaging, plone.app.iterate, plone.app.layout, plone.app.ldap, plone.app.multilingual, plone.app.querystring, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.upgrade, plone.app.versioningbehavior, plone.app.vocabularies, plone.app.widgets, plone.app.z3cform, plone.autoform, plone.batching, plone.cachepurging, plone.caching, plone.dexterity, plone.event, plone.folder, plone.formwidget.datetime, plone.i18n, plone.keyring, plone.namedfile, plone.outputfilters, plone.portlet.collection, plone.protect, plone.recipe.precompiler, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.registry, plone.releaser, plone.resource, plone.resourceeditor, plone.restapi, plone.rfc822, plone.scale, plone.session, plone.stringinterp, plone.subrequest, plone.theme, plone.transformchain, plone.z3cform, plonetheme.barceloneta, plonetheme.sunburst, volto",2018-02-04,2018-12-30
Syslab,498,164,4,"ale-rt, reinhardt, svx, thet",78,"Products.ATContentTypes, Products.Archetypes, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.MimetypesRegistry, Products.PortalTransforms, archive.plone.org, bobtemplates.plone, borg.localrole, buildout.coredev, collective.monkeypatcher, documentation, five.intid, jenkins.plone.org, mockup, plone.api, plone.app.blob, plone.app.blocks, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.contentrules, plone.app.contenttypes, plone.app.debugtoolbar, plone.app.dexterity, plone.app.event, plone.app.folder, plone.app.imaging, plone.app.layout, plone.app.ldap, plone.app.multilingualindexes, plone.app.portlets, plone.app.relationfield, plone.app.testing, plone.app.theming, plone.app.upgrade, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.batching, plone.cachepurging, plone.caching, plone.dexterity, plone.docker, plone.event, plone.folder, plone.formwidget.autocomplete, plone.formwidget.contenttree, plone.formwidget.hcaptcha, plone.formwidget.namedfile, plone.formwidget.recaptcha, plone.keyring, plone.locking, plone.namedfile, plone.protect, plone.reload, plone.resource, plone.resourceeditor, plone.restapi, plone.rfc822, plone.session, plone.staticresources, plone.stringinterp, plone.subrequest, plone.supermodel, plone.theme, plone.transformchain, plone.uuid, plone.z3cform, plonetheme.barceloneta",2018-01-07,2018-12-23
Derico,269,16,1,MrTango,4,"bobtemplates.plone, buildout.coredev, plone-vs-snippets, plonecli",2018-01-14,2018-12-23
Kombinat,162,30,1,petschki,24,"Products.Archetypes, Products.CMFDiffTool, Products.CMFFormController, Products.CMFPlone, Products.MimetypesRegistry, Products.PortalTransforms, archetypes.schemaextender, buildout.coredev, diazo, documentation, mockup, plone.app.blocks, plone.app.drafts, plone.app.event, plone.app.folder, plone.app.mosaic, plone.app.textfield, plone.app.tiles, plone.app.upgrade, plone.app.widgets, plone.folder, plone.outputfilters, plone.z3cform, plonetheme.barceloneta",2018-06-24,2018-12-02
