username,total_commits,total_pull_requests,repositories_count,repositories,first_contribution,last_contribution
hannosch,543,0,50,"Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.LinguaPlone, Products.Marshall, Products.MimetypesRegistry, Products.PlacelessTranslationService, Products.PloneLanguageTool, Products.PlonePAS, Products.PloneTestCase, Products.PortalTransforms, Products.ResourceRegistries, Products.contentmigration, Products.statusmessages, Products.validation, buildout.coredev, five.intid, plone.app.blob, plone.app.content, plone.app.contentmenu, plone.app.contentrules, plone.app.controlpanel, plone.app.customerize, plone.app.form, plone.app.i18n, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.openid, plone.app.portlets, plone.app.redirector, plone.app.upgrade, plone.app.viewletmanager, plone.app.vocabularies, plone.app.workflow, plone.app.z3cform, plone.i18n, plone.memoize, plone.portlet.collection, plone.portlet.static, plone.portlets, plone.recipe.zope2instance, plone.session, plone.z3cform",2008-01-06,2008-12-21
wichert,306,0,42,"Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.ExtendedPathIndex, Products.LinguaPlone, Products.PlonePAS, Products.PloneTestCase, Products.ResourceRegistries, Products.contentmigration, borg.localrole, five.intid, plone.app.content, plone.app.contentmenu, plone.app.contentrules, plone.app.controlpanel, plone.app.customerize, plone.app.form, plone.app.i18n, plone.app.iterate, plone.app.layout, plone.app.ldap, plone.app.linkintegrity, plone.app.openid, plone.app.portlets, plone.app.redirector, plone.app.viewletmanager, plone.app.vocabularies, plone.app.workflow, plone.browserlayer, plone.i18n, plone.keyring, plone.openid, plone.portlet.collection, plone.portlet.static, plone.protect, plone.recipe.zope2instance, plone.session",2008-01-06,2008-12-28
witsch,252,0,22,"Products.ATContentTypes, Products.Archetypes, Products.CMFPlacefulWorkflow, Products.LinguaPlone, Products.Marshall, archetypes.referencebrowserwidget, borg.localrole, plone.app.blob, plone.app.content, plone.app.contentmenu, plone.app.controlpanel, plone.app.customerize, plone.app.imaging, plone.app.linkintegrity, plone.app.redirector, plone.app.viewletmanager, plone.app.workflow, plone.browserlayer, plone.folder, plone.keyring, plone.protect, plone.session",2008-01-06,2008-12-28
optilude,195,0,26,"borg.localrole, diazo, plone.alterego, plone.app.content, plone.app.contentmenu, plone.app.contentrules, plone.app.dexterity, plone.app.form, plone.app.iterate, plone.app.layout, plone.app.portlets, plone.app.redirector, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.behavior, plone.browserlayer, plone.contentrules, plone.formwidget.autocomplete, plone.formwidget.contenttree, plone.portlet.collection, plone.portlet.static, plone.portlets, plone.reload, plone.supermodel, plone.z3cform",2008-01-06,2008-12-07
davisagli,110,0,23,"Products.ATContentTypes, Products.Archetypes, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, buildout.coredev, plone.app.content, plone.app.contentrules, plone.app.customerize, plone.app.dexterity, plone.app.form, plone.app.layout, plone.app.openid, plone.app.portlets, plone.app.viewletmanager, plone.app.workflow, plone.behavior, plone.openid, plone.portlet.collection, plone.portlets, plone.schemaeditor, plone.session, plone.z3cform",2008-03-02,2008-12-14
dnouri,92,0,11,"Products.Archetypes, Products.CMFEditions, Products.LinguaPlone, Products.PortalTransforms, Products.validation, plone.app.i18n, plone.app.iterate, plone.app.layout, plone.app.portlets, plone.app.z3cform, plone.z3cform",2008-02-10,2008-11-30
stefanholek,81,0,20,"Products.Archetypes, Products.CMFQuickInstallerTool, Products.LinguaPlone, Products.PloneLanguageTool, Products.PloneTestCase, Products.PortalTransforms, Products.ResourceRegistries, buildout.coredev, plone.app.blob, plone.app.content, plone.app.controlpanel, plone.app.customerize, plone.app.i18n, plone.app.layout, plone.app.linkintegrity, plone.app.portlets, plone.i18n, plone.protect, plone.recipe.zope2instance, plone.session",2008-02-03,2008-12-28
mauritsvanrees,75,0,21,"Products.ATContentTypes, Products.Archetypes, Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.LinguaPlone, Products.PlonePAS, Products.ResourceRegistries, buildout.coredev, plone.app.contentrules, plone.app.controlpanel, plone.app.form, plone.app.i18n, plone.app.layout, plone.app.linkintegrity, plone.app.openid, plone.app.portlets, plone.intelligenttext, plone.portlet.collection, plone.portlet.static, plone.session",2008-01-06,2008-10-19
encolpe,75,0,9,"Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, plone.app.iterate, plone.app.layout, plone.app.workflow, plone.locking, plone.recipe.zope2instance",2008-01-06,2008-11-30
lrowe,68,0,22,"Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.Marshall, Products.MimetypesRegistry, Products.PlonePAS, Products.PortalTransforms, Products.ResourceRegistries, Products.validation, diazo, plone.app.blob, plone.app.content, plone.app.form, plone.app.imaging, plone.app.layout, plone.app.ldap, plone.schemaeditor, plone.session",2008-01-13,2008-12-14
fschulze,36,0,14,"Products.PortalTransforms, Products.ResourceRegistries, archetypes.referencebrowserwidget, archetypes.schemaextender, buildout.coredev, plone.app.content, plone.app.contentrules, plone.app.controlpanel, plone.app.form, plone.app.layout, plone.app.portlets, plone.app.viewletmanager, plone.app.vocabularies, plone.portlet.collection",2008-01-06,2008-10-05
