repo,pr_number,title,author,created_at,merged_at,state,merged,issue_comments_count,review_comments_count,reviews_count,total_comments,participants_count,reviewers_count,commenters_count,approved_reviews,changes_requested_reviews,comment_reviews,reactions_total,first_response_time
plone/plone.schemaeditor,62,Allow defaults to be set on dexterity type fields via the web UI,ezvirtual,2018-08-14T04:58:59Z,2018-08-14T07:46:22Z,closed,True,2,0,0,2,2,0,2,0,0,0,0,2.7880555555555557
plone/plone.schemaeditor,61, Fix issue where serializing vocabulary terms into '|' syntax failed when values contained non-ascii characters,datakurre,2018-08-13T11:47:51Z,2018-08-14T07:48:20Z,closed,True,0,0,0,0,1,0,0,0,0,0,0,
plone/plone.schemaeditor,59,Prepare for Python 2 / 3 compatibility,pbauer,2018-01-25T18:00:22Z,2018-01-28T14:38:55Z,closed,True,0,0,0,0,1,0,0,0,0,0,0,
plone/plone.schemaeditor,18,Fix schmaeditor to preserve i18n Message values,datakurre,2014-10-15T05:23:56Z,2018-03-07T23:53:41Z,closed,True,13,0,0,13,2,0,2,0,0,0,0,5211.810277777778
plone/plone.recipe.zope2instance,64,The next release should be a feature release.,icemac,2018-11-30T08:40:28Z,2018-11-30T10:33:18Z,closed,True,1,0,1,1,2,1,1,1,0,0,1,1.4991666666666668
plone/plone.recipe.zope2instance,63,Add support for Python 3.7 while dropping support for Python 3.5.,icemac,2018-11-29T10:27:50Z,2018-11-30T08:38:51Z,closed,True,0,0,2,0,3,2,0,1,0,1,0,0.1786111111111111
plone/plone.recipe.zope2instance,57,Apply the 4.4.1 fix to the master,tobiasherp,2018-11-16T14:36:53Z,2018-11-29T10:10:16Z,closed,True,0,0,2,0,2,1,0,1,0,1,0,295.3066666666667
plone/plone.recipe.zope2instance,58,Fix ReST.,icemac,2018-11-21T11:01:25Z,2018-11-21T12:57:53Z,closed,True,1,0,1,1,2,1,1,1,0,0,0,1.0044444444444445
plone/plone.recipe.zope2instance,47,Improved error message for invalid comments,tobiasherp,2018-05-29T11:12:06Z,2018-08-03T21:27:04Z,closed,True,9,4,5,13,2,2,2,1,0,4,0,61.37277777777778
plone/plone.recipe.zope2instance,55,Add a new threads option,tschorr,2018-11-10T08:14:43Z,2018-11-10T13:54:55Z,closed,True,0,2,3,2,2,2,2,1,0,2,0,3.861388888888889
plone/plone.recipe.zope2instance,54,Pass wsgi flag to ctl script instead of guessing based on presence of ZServer,davisagli,2018-11-10T01:31:48Z,2018-11-10T02:27:38Z,closed,True,0,0,1,0,2,1,0,1,0,0,0,0.79
plone/plone.recipe.zope2instance,53,Drop `path` directive on WSGI.,icemac,2018-11-07T13:05:07Z,2018-11-08T12:15:14Z,closed,True,2,0,2,2,2,1,1,1,0,1,0,12.921944444444444
plone/plone.recipe.zope2instance,45,readd the zodb_tmp_storage placeholder into the wsgi template,veritazx,2018-05-22T21:11:28Z,,closed,False,1,0,0,1,2,0,1,0,0,0,0,4057.931666666667
plone/plone.recipe.zope2instance,52,Build a bin/instance script that works with Zope 4 + WSGI,davisagli,2018-10-28T03:01:24Z,2018-11-08T02:31:57Z,closed,True,4,1,2,5,4,1,4,1,1,0,1,55.12416666666667
plone/plone.recipe.zope2instance,51,add temp_folder to wsgi setup,pbauer,2018-10-04T14:32:59Z,2018-10-04T15:07:05Z,closed,True,2,0,1,2,3,1,1,1,0,0,0,0.5658333333333333
plone/plone.recipe.zope2instance,48,Fix `bin/zinstance` script for `wsgi=on`,icemac,2018-08-08T08:32:25Z,2018-08-24T10:58:07Z,closed,True,3,0,1,3,2,1,1,1,0,0,0,337.2608333333333
plone/plone.recipe.zope2instance,44,use recent Zope WSGI changes,tschorr,2018-05-18T09:43:49Z,2018-05-22T10:36:27Z,closed,True,0,0,1,0,2,1,0,1,0,0,0,96.71888888888888
plone/plone.recipe.zope2instance,43,Add recipe module (remove Recipe from __init__.py),tschorr,2018-05-16T10:40:23Z,2018-05-16T11:34:20Z,closed,True,2,0,1,2,2,1,1,1,0,0,1,0.48388888888888887
plone/plone.recipe.zope2instance,42,Fix WSGI initialization,tschorr,2018-04-27T08:31:13Z,2018-04-29T11:50:26Z,closed,True,7,0,1,7,3,1,3,1,0,0,0,22.274166666666666
plone/plone.recipe.zope2instance,41,Fix #37,ida,2018-04-20T14:02:20Z,2018-04-23T14:52:09Z,closed,True,10,4,7,14,5,3,4,2,0,4,1,3.3427777777777776
plone/plone.recipe.zope2instance,39,Better support for running Plone on PaaS providers such as Heroku,zupo,2018-04-06T13:36:08Z,2018-04-13T06:36:12Z,closed,True,4,1,2,5,2,1,2,1,1,0,1,72.50472222222223
plone/plone.recipe.zope2instance,40,Fix travis build on 4.x branch,davisagli,2018-04-09T14:54:37Z,2018-04-09T17:09:09Z,closed,True,3,0,1,3,3,1,2,1,0,0,0,1.8994444444444445
plone/plone.recipe.zope2instance,38,Document bugfix,icemac,2018-03-23T07:05:24Z,2018-03-27T21:57:36Z,closed,True,0,0,1,0,2,1,0,1,0,0,0,110.86861111111111
plone/plone.app.standardtiles,92,Remove installation of plone.app.widgets default profile in tests,jensens,2018-12-17T09:57:08Z,2018-12-17T10:00:14Z,closed,True,0,0,0,0,1,0,0,0,0,0,0,
plone/plone.app.standardtiles,91,Add uninstall profile,hvelarde,2018-09-05T17:03:04Z,2018-09-06T07:24:20Z,closed,True,1,0,0,1,1,0,1,0,0,0,0,
plone/plone.app.standardtiles,90,Add uninstall profile,hvelarde,2018-08-24T18:14:34Z,2018-08-27T10:32:25Z,closed,True,5,4,4,9,3,2,3,0,0,4,1,0.30833333333333335
plone/plone.app.standardtiles,88,fixes #87,jensens,2018-06-07T10:35:50Z,2018-06-07T11:59:12Z,closed,True,0,0,0,0,1,0,0,0,0,0,0,
plone/plone.app.standardtiles,86,Fix TileCommentForm to prefix forms with just 'form' to fix compatibi…,datakurre,2018-04-26T12:13:14Z,2018-05-02T11:23:50Z,closed,True,0,0,0,0,1,0,0,0,0,0,0,
plone/plone.app.standardtiles,85, Fix field tile not to double wrap fields tiles with full HTML template ,datakurre,2018-01-17T10:53:17Z,2018-04-13T10:48:59Z,closed,True,0,0,0,0,1,0,0,0,0,0,0,
plone/plone.app.viewletmanager,18,fix another TypeError,pbauer,2018-10-18T15:06:57Z,2018-10-18T20:18:03Z,closed,True,0,0,0,0,1,0,0,0,0,0,0,
plone/plone.app.viewletmanager,17,fix issue with a test in plone.app.customerize,pbauer,2018-06-12T11:23:56Z,2018-09-16T08:37:12Z,closed,True,0,0,0,0,1,0,0,0,0,0,0,
