username,total_commits,total_pull_requests,repositories_count,repositories,first_contribution,last_contribution
tisto,169,15,8,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, jenkins.plone.org, plone.formwidget.recaptcha, plone.recipe.codeanalysis, plone.rest, plone.restapi",2016-02-07,2016-12-25
agitator,104,18,13,"Products.CMFPlone, buildout.coredev, plone.app.blocks, plone.app.contenttypes, plone.app.mosaic, plone.app.multilingual, plone.app.multilingualindexes, plone.app.portlets, plone.app.standardtiles, plone.app.upgrade, plone.formwidget.autocomplete, plonetheme.barceloneta, training",2016-01-17,2016-12-18
tomgross,93,28,21,"Products.ATContentTypes, Products.CMFEditions, Products.CMFPlone, Products.PortalTransforms, Products.ResourceRegistries, buildout.coredev, plone.app.contenttypes, plone.app.discussion, plone.app.linkintegrity, plone.app.portlets, plone.app.standardtiles, plone.app.upgrade, plone.app.z3cform, plone.formwidget.multifile, plone.memoize, plone.namedfile, plone.outputfilters, plone.registry, plone.rest, plone.tiles, training",2016-01-10,2016-12-18
ebrehault,90,31,16,"Products.CMFPlone, buildout.coredev, documentation, mockup, plone.api, plone.app.contenttypes, plone.app.mosaic, plone.app.testing, plone.app.theming, plone.app.users, plone.app.vocabularies, plone.resource, plone.resourceeditor, plone.restapi, plonetheme.barceloneta, training",2016-01-24,2016-12-18
tkimnguyen,87,18,13,"Products.CMFPlone, buildout.coredev, documentation, planet.plone.org, plone.api, plone.app.dexterity, plone.app.layout, plone.app.mosaic, ploneconf2016.policy, ploneorg.core, ploneorg.theme, sphinxtheme.plone, training",2016-01-31,2016-12-18
RobZoneNet,83,0,2,"ploneorg.core, ploneorg.theme",2016-04-24,2016-05-15
buchi,77,24,2,"plone.rest, plone.restapi",2016-01-03,2016-12-04
alecpm,67,15,15,"Products.Archetypes, Products.CMFPlone, buildout.coredev, mockup, plone.app.content, plone.app.contentmenu, plone.app.dexterity, plone.app.layout, plone.app.multilingual, plone.app.vocabularies, plone.app.widgets, plone.app.z3cform, ploneconf2016.policy, plonetheme.barceloneta, training",2016-01-31,2016-10-23
davisagli,63,29,25,"Plone, Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFEditions, Products.CMFPlone, Products.contentmigration, buildout.coredev, guillotina, mockup, plone.alterego, plone.app.content, plone.app.contentmenu, plone.app.event, plone.app.imaging, plone.app.linkintegrity, plone.app.multilingual, plone.app.vocabularies, plone.batching, plone.behavior, plone.dexterity, plone.event, plone.portlets, plone.synchronize, training",2016-04-03,2016-12-25
lukasgraf,55,25,2,"plone.rest, plone.restapi",2016-02-07,2016-10-23
pigeonflight,52,1,3,"bobtemplates.plone, plonetheme.barceloneta, training",2016-02-28,2016-10-16
tschorr,51,9,8,"Products.Archetypes, Products.CMFEditions, Products.CMFPlone, buildout.coredev, plone.app.linkintegrity, plone.protect, plone.recipe.zope2instance, training",2016-01-17,2016-11-27
sneridagh,50,7,10,"ansible-playbook, bobtemplates.plone, buildout.coredev, documentation, guillotina, plone.app.vulnerabilities, plone.rest, plone.restapi, ploneorg.core, ploneorg.theme",2016-02-07,2016-12-18
vincentfretin,48,0,8,"Products.CMFPlone, buildout.coredev, plone.app.contentmenu, plone.app.portlets, plone.app.search, plone.app.vocabularies, plone.formwidget.contenttree, plone.formwidget.datetime",2016-01-24,2016-11-20
polyester,47,16,9,"bobtemplates.plone, buildout.coredev, documentation, papyrus, plone.app.robotframework, plone.restapi, ploneorg.core, ploneorg.theme, sphinxtheme.plone",2016-04-03,2016-11-20
jean,47,13,3,"Products.CMFPlone, plone.versioncheck, training",2016-01-24,2016-10-16
avoinea,40,4,3,"buildout.coredev, plone.docker, plone.stringinterp",2016-01-31,2016-10-09
witekdev,37,1,3,"documentation, ploneconf2016.policy, training",2016-05-22,2016-09-18
djowett,36,25,7,"Products.LinguaPlone, ansible-playbook, ansible.plone_server, plone.app.layout, plone.app.multilingual, plone.locking, training",2016-02-21,2016-12-25
ale-rt,31,17,9,"buildout.coredev, five.intid, plone.api, plone.app.linkintegrity, plone.app.theming, plone.app.upgrade, plone.app.versioningbehavior, plone.recipe.zeoserver, plonetheme.barceloneta",2016-03-06,2016-12-18
MrTango,30,4,7,"Products.CMFPlone, ansible.plone_server, bobtemplates.plone, buildout.coredev, documentation, plone.app.multilingual, training",2016-02-14,2016-10-23
fredvd,26,5,9,"Products.CMFFormController, Products.CMFPlone, buildout.coredev, plone.app.content, plone.app.contenttypes, plone.app.discussion, plone.app.theming, plone.app.z3cform, training",2016-01-24,2016-07-17
AnneGilles,21,2,1,plone.app.mosaic,2016-09-04,2016-12-04
staeff,21,39,20,"bobtemplates.plone, buildout.coredev, documentation, mockup, plone.app.contentrules, plone.app.mosaic, plone.app.registry, plone.app.robotframework, plone.app.theming, plone.app.versioningbehavior, plone.app.widgets, plone.caching, plone.formwidget.autocomplete, plone.formwidget.contenttree, plone.formwidget.datetime, plone.formwidget.namedfile, plone.formwidget.recurrence, plone.stringinterp, plonetheme.barceloneta, sphinxtheme.plone",2016-01-17,2016-09-04
gotcha,20,4,6,"Products.LinguaPlone, buildout.coredev, plone.api, plone.app.form, plone.app.iterate, plone.app.z3cform",2016-02-14,2016-08-28
hvelarde,19,21,14,"Products.CMFPlone, Products.ResourceRegistries, bobtemplates.plone, buildout.coredev, documentation, plone.app.blocks, plone.app.contenttypes, plone.app.layout, plone.app.linkintegrity, plone.app.multilingual, plone.app.referenceablebehavior, plone.app.robotframework, plone.app.tiles, plone.app.widgets",2016-01-17,2016-12-18
loechel,19,5,6,"buildout.coredev, plone.app.content, plone.app.dexterity, plone.namedfile, plone.versioncheck, ploneorg.theme",2016-01-24,2016-12-18
davilima6,18,19,11,"Products.CMFPlone, buildout.coredev, diazo, documentation, jenkins.plone.org, plone.app.customerize, plone.app.layout, plone.app.portlets, plone.app.registry, plone.batching, plonetheme.barceloneta",2016-01-10,2016-08-07
stevepiercy,16,3,1,training,2016-11-06,2016-11-13
bsuttor,16,16,8,"Products.contentmigration, buildout.coredev, plone.app.contenttypes, plone.app.event, plone.app.layout, plone.app.multilingual, plone.app.vocabularies, plone.formwidget.querystring",2016-02-07,2016-11-27
metatoaster,15,4,2,"mockup, plone.app.registry",2016-01-03,2016-03-27
skleinfeldt,14,0,1,ploneorg.theme,2016-04-24,2016-04-24
fgrcon,13,16,14,"Products.CMFPlone, documentation, mockup, plone.app.blocks, plone.app.content, plone.app.contentlisting, plone.app.contenttypes, plone.app.event, plone.app.layout, plone.app.portlets, plone.app.upgrade, plone.portlet.collection, plone.releaser, plonetheme.barceloneta",2016-06-12,2016-10-02
MatthewWilkes,13,2,4,"Products.CMFPlone, Products.PlonePAS, buildout.coredev, plone.app.contentmenu",2016-08-14,2016-10-23
janga1997,12,5,2,"mockup, plone.app.event",2016-03-13,2016-08-14
fulv,12,3,5,"Products.CMFPlone, ansible-playbook, plone.scale, ploneorg.core, training",2016-01-10,2016-09-04
Gagaro,12,12,7,"Products.CMFPlone, mockup, plone.app.content, plone.app.querystring, plone.app.theming, plone.app.widgets, plone.app.z3cform",2016-01-24,2016-07-03
khanstark,12,3,4,"Products.CMFPlone, plone.app.contenttypes, plone.app.users, plonetheme.barceloneta",2016-04-03,2016-04-10
ivanteoh,12,3,4,"Products.CMFPlone, plone.app.contentlisting, plone.app.i18n, plone.app.z3cform",2016-10-16,2016-10-30
erral,11,3,2,"Products.LinguaPlone, plone.restapi",2016-02-28,2016-11-06
krissik,10,1,2,"diazo, plone.app.mosaic",2016-06-05,2016-09-04
seanupton,10,11,8,"Products.Archetypes, Products.PortalTransforms, buildout.coredev, mockup, plone.app.widgets, plone.app.z3cform, plone.portlet.static, plone.schemaeditor",2016-06-26,2016-08-21
jaroel,9,2,3,"buildout.coredev, guillotina, plone.api",2016-04-17,2016-11-27
macagua,8,1,3,"planet.plone.org, plone.app.blob, training",2016-05-15,2016-08-21
SyZn,8,1,3,"Products.LinguaPlone, plone.app.portlets, plone.app.registry",2016-06-05,2016-07-17
cedricmessiant,8,0,1,plone.restapi,2016-03-06,2016-09-11
davidjb,8,1,3,"buildout.coredev, documentation, plone.app.ldap",2016-03-13,2016-03-13
rodfersou,7,13,10,"Products.CMFPlone, Products.ResourceRegistries, archetypes.querywidget, mockup, plone.app.blocks, plone.app.controlpanel, plone.app.iterate, plone.app.layout, plone.app.search, plone.app.upgrade",2016-03-13,2016-09-25
frapell,7,2,3,"Products.CMFDiffTool, buildout.coredev, plone.app.event",2016-02-21,2016-09-11
do3cc,7,11,7,"Products.CMFDiffTool, bobtemplates.plone, buildout.coredev, documentation, plone.app.testing, plone.i18n, plone.testing",2016-01-24,2016-01-31
jcbrand,7,0,1,plone.patternslib,2016-04-17,2016-04-24
cleberjsantos,7,2,1,ansible-playbook,2016-04-03,2016-04-03
lrowe,7,1,2,"buildout.coredev, diazo",2016-10-09,2016-10-09
laulaz,6,0,4,"bobtemplates.plone, buildout.coredev, plone.app.caching, plone.behavior",2016-01-03,2016-09-25
terapyon,6,7,5,"Installers-UnifiedInstaller, Products.CMFPlone, documentation, mockup, plone.app.content",2016-02-14,2016-05-29
rafaelbco,6,3,2,"plone.app.versioningbehavior, plone.formwidget.namedfile",2016-05-01,2016-05-08
gbastien,6,2,1,plone.app.contenttypes,2016-03-13,2016-03-13
jpgimenez,5,4,4,"ansible-playbook, ansible.plone_server, plone.formwidget.recaptcha, plone.resource",2016-01-31,2016-10-30
petschki,5,6,4,"mockup, plone.app.content, plone.app.widgets, plone.z3cform",2016-04-10,2016-11-06
ichim-david,5,6,2,"buildout.coredev, plone.app.collection",2016-08-28,2016-08-28
oz123,5,5,2,"buildout.coredev, training",2016-07-24,2016-07-24
mpeeters,4,4,2,"documentation, plone.formwidget.datetime",2016-05-29,2016-05-29
keul,4,2,1,plonetheme.barceloneta,2016-02-07,2016-02-07
vikas-parashar,4,3,4,"planet.plone.org, plone.api, plone.restapi, ploneorg.core",2016-05-15,2016-11-06
Gomez,4,4,1,ansible.plone_server,2016-02-07,2016-05-15
martior,4,2,3,"mockup, plone.app.blob, plone.app.contenttypes",2016-04-10,2016-04-10
robgietema,4,0,1,volto,2016-05-15,2016-05-15
gyst,3,4,3,"Products.CMFPlone, buildout.coredev, plonetheme.barceloneta",2016-02-21,2016-09-25
iham,3,8,7,"Products.CMFEditions, Products.CMFPlone, buildout.coredev, plone.app.iterate, plone.app.multilingual, plone.app.workflowmanager, plone.supermodel",2016-03-06,2016-05-22
rnixx,3,1,2,"Products.CMFPlone, buildout.coredev",2016-04-17,2016-12-18
calvinhp,3,2,2,"plone.app.relationfield, training",2016-08-28,2016-09-11
demarant,3,0,1,plone.docker,2016-02-07,2016-02-14
julianhandl,3,1,1,plone.outputfilters,2016-02-28,2016-02-28
pysailor,3,0,2,"plone.app.content, plone.patternslib",2016-04-03,2016-09-25
hannosch,3,0,2,"Products.ExtendedPathIndex, buildout.coredev",2016-08-21,2016-08-21
l34marr,3,5,5,"documentation, plone.app.discussion, plone.app.event, plone.app.multilingual, plone.app.versioningbehavior",2016-01-10,2016-09-04
deankarlen,3,2,1,Products.CMFDiffTool,2016-08-28,2016-08-28
malthe,2,0,1,plone.portlet.collection,2016-08-07,2016-08-07
lccruz,2,1,1,plone.restapi,2016-08-07,2016-08-07
sgeulette,2,1,1,plone.app.robotframework,2016-04-17,2016-04-17
petri,1,2,1,plone.app.contenttypes,2016-08-07,2016-08-07
fhnwba,1,0,1,plone.protect,2016-05-08,2016-05-08
stefanfoulis,1,1,1,plone.docker,2016-07-17,2016-07-17
huubbouma,1,1,1,diazo,2016-10-09,2016-10-09
gvizdyk,1,1,1,plonetheme.barceloneta,2016-03-06,2016-03-06
AuroreMariscal,1,1,1,bobtemplates.plone,2016-09-25,2016-09-25
prakharjoshi,1,2,2,"plone.app.contenttypes, training",2016-07-24,2016-07-24
elioschmutz,1,1,1,plone.formwidget.contenttree,2016-04-17,2016-04-17
obct537,1,1,1,Products.CMFPlone,2016-01-17,2016-01-17
rosehosting,1,1,1,planet.plone.org,2016-08-21,2016-08-21
aclark4life,1,1,1,planet.plone.org,2016-11-20,2016-11-20
vipod,1,0,1,planet.plone.org,2016-02-21,2016-02-21
lukebrannon,1,2,2,"plone.app.contenttypes, training",2016-11-13,2016-11-13
andreesg,1,1,1,plone.app.event,2016-05-29,2016-05-29
DieKatze,1,1,1,Products.PlonePAS,2016-02-21,2016-02-21
acsr,1,0,1,ploneconf2016.policy,2016-04-24,2016-04-24
geier,1,0,1,buildout.coredev,2016-11-06,2016-11-06
casdr,1,1,1,plone.restapi,2016-02-14,2016-02-14
karalics,1,0,1,plone.app.linkintegrity,2016-01-10,2016-01-10
danmur,0,1,1,plone.app.tiles,,
displacedaussie,0,2,2,"Products.CMFPlone, plone.app.content",,
frisi,0,1,1,plone.app.theming,,
rristow,0,1,1,plone.protect,,
ghost,0,9,9,"Products.CMFPlone, mockup, plone.app.caching, plone.app.contenttypes, plone.app.linkintegrity, plone.app.portlets, plone.app.upgrade, plone.namedfile, plone.scale",,
tlotze,0,1,1,plone.recipe.zope2instance,,
jone,0,2,1,plone.dexterity,,
zmijunkie,0,1,1,training,,
sebasgo,0,2,1,Products.CMFPlone,,
cewing,0,1,1,documentation,,
allcaps,0,3,2,"plonetheme.barceloneta, training",,
serge73,0,8,4,"plone.app.discussion, plone.app.event, plone.dexterity, training",,
albertduran,0,1,1,plone.app.multilingual,,
icemac,0,6,4,"buildout.coredev, documentation, plone.app.testing, plone.testing",,
brunobbbs,0,1,1,plone.app.testing,,
neilferreira,0,3,2,"mockup, plone.app.mosaic",,
tmog,0,1,1,Products.CMFPlone,,
jochumdev,0,7,6,"Products.CMFPlone, Products.PlonePAS, Products.PortalTransforms, plone.app.content, plone.app.widgets, plonetheme.barceloneta",,
pgrunewald,0,2,2,"documentation, plone.outputfilters",,
ida,0,1,1,Products.CMFPlone,,
svx,0,70,12,"Installers-UnifiedInstaller, Products.CMFPlone, ansible.plone_server, bobtemplates.plone, buildout.coredev, documentation, papyrus, plone.app.dexterity, plone.docker, ploneorg.core, sphinxtheme.plone, training",,
ramiroluz,0,1,1,plone.app.dexterity,,
fhelmberger,0,1,1,documentation,,
jianaijun,0,1,1,documentation,,
dbitouze,0,1,1,documentation,,
reyha,0,1,1,documentation,,
dmunicio,0,1,1,documentation,,
sverbois,0,2,2,"documentation, plone.app.dexterity",,
