organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
Serpro,108,118,1,wesleybl,13,"buildout.coredev, code-quality, cookieplone-templates, plone-backend, plone.app.iterate, plone.app.multilingual, plone.distribution, plone.formwidget.hcaptcha, plone.formwidget.recaptcha, plone.restapi, plone.scale, plone.schemaeditor, volto",2025-01-28,2025-12-26
Uni. Hospital Dresden,67,16,1,1letter,11,"Products.CMFPlone, buildout.coredev, documentation, mockup, plone.app.layout, plone.app.multilingual, plone.app.robotframework, plone.app.upgrade, plone.base, plone.schemaeditor, plone.staticresources",2025-02-11,2025-12-03
Starzel,57,16,2,"pbauer, tlotze",7,"Products.CMFPlone, buildout.coredev, cookieplone-templates, demo.plone.org, documentation, plone.volto, training",2025-02-09,2025-10-15
RedTurtle,53,67,6,"Wagner3UB, cekk, giuliaghisini, mamico, pnicolli, yurj",9,"buildout.coredev, plone-mcp, plone.app.caching, plone.app.dexterity, plone.app.multilingual, plone.app.z3cform, plone.namedfile, plone.restapi, volto",2025-01-03,2025-10-28
Rohberg,48,29,1,ksuess,8,"buildout.coredev, documentation, plone.api, plone.app.content, plone.distribution, plone.formwidget.hcaptcha, training, volto",2025-01-27,2025-11-13
Iskra,40,22,2,"nilbacardit26, rboixaderg",4,"guillotina, guillotina-volto, guillotina_elasticsearch, volto",2025-01-23,2025-12-11
University of Jyväskylä,36,17,1,datakurre,1,2025.ploneconf.org,2025-03-19,2025-10-19
Eau de Web,24,25,6,"ana-oprea, avoinea, dobri1408, ichim-david, nileshgulia1, tiberiuichim",6,"Products.CMFEditions, cookieplone-templates, dockerhub-docs, plone.restapi, plone.volto, volto",2025-01-15,2025-10-28
Nuclia,17,12,3,"bloodbare, ebrehault, mpellerin42",3,"guillotina, pastanaga-angular, volto",2025-01-15,2025-10-10
Sixfeetup,12,6,1,tkimnguyen,4,"2024.ploneconf.org, cookieplone, plone-vs-utilities, training",2025-01-01,2025-11-23
TU Dresden,10,4,1,pgrunewald,5,"buildout.coredev, mockup, plone.app.caching, plone.app.multilingual, plone.restapi",2025-02-13,2025-06-17
Abstract IT,7,2,1,szakitibi,3,"buildout.coredev, plone.app.multilingual, plone.behavior",2025-06-09,2025-08-04
Pretaweb,6,6,2,"JeffersonBledsoe, djay",4,"buildout.coredev, plone.namedfile, plone.restapi, volto",2025-01-14,2025-10-27
Salesforce,6,1,1,esteele,1,plone.org,2025-10-18,2025-10-18
iMio,5,3,2,"gotcha, sverbois",4,"Products.CMFPlone, buildout.coredev, mockup, plone.base",2025-01-06,2025-03-19
minddistrict,4,1,1,icemac,1,five.intid,2025-02-12,2025-02-13
Enfold,4,3,1,frapell,4,"buildout.coredev, plone.app.iterate, plone.app.mosaic, volto",2025-09-30,2025-11-12
Cosent,4,2,1,gyst,2,"Products.CMFPlone, plone.restapi",2025-02-03,2025-02-13
FHNW,2,2,1,tomschall,1,volto,2025-05-08,2025-06-17
Academy of FA Vienna,1,1,1,gogobd,1,plone.app.mosaic,2025-05-12,2025-05-12
CCC,1,1,1,polyester,1,documentation,2025-07-31,2025-07-31
CMS Communications Inc.,0,1,1,terapyon,1,volto,,
