github_username,pull_requests,commits
sneridagh,149,589
tisto,47,207
jackahl,12,13
nileshgulia1,11,48
pnicolli,9,8
robgietema,8,51
tiberiuichim,7,2
nzambello,5,7
iFlameing,2,0
cekk,2,3
JeffersonBledsoe,2,2
avoinea,0,0
danalvrz,0,0
davisagli,0,0
djay,0,0
giuliaghisini,0,0
ichim-david,0,0
dobri1408,0,0
ksuess,0,0
erral,0,0
stevepiercy,0,0
Tishasoumya-02,0,0
Wagner3UB,0,0
wesleybl,0,0
