repo,pr_number,title,author,created_at,merged_at,state,merged,issue_comments_count,review_comments_count,reviews_count,total_comments,participants_count,reviewers_count,commenters_count,approved_reviews,changes_requested_reviews,comment_reviews,reactions_total,first_response_time
plone/guillotina,1191,BREAKING CHANGE: Dropping Support for python 3.7.0: Pinning asyncpg to >=0.28.0,nilbacardit26,2023-12-01T15:18:33Z,2023-12-06T22:00:41Z,closed,True,1,0,1,1,3,1,1,1,0,0,0,0.4872222222222222
plone/guillotina,1190,fix: Index full object after move it and update multidict version,rboixaderg,2023-11-28T16:07:45Z,2023-12-01T08:16:32Z,closed,True,1,0,1,1,3,1,1,1,0,0,0,24.426944444444445
plone/guillotina,1189,Deleting import zope.interface implements,nilbacardit26,2023-11-16T13:19:14Z,2023-11-20T10:30:15Z,closed,True,5,0,2,5,4,2,3,2,0,0,0,0.010833333333333334
plone/guillotina,1188,adding contrib audit package,nilbacardit26,2023-11-14T16:47:48Z,,closed,False,0,0,0,0,1,0,0,0,0,0,0,
plone/guillotina,1186,adding OrderedDict Field,nilbacardit26,2023-10-10T13:39:29Z,2023-10-11T17:01:41Z,closed,True,1,0,2,1,3,1,1,1,1,0,0,0.17444444444444446
plone/guillotina,1098,add max_content_depth limit,lferran,2021-02-02T16:54:06Z,,closed,False,2,0,2,2,4,2,2,2,0,0,0,142.02416666666667
plone/guillotina,1185,Bump redis from 4.3.4 to 4.4.4,dependabot[bot],2023-03-31T15:27:12Z,,open,False,1,0,0,1,2,0,1,0,0,0,0,0.001388888888888889
plone/guillotina,1184,Bump redis from 4.3.4 to 4.5.3,dependabot[bot],2023-03-27T22:33:54Z,,closed,False,2,0,0,2,2,0,2,0,0,0,0,0.001388888888888889
plone/guillotina,1181,Bump pillow from 9.0.1 to 9.3.0,dependabot[bot],2022-11-22T10:18:32Z,,closed,False,1,0,0,1,1,0,1,0,0,0,0,
plone/guillotina,1173,Bump codecov from 2.0.15 to 2.0.16,dependabot[bot],2022-07-15T18:41:30Z,,closed,False,3,0,0,3,2,0,2,0,0,0,0,0.001388888888888889
plone/plone.schemaeditor,109,[pre-commit.ci] pre-commit autoupdate,pre-commit-ci[bot],2023-12-04T18:34:51Z,2023-12-05T14:48:09Z,closed,True,0,0,1,0,2,1,0,1,0,0,0,20.213333333333335
plone/plone.schemaeditor,108,[pre-commit.ci] pre-commit autoupdate,pre-commit-ci[bot],2023-11-06T18:36:07Z,2023-11-07T15:09:36Z,closed,True,0,0,0,0,1,0,0,0,0,0,0,
plone/plone.schemaeditor,103,Config with default template,gforcada,2023-06-26T08:39:48Z,2023-10-04T15:50:59Z,closed,True,1,0,0,1,2,0,1,0,0,0,0,0.001388888888888889
plone/plone.schemaeditor,107,[pre-commit.ci] pre-commit autoupdate,pre-commit-ci[bot],2023-10-03T01:35:40Z,2023-10-03T10:56:54Z,closed,True,0,0,1,0,2,1,0,1,0,0,0,9.35138888888889
plone/plone.schemaeditor,105,[pre-commit.ci] pre-commit autoupdate,pre-commit-ci[bot],2023-07-03T23:31:14Z,2023-07-04T06:03:55Z,closed,True,0,0,1,0,2,1,0,1,0,0,0,6.541388888888889
plone/plone.schemaeditor,104,Remove dependency on `plone.app.z3cform`,petschki,2023-06-30T08:05:36Z,2023-06-30T13:16:34Z,closed,True,3,0,1,3,3,1,2,1,0,0,0,0.001388888888888889
plone/plone.schemaeditor,102,[pre-commit.ci] pre-commit autoupdate,pre-commit-ci[bot],2023-06-05T22:28:31Z,2023-06-05T23:19:07Z,closed,True,0,0,1,0,2,1,0,1,0,0,0,0.8408333333333333
plone/plone.schemaeditor,101,[pre-commit.ci] pre-commit autoupdate,pre-commit-ci[bot],2023-05-01T22:52:36Z,2023-05-02T14:25:10Z,closed,True,0,0,1,0,2,1,0,1,0,0,0,15.539444444444445
plone/plone.schemaeditor,100,[pre-commit.ci] pre-commit autoupdate,pre-commit-ci[bot],2023-04-03T23:52:51Z,2023-04-04T21:38:05Z,closed,True,1,0,0,1,2,0,1,0,0,0,0,0.0011111111111111111
plone/plone.schemaeditor,99,Config with default template,gforcada,2023-03-03T21:43:44Z,2023-03-07T22:26:47Z,closed,True,2,0,0,2,3,0,2,0,0,0,0,0.001388888888888889
plone/plone.schemaeditor,98,Config with default template (dependencies),gforcada,2023-02-05T14:52:04Z,2023-02-06T13:19:12Z,closed,True,2,0,1,2,3,1,2,1,0,0,0,0.001388888888888889
plone/plone.schemaeditor,97,Config with default template 2023-01-27,gforcada,2023-01-27T08:47:13Z,2023-01-27T14:35:34Z,closed,True,3,1,1,4,3,1,3,1,0,0,0,0.001388888888888889
plone/plone.distribution,48,Support to new export/import format with one content item per json file,ericof,2023-10-10T09:05:56Z,2023-10-11T11:00:29Z,closed,True,1,0,1,1,2,1,1,1,0,0,0,3.0613888888888887
plone/plone.distribution,46,Override @system from plone.restapi to display distribution information,ericof,2023-07-10T15:52:10Z,2023-07-10T16:14:02Z,closed,True,0,0,1,0,2,1,0,1,0,0,0,0.19777777777777777
plone/plone.distribution,43,Frontend improvements,ericof,2023-07-07T23:28:52Z,2023-07-10T13:22:26Z,closed,True,0,0,1,0,2,1,0,1,0,0,0,61.81055555555555
plone/plone.distribution,42,Allow distribution to pre process answers before site creation,ericof,2023-07-05T21:35:44Z,2023-07-05T22:48:20Z,closed,True,0,14,2,14,2,1,1,1,1,0,0,0.21777777777777776
plone/plone.distribution,41,Validate answers payload against jsonschema,ericof,2023-07-05T20:09:14Z,2023-07-05T20:29:15Z,closed,True,0,0,0,0,1,0,0,0,0,0,0,
plone/plone.distribution,37,Allow setting default_language 'default' value,ericof,2023-06-27T17:45:11Z,2023-06-27T19:15:47Z,closed,True,0,0,0,0,1,0,0,0,0,0,0,
