username,total_commits,total_pull_requests,repositories_count,repositories,first_contribution,last_contribution
mauritsvanrees,52,0,12,"Products.Archetypes, Products.CMFEditions, Products.PloneLanguageTool, Products.PlonePAS, five.intid, plone.app.contentmenu, plone.app.iterate, plone.app.layout, plone.app.workflow, plone.intelligenttext, plone.locking, plone.memoize",2007-04-01,2007-12-30
stefanholek,34,0,11,"Products.ATContentTypes, Products.Archetypes, Products.MimetypesRegistry, Products.PlonePAS, Products.ResourceRegistries, plone.app.contentrules, plone.app.layout, plone.app.openid, plone.app.workflow, plone.openid, plone.session",2007-02-18,2007-12-02
aclark4life,32,0,1,plone.app.workflow,2007-02-11,2007-02-25
dorneles,29,0,8,"Products.ATContentTypes, Products.Archetypes, plone.app.contentrules, plone.app.controlpanel, plone.app.layout, plone.app.portlets, plone.app.vocabularies, plone.i18n",2007-04-29,2007-12-23
gotcha,25,0,9,"Products.ATContentTypes, Products.Archetypes, Products.CMFFormController, Products.MimetypesRegistry, plone.app.contentrules, plone.app.layout, plone.app.portlets, plone.app.workflow, plone.locking",2007-02-25,2007-08-12
davidemoro,22,0,2,"Products.Archetypes, plone.app.layout",2007-05-20,2007-05-27
smcmahon,20,0,3,"Products.ATContentTypes, Products.Archetypes, Products.Marshall",2007-05-13,2007-11-25
mrtopf,19,0,4,"Products.CMFEditions, plone.app.controlpanel, plone.app.layout, plone.app.portlets",2007-02-11,2007-10-28
malthe,17,0,5,"Products.Archetypes, Products.CMFPlacefulWorkflow, five.intid, plone.app.controlpanel, plone.app.form",2007-06-10,2007-11-18
jensens,17,0,6,"Products.Archetypes, Products.Marshall, Products.MimetypesRegistry, Products.PlonePAS, Products.ResourceRegistries, archetypes.schemaextender",2007-01-21,2007-11-25
naro,15,0,8,"Products.ATContentTypes, Products.Archetypes, plone.app.blob, plone.app.contentrules, plone.app.layout, plone.portlet.collection, plone.portlets, plone.session",2007-01-28,2007-12-09
baekholt,15,0,4,"Products.Archetypes, plone.app.form, plone.app.portlets, plone.portlet.collection",2007-02-18,2007-09-09
lrowe,14,0,7,"Products.ATContentTypes, Products.CMFEditions, plone.app.contentmenu, plone.app.contentrules, plone.app.layout, plone.app.portlets, plone.app.redirector",2007-04-01,2007-12-09
aburkhalter,13,0,2,"plone.app.workflow, plone.openid",2007-03-04,2007-11-25
reebalazs,13,0,8,"Products.Archetypes, Products.ExtendedPathIndex, Products.Marshall, Products.PortalTransforms, Products.validation, plone.app.openid, plone.app.portlets, plone.recipe.zope2instance",2007-04-15,2007-12-30
rpatterson,12,0,5,"Products.CMFPlacefulWorkflow, Products.PlonePAS, Products.contentmigration, five.intid, plone.recipe.zope2instance",2007-02-11,2007-11-25
erikrose,11,0,4,"Products.Archetypes, Products.PlonePAS, archetypes.schemaextender, plone.app.workflow",2007-09-30,2007-12-16
diefenbach,8,0,2,"Products.MimetypesRegistry, plone.intelligenttext",2007-02-25,2007-08-12
rockyburt,7,0,4,"Products.Archetypes, five.intid, plone.app.form, plone.app.vocabularies",2007-04-29,2007-11-25
sidnei,7,0,4,"Products.Marshall, Products.PlonePAS, plone.app.contentmenu, plone.i18n",2007-04-08,2007-11-04
bloodbare,6,0,3,"Products.CMFPlacefulWorkflow, plone.app.controlpanel, plone.app.form",2007-03-25,2007-04-22
mishunov,5,0,4,"plone.app.contentmenu, plone.app.layout, plone.app.portlets, plone.portlet.static",2007-02-18,2007-11-04
jladage,5,0,1,plone.app.controlpanel,2007-02-18,2007-05-06
seletz,4,0,3,"Products.Archetypes, Products.Marshall, Products.PlonePAS",2007-03-25,2007-10-14
vloothuis,4,0,3,"Products.ATContentTypes, Products.Archetypes, plone.app.portlets",2007-02-18,2007-06-10
meizon,4,0,2,"plone.app.layout, plone.app.portlets",2007-03-11,2007-03-11
siebo,3,0,2,"plone.app.controlpanel, plone.app.openid",2007-02-18,2007-04-01
duffyd,3,0,2,"plone.app.layout, plone.recipe.zope2instance",2007-11-04,2007-11-25
tomster,3,0,2,"Products.CMFPlacefulWorkflow, Products.statusmessages",2007-03-18,2007-08-19
claytron,3,0,1,plone.recipe.zope2instance,2007-10-28,2007-12-30
andymckay,3,0,1,Products.ATContentTypes,2007-02-18,2007-02-18
reinout,3,0,3,"Products.ATContentTypes, Products.contentmigration, plone.openid",2007-07-08,2007-10-28
MatthewWilkes,2,0,1,Products.ATContentTypes,2007-11-04,2007-12-02
philikon,2,0,2,"Products.ResourceRegistries, plone.app.form",2007-02-18,2007-09-02
csenger,2,0,1,Products.ATContentTypes,2007-09-16,2007-09-16
miziodel,1,0,1,plone.app.controlpanel,2007-04-01,2007-04-01
ramonski,1,0,1,Products.Marshall,2007-03-25,2007-03-25
vincic,1,0,1,Products.Archetypes,2007-09-09,2007-09-09
martior,1,0,1,plone.app.layout,2007-11-25,2007-11-25
ameurant,1,0,1,Products.Archetypes,2007-03-25,2007-03-25
bbuehlmann,1,0,1,Products.CMFEditions,2007-01-14,2007-01-14
regebro,1,0,1,plone.recipe.zope2instance,2007-03-11,2007-03-11
laulaz,1,0,1,plone.i18n,2007-04-01,2007-04-01
glenfant,1,0,1,Products.CMFDynamicViewFTI,2007-08-26,2007-08-26
cornae,1,0,1,plone.app.i18n,2007-10-14,2007-10-14
vbarone,1,0,1,plone.app.workflow,2007-04-01,2007-04-01
