username,total_commits,total_pull_requests,repositories_count,repositories,first_contribution,last_contribution
esteele,700,1,81,"Plone, Products.ATContentTypes, Products.Archetypes, Products.CMFEditions, Products.CMFQuickInstallerTool, Products.MimetypesRegistry, Products.PlonePAS, Products.PloneTestCase, Products.PortalTransforms, Products.ResourceRegistries, Products.contentmigration, archetypes.querywidget, archetypes.referencebrowserwidget, archetypes.schemaextender, borg.localrole, buildout.coredev, mockup, plone.app.blob, plone.app.caching, plone.app.collection, plone.app.content, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.controlpanel, plone.app.customerize, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.form, plone.app.i18n, plone.app.imaging, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.portlets, plone.app.querystring, plone.app.relationfield, plone.app.search, plone.app.textfield, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.uuid, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.batching, plone.cachepurging, plone.contentrules, plone.dexterity, plone.formwidget.autocomplete, plone.formwidget.contenttree, plone.formwidget.namedfile, plone.formwidget.querystring, plone.keyring, plone.locking, plone.login, plone.namedfile, plone.outputfilters, plone.portlet.collection, plone.portlet.static, plone.protect, plone.recipe.alltests, plone.recipe.zope2instance, plone.registry, plone.releaser, plone.resource, plone.scale, plone.schemaeditor, plone.stringinterp, plone.subrequest, plone.supermodel, plone.testing, plone.theme, plonetheme.barceloneta, plonetheme.classic, plonetheme.sunburst",2014-01-26,2014-11-16
tisto,654,26,50,"Products.CMFPlone, Products.MimetypesRegistry, archetypes.referencebrowserwidget, archetypes.schemaextender, buildout.coredev, diazo, jenkins.plone.org, mockup, plone.app.caching, plone.app.collection, plone.app.contentrules, plone.app.contenttypes, plone.app.controlpanel, plone.app.customerize, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.i18n, plone.app.intid, plone.app.layout, plone.app.linkintegrity, plone.app.openid, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.relationfield, plone.app.robotframework, plone.app.upgrade, plone.app.users, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.widgets, plone.app.z3cform, plone.autoform, plone.browserlayer, plone.dexterity, plone.formwidget.querystring, plone.jenkins_server, plone.namedfile, plone.outputfilters, plone.portlet.collection, plone.portlet.static, plone.recipe.codeanalysis, plone.restapi, plone.rfc822, plone.schemaeditor, plone.stringinterp, plone.testing, plone.theme",2014-01-05,2014-12-28
thet,560,29,41,"Products.Archetypes, Products.CMFPlone, Products.LinguaPlone, Products.ResourceRegistries, Products.contentmigration, archetypes.multilingual, archetypes.querywidget, archetypes.referencebrowserwidget, buildout.coredev, mockup, plone.api, plone.app.collection, plone.app.contenttypes, plone.app.controlpanel, plone.app.debugtoolbar, plone.app.dexterity, plone.app.event, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.relationfield, plone.app.robotframework, plone.app.textfield, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.viewletmanager, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.autoform, plone.dexterity, plone.event, plone.formwidget.autocomplete, plone.formwidget.contenttree, plone.formwidget.datetime, plone.formwidget.recurrence, plone.namedfile, plone.scale, plonetheme.sunburst, training",2014-01-05,2014-12-21
datakurre,498,39,29,"Products.CMFPlone, Products.contentmigration, buildout.coredev, documentation, jenkins.plone.org, mockup, papyrus, plone.app.blocks, plone.app.contenttypes, plone.app.event, plone.app.mosaic, plone.app.multilingual, plone.app.relationfield, plone.app.robotframework, plone.app.standardtiles, plone.app.textfield, plone.app.theming, plone.app.tiles, plone.app.widgets, plone.autoform, plone.dexterity, plone.recipe.codeanalysis, plone.schemaeditor, plone.subrequest, plone.supermodel, plone.themepreview, plone.tiles, ploneorg.core, plonetheme.barceloneta",2014-02-09,2014-12-07
pbauer,467,24,22,"Products.ATContentTypes, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.contentmigration, bobtemplates.plone, buildout.coredev, documentation, plone.app.caching, plone.app.content, plone.app.contentmenu, plone.app.contenttypes, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.layout, plone.app.portlets, plone.app.testing, plone.app.widgets, plone.app.workflow, plone.dexterity, plone.schemaeditor, training",2014-02-02,2014-12-28
gforcada,327,23,103,"Plone, Products.CMFQuickInstallerTool, Products.PortalTransforms, archetypes.querywidget, archetypes.referencebrowserwidget, archetypes.schemaextender, borg.localrole, buildout.coredev, collective.monkeypatcher, documentation, jenkins.plone.org, mockup, plone.alterego, plone.api, plone.app.blob, plone.app.blocks, plone.app.caching, plone.app.collection, plone.app.content, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.controlpanel, plone.app.customerize, plone.app.dexterity, plone.app.discussion, plone.app.form, plone.app.i18n, plone.app.imaging, plone.app.intid, plone.app.iterate, plone.app.layout, plone.app.mosaic, plone.app.multilingual, plone.app.openid, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.registry, plone.app.relationfield, plone.app.standardtiles, plone.app.textfield, plone.app.theming, plone.app.tiles, plone.app.upgrade, plone.app.users, plone.app.uuid, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.batching, plone.behavior, plone.browserlayer, plone.cachepurging, plone.caching, plone.contentrules, plone.dexterity, plone.event, plone.folder, plone.formwidget.autocomplete, plone.formwidget.contenttree, plone.formwidget.datetime, plone.formwidget.namedfile, plone.formwidget.querystring, plone.formwidget.recurrence, plone.i18n, plone.indexer, plone.intelligenttext, plone.jenkins_server, plone.keyring, plone.locking, plone.login, plone.memoize, plone.namedfile, plone.openid, plone.portlet.collection, plone.portlet.static, plone.portlets, plone.protect, plone.recipe.alltests, plone.recipe.codeanalysis, plone.recipe.zope2instance, plone.registry, plone.resource, plone.resourceeditor, plone.restapi, plone.scale, plone.schema, plone.schemaeditor, plone.session, plone.stringinterp, plone.supermodel, plone.synchronize, plone.testing, plone.themepreview, plone.tiles, plone.transformchain, plone.uuid, ploneorg.core, training",2014-02-09,2014-12-14
tomgross,264,39,44,"Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.CMFQuickInstallerTool, Products.Marshall, Products.MimetypesRegistry, Products.PloneLanguageTool, Products.PlonePAS, Products.contentmigration, archetypes.schemaextender, borg.localrole, buildout.coredev, plone.app.blob, plone.app.content, plone.app.contentmenu, plone.app.contentrules, plone.app.controlpanel, plone.app.dexterity, plone.app.event, plone.app.i18n, plone.app.imaging, plone.app.iterate, plone.app.layout, plone.app.openid, plone.app.portlets, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.versioningbehavior, plone.app.vocabularies, plone.app.workflow, plone.caching, plone.locking, plone.openid, plone.outputfilters, plone.session, plone.transformchain, plonetheme.sunburst",2014-01-05,2014-12-21
davisagli,217,18,50,"Plone, Products.ATContentTypes, Products.Archetypes, Products.CMFQuickInstallerTool, Products.Marshall, Products.PlonePAS, Products.PloneTestCase, Products.PortalTransforms, buildout.coredev, mockup, plone.app.caching, plone.app.content, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.controlpanel, plone.app.customerize, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.form, plone.app.imaging, plone.app.intid, plone.app.layout, plone.app.linkintegrity, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.relationfield, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.versioningbehavior, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.batching, plone.browserlayer, plone.dexterity, plone.namedfile, plone.portlet.collection, plone.protect, plone.recipe.alltests, plone.recipe.zope2instance, plone.scale, plone.schema, plone.schemaeditor, plone.testing, plone.theme, plonetheme.barceloneta",2014-01-05,2014-12-28
smcmahon,205,5,12,"Installers-UnifiedInstaller, ansible-playbook, ansible.plone_server, buildout.coredev, documentation, plone.app.dexterity, plone.app.relationfield, plone.recipe.unifiedinstaller, plone.recipe.zeoserver, plone.schemaeditor, plonedev.vagrant, training",2014-01-05,2014-12-14
jensens,204,24,42,"Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFEditions, Products.CMFPlone, Products.PloneTestCase, Products.PortalTransforms, Products.ResourceRegistries, archetypes.querywidget, buildout.coredev, documentation, plone.api, plone.app.blob, plone.app.caching, plone.app.content, plone.app.contenttypes, plone.app.controlpanel, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.folder, plone.app.intid, plone.app.iterate, plone.app.linkintegrity, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.relationfield, plone.app.textfield, plone.app.theming, plone.app.users, plone.app.vocabularies, plone.autoform, plone.behavior, plone.dexterity, plone.formwidget.querystring, plone.namedfile, plone.portlet.static, plone.recipe.alltests, plone.recipe.codeanalysis, plone.resource, plone.supermodel",2014-01-12,2014-11-30
bloodbare,196,29,37,"Products.ATContentTypes, Products.CMFPlone, Products.ResourceRegistries, archetypes.multilingual, buildout.coredev, mockup, mr.roboto, plone.app.blob, plone.app.blocks, plone.app.caching, plone.app.content, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.controlpanel, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.layout, plone.app.linkintegrity, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.search, plone.app.theming, plone.app.tiles, plone.app.upgrade, plone.app.users, plone.app.widgets, plone.portlet.static, plone.registry, plone.scale, plone.schemaeditor, plone.session, plone.subrequest, plone.tiles, plonetheme.barceloneta",2014-01-19,2014-12-28
vangheem,180,26,39,"Installers-UnifiedInstaller, Products.ATContentTypes, Products.Archetypes, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.PlonePAS, Products.ResourceRegistries, buildout.coredev, mockup, plone.app.blob, plone.app.caching, plone.app.content, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.controlpanel, plone.app.debugtoolbar, plone.app.dexterity, plone.app.imaging, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.portlets, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.widgets, plone.app.workflowmanager, plone.formwidget.recurrence, plone.keyring, plone.namedfile, plone.outputfilters, plone.portlet.collection, plone.protect, plone.recipe.zope2instance, plone.registry, plone.resourceeditor, plonetheme.barceloneta",2014-01-12,2014-12-14
