organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
Nuclia,152,116,3,"bloodbare, ebrehault, mpellerin42",10,"executioner, guillotina, guillotina_elasticsearch, guillotina_gcloudstorage, guillotina_mailer, guillotina_prometheus, guillotina_s3storage, pastanaga-angular, plone.restapi-angular, volto",2019-01-06,2019-12-15
Agitator,132,28,1,agitator,20,"Products.Archetypes, Products.CMFPlone, bobtemplates.plone, buildout.coredev, documentation, mockup, plone.app.caching, plone.app.contenttypes, plone.app.layout, plone.app.mosaic, plone.app.multilingual, plone.app.standardtiles, plone.app.textfield, plone.app.upgrade, plone.app.widgets, plone.formwidget.multifile, plone.formwidget.namedfile, plone.outputfilters, plone.staticresources, plonetheme.barceloneta",2019-02-03,2019-12-08
Sixfeetup,123,24,3,"cdw9, rpatterson, tkimnguyen",14,"Installers-UnifiedInstaller, Products.CMFPlone, ansible-playbook, buildout.coredev, documentation, plone.app.contenttypes, plone.app.portlets, plone.app.referenceablebehavior, plone.app.workflowmanager, plone.com-static, ploneconf2016.policy, ploneorg.core, ploneorg.theme, training",2019-01-06,2019-12-29
Eau de Web,82,20,3,"avoinea, nileshgulia1, tiberiuichim",5,"buildout.coredev, plone.app.imaging, plone.app.layout, plone.docker, volto",2019-01-20,2019-12-29
Reid-McMahon,79,8,1,smcmahon,5,"Installers-UnifiedInstaller, ansible-playbook, ansible.plone_server, plone.recipe.unifiedinstaller, plonedev.vagrant",2019-01-06,2019-12-01
RedTurtle,75,35,5,"cekk, giuliaghisini, mamico, nzambello, pnicolli",18,"documentation, mockup, plone.app.content, plone.app.event, plone.app.layout, plone.app.multilingual, plone.app.standardtiles, plone.app.theming, plone.app.z3cform, plone.formwidget.contenttree, plone.formwidget.hcaptcha, plone.formwidget.recaptcha, plone.namedfile, plone.patternslib, plone.recipe.zope2instance, plone.staticresources, training, volto",2019-01-06,2019-12-22
Codesyntax,60,36,1,erral,14,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, plone-vs-snippets, plone.app.content, plone.app.contentrules, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.multilingual, plone.app.portlets, plone.app.upgrade, plone.app.users, plone.recipe.zope2instance",2019-01-20,2019-12-01
Rohberg,50,6,1,ksuess,8,"Products.CMFPlone, buildout.coredev, plone.app.caching, plone.app.discussion, plone.app.upgrade, plone.app.z3cform, plone.restapi, training",2019-02-03,2019-12-15
4Teamwork,41,27,6,"buchi, deiferni, elioschmutz, jone, lukasgraf, phgross",4,"plone.app.robotframework, plone.namedfile, plone.restapi, plone.supermodel",2019-02-03,2019-12-22
Academy of FA Vienna,39,15,2,"gogobd, iham",12,"Products.CMFEditions, Products.CMFPlone, buildout.coredev, plone.app.contentmenu, plone.app.contenttypes, plone.app.dexterity, plone.app.iterate, plone.app.layout, plone.app.multilingual, plone.app.multilingualindexes, plone.app.relationfield, plone.app.upgrade",2019-01-06,2019-10-06
Zopyx,34,8,1,zopyx,7,"Products.CMFPlone, Products.PlonePAS, buildout.coredev, plone.app.portlets, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.restapi",2019-01-06,2019-09-01
Iskra,32,31,2,"masipcat, nilbacardit26",4,"guillotina, guillotina_elasticsearch, guillotina_prometheus, guillotina_s3storage",2019-01-06,2019-12-22
Steve Piercy - Website Builder,31,16,1,stevepiercy,4,"ansible-playbook, ansible.plone_server, documentation, training",2019-01-13,2019-11-24
CCC,29,3,1,polyester,9,"Products.CMFPlone, buildout.coredev, documentation, marketing-materials, papyrus, ploneorg.core, pylons-project-assimilation, training, volto",2019-02-03,2019-10-20
Ecréall,25,6,1,vincentfretin,6,"Products.CMFPlone, buildout.coredev, plone.app.caching, plone.app.dexterity, plone.app.layout, plonetheme.barceloneta",2019-03-03,2019-10-13
Enfold,22,7,1,frapell,9,"Products.CMFPlone, buildout.coredev, mockup, plone.app.content, plone.app.dexterity, plone.app.mosaic, plone.formwidget.hcaptcha, plone.formwidget.recaptcha, plone.staticresources",2019-01-20,2019-12-29
KU Leuven,18,2,1,spereverde,3,"documentation, quickstart, training",2019-04-14,2019-11-03
University of Jyväskylä,18,6,1,datakurre,6,"buildout.coredev, planet.plone.org, plone.app.blocks, plone.dexterity, plone.tiles, training",2019-04-14,2019-09-01
Soliton Consulting,15,7,1,fulv,6,"ansible-playbook, ansible.plone_server, buildout.coredev, documentation, mockup, plone.staticresources",2019-04-28,2019-11-17
Pretaweb,13,6,3,"JeffersonBledsoe, djay, djowett",5,"bobtemplates.plone, plone.app.contentrules, plone.app.debugtoolbar, plone.supermodel, volto",2019-03-03,2019-11-24
Affinitic,11,6,1,laulaz,8,"Products.CMFPlone, buildout.coredev, plone.app.event, plone.app.layout, plone.app.multilingual, plone.formwidget.autocomplete, plone.namedfile, training",2019-05-05,2019-12-15
Ludwig Maximilian University Munich,11,3,1,loechel,5,"buildout.coredev, plone.api, plone_best_practices_discussion, ploneorg.core, sphinxtheme.plone",2019-01-20,2019-10-27
Radio Free Asia,10,4,1,flipmcf,2,"plone.app.dexterity, plone.formwidget.namedfile",2019-10-27,2019-12-15
iMio,10,7,3,"gbastien, gotcha, sverbois",7,"buildout.coredev, plone.app.contentlisting, plone.app.contentrules, plone.docker, plone.recipe.zeoserver, plone.recipe.zope2instance, volto",2019-02-17,2019-05-26
Makina Corpus,8,1,1,tdesvenain,2,"mockup, plone.app.users",2019-02-03,2019-10-06
CMS Communications Inc.,8,3,1,terapyon,3,"buildout.coredev, plone.i18n, volto",2019-06-23,2019-12-22
Webmeisterei,8,3,1,frisi,4,"buildout.coredev, plone.api, plone.app.themingplugins, plone.z3cform",2019-02-10,2019-09-15
Uni. Hospital Dresden,3,2,1,1letter,2,"documentation, plone.app.mosaic",2019-07-21,2019-07-21
IT Sprit,3,3,1,thomasmassmann,2,"Products.CMFPlone, plone.app.users",2019-08-18,2019-11-24
TU Dresden,3,3,1,pgrunewald,1,volto,2019-10-27,2019-11-10
minddistrict,0,6,1,icemac,3,"plone.recipe.zope2instance, plone.z3cform, zodbverify",,
Jarn,0,2,1,witsch,2,"archetypes.multilingual, plone.app.multilingual",,
