organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
Codesyntax,108,37,2,"erral, libargutxi",18,"Products.validation, bobtemplates.plone, buildout.coredev, cookieplone, cookieplone-templates, documentation, jenkins.plone.org, mockup, plone-backend, plone-vs-snippets, plone.app.caching, plone.app.event, plone.app.multilingual, plone.app.users, plone.distribution, plone.restapi, training, volto",2024-01-12,2024-12-31
Derico,106,9,1,MrTango,14,"bobtemplates.plone, buildout.coredev, classic-ui-team, documentation, mockup, plone-vs-snippets, plone.app.layout, plone.app.mosaic, plone.app.z3cform, plone.classicui, plone.pdfexport, plone.typesense, plonecli, volto",2023-07-10,2024-11-21
Serpro,91,53,1,wesleybl,12,"Products.CMFPlone, buildout.coredev, code-quality, meta, plone.app.discussion, plone.app.iterate, plone.app.robotframework, plone.rest, plone.restapi, plone.scale, plone.volto, volto",2024-01-05,2024-12-18
Eau de Web,74,58,7,"ana-oprea, avoinea, claudiaifrim, dobri1408, ichim-david, nileshgulia1, tiberiuichim",8,"buildout.coredev, dockerhub-docs, dockerhub-official-images, documentation, plone.docker, plone.namedfile, training, volto",2024-01-21,2024-12-09
Starzel,71,32,2,"Gomez, pbauer",18,"Plone, Products.CMFDiffTool, Products.CMFPlone, buildout.coredev, demo.plone.org, documentation, plone-backend, plone.api, plone.app.iterate, plone.app.linkintegrity, plone.app.standardtiles, plone.app.theming, plone.distribution, plone.exportimport, plone.reload, plone.restapi, plone.volto, volto",2024-01-12,2024-12-21
Rohberg,67,22,1,ksuess,11,"buildout.coredev, cookieplone-templates, demo.plone.org, documentation, plone.app.discussion, plone.app.z3cform, plone.exportimport, plone.formwidget.hcaptcha, plone.volto, training, volto",2024-01-16,2024-12-22
Iskra,56,9,2,"nilbacardit26, rboixaderg",2,"guillotina, guillotina_elasticsearch",2024-01-05,2024-10-21
Sixfeetup,56,6,1,tkimnguyen,2,"2024.ploneconf.org, training",2024-07-22,2024-12-31
Nuclia,47,38,3,"bloodbare, ebrehault, mpellerin42",3,"guillotina, pastanaga-angular, volto",2024-01-04,2024-11-04
Zest Software,27,3,1,jladage,3,"plone.app.layout, plone.app.upgrade, plone.base",2024-03-26,2024-04-04
Abstract IT,15,5,2,"gianniftp, szakitibi",6,"Products.CMFPlone, buildout.coredev, plone.app.contentmenu, plone.app.multilingual, plone.app.registry, volto",2024-02-05,2024-09-29
Pretaweb,14,9,3,"JeffersonBledsoe, djay, instification",3,"plone.namedfile, plone.restapi, volto",2024-03-05,2024-12-02
Academy of FA Vienna,13,3,1,gogobd,4,"buildout.coredev, cookiecutter-zope-instance, plone.api, plone.app.multilingual",2024-01-23,2024-04-23
iMio,11,4,2,"bsuttor, gotcha",5,"buildout.coredev, code-quality, plone.app.themingplugins, plone.recipe.zope2instance, plone.testing",2024-06-17,2024-10-21
TU Dresden,9,3,1,pgrunewald,2,"buildout.coredev, plone.app.linkintegrity",2024-04-08,2024-05-25
Nelen-Schuurmans,8,2,1,reinout,1,meta,2024-02-03,2024-02-06
Cosent,5,2,1,gyst,3,"buildout.coredev, plone.app.event, plone.recipe.zope2instance",2024-04-19,2024-05-07
Enfold,3,2,1,frapell,2,"Products.CMFPlone, buildout.coredev",2024-03-05,2024-03-05
FHNW,3,3,1,tomschall,1,volto,2024-04-25,2024-07-26
CCC,3,0,1,polyester,2,"plone-sphinx-theme, training",2024-06-17,2024-11-26
Affinitic,2,1,1,laulaz,2,"mockup, plone.formwidget.autocomplete",2024-05-08,2024-10-10
KU Leuven,1,1,1,spereverde,1,plone.app.iterate,2024-02-19,2024-02-19
