username,total_commits,total_pull_requests,repositories_count,repositories,first_contribution,last_contribution
bloodbare,137,49,8,"executioner, guillotina, guillotina_elasticsearch, guillotina_gcloudstorage, guillotina_mailer, guillotina_prometheus, guillotina_s3storage, volto",2019-01-06,2019-12-15
agitator,132,28,20,"Products.Archetypes, Products.CMFPlone, bobtemplates.plone, buildout.coredev, documentation, mockup, plone.app.caching, plone.app.contenttypes, plone.app.layout, plone.app.mosaic, plone.app.multilingual, plone.app.standardtiles, plone.app.textfield, plone.app.upgrade, plone.app.widgets, plone.formwidget.multifile, plone.formwidget.namedfile, plone.outputfilters, plone.staticresources, plonetheme.barceloneta",2019-02-03,2019-12-08
ale-rt,114,44,26,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, five.intid, mockup, plone-vs-snippets, plone.api, plone.app.contenttypes, plone.app.debugtoolbar, plone.app.dexterity, plone.app.layout, plone.app.robotframework, plone.app.testing, plone.app.upgrade, plone.app.users, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.widgets, plone.app.workflow, plone.dexterity, plone.i18n, plone.namedfile, plone.recipe.zope2instance, plone.resourceeditor, plone.staticresources, plonetheme.barceloneta",2019-01-06,2019-12-15
tkimnguyen,107,19,11,"Installers-UnifiedInstaller, Products.CMFPlone, ansible-playbook, buildout.coredev, documentation, plone.app.workflowmanager, plone.com-static, ploneconf2016.policy, ploneorg.core, ploneorg.theme, training",2019-01-06,2019-12-29
thet,104,26,16,"Products.CMFPlone, Products.PlonePAS, buildout.coredev, documentation, mockup, plone.app.contenttypes, plone.app.dexterity, plone.app.layout, plone.app.theming, plone.app.upgrade, plone.outputfilters, plone.patternslib, plone.resourceeditor, plone.restapi, plone.staticresources, plone.testing",2019-01-13,2019-12-29
smcmahon,79,8,5,"Installers-UnifiedInstaller, ansible-playbook, ansible.plone_server, plone.recipe.unifiedinstaller, plonedev.vagrant",2019-01-06,2019-12-01
davilima6,72,20,5,"Products.CMFPlone, buildout.coredev, mockup, plone.app.upgrade, plone.staticresources",2019-02-03,2019-07-21
tschorr,65,14,3,"buildout.coredev, plone.recipe.zope2instance, training",2019-02-03,2019-10-20
erral,60,36,14,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, plone-vs-snippets, plone.app.content, plone.app.contentrules, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.multilingual, plone.app.portlets, plone.app.upgrade, plone.app.users, plone.recipe.zope2instance",2019-01-20,2019-12-01
ksuess,50,6,8,"Products.CMFPlone, buildout.coredev, plone.app.caching, plone.app.discussion, plone.app.upgrade, plone.app.z3cform, plone.restapi, training",2019-02-03,2019-12-15
cekk,49,4,8,"plone.app.event, plone.app.standardtiles, plone.formwidget.contenttree, plone.formwidget.hcaptcha, plone.formwidget.recaptcha, plone.patternslib, training, volto",2019-01-20,2019-10-27
jaroel,49,6,11,"Products.CMFPlone, buildout.coredev, documentation, plone.app.content, plone.app.contenttypes, plone.app.multilingual, plone.app.testing, plone.dexterity, plone.restapi, plone.supermodel, training",2019-02-10,2019-12-29
staeff,41,6,6,"bobtemplates.plone, documentation, plone.app.mosaic, plone.formwidget.hcaptcha, plone.formwidget.recaptcha, plonecli",2019-02-24,2019-04-14
avoinea,39,10,4,"buildout.coredev, plone.app.imaging, plone.app.layout, plone.docker",2019-01-27,2019-11-03
nileshgulia1,39,7,1,volto,2019-01-20,2019-09-29
iham,37,14,11,"Products.CMFEditions, Products.CMFPlone, buildout.coredev, plone.app.contentmenu, plone.app.contenttypes, plone.app.dexterity, plone.app.iterate, plone.app.layout, plone.app.multilingual, plone.app.relationfield, plone.app.upgrade",2019-01-06,2019-10-06
robgietema,34,8,1,volto,2019-06-16,2019-12-22
zopyx,34,8,7,"Products.CMFPlone, Products.PlonePAS, buildout.coredev, plone.app.portlets, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.restapi",2019-01-06,2019-09-01
dataflake,33,14,2,"buildout.coredev, plone.recipe.zope2instance",2019-04-14,2019-05-12
lferran,32,22,3,"guillotina, guillotina_dbusers, guillotina_elasticsearch",2019-06-09,2019-12-22
masipcat,31,29,4,"guillotina, guillotina_elasticsearch, guillotina_prometheus, guillotina_s3storage",2019-01-06,2019-12-22
stevepiercy,31,16,4,"ansible-playbook, ansible.plone_server, documentation, training",2019-01-13,2019-11-24
polyester,29,3,9,"Products.CMFPlone, buildout.coredev, documentation, marketing-materials, papyrus, ploneorg.core, pylons-project-assimilation, training, volto",2019-02-03,2019-10-20
ericof,26,8,6,"Products.CMFPlone, Products.PlonePAS, buildout.coredev, plone.app.contenttypes, plone.app.portlets, training",2019-04-14,2019-12-01
jackahl,26,13,2,"training, volto",2019-04-07,2019-12-29
vincentfretin,25,6,6,"Products.CMFPlone, buildout.coredev, plone.app.caching, plone.app.dexterity, plone.app.layout, plonetheme.barceloneta",2019-03-03,2019-10-13
frapell,22,7,9,"Products.CMFPlone, buildout.coredev, mockup, plone.app.content, plone.app.dexterity, plone.app.mosaic, plone.formwidget.hcaptcha, plone.formwidget.recaptcha, plone.staticresources",2019-01-20,2019-12-29
balavec,20,9,6,"bobtemplates.plone, plone.app.event, plone.namedfile, sphinxtheme.plone, training, volto",2019-06-16,2019-10-27
Rotonen,19,12,12,"Products.CMFPlone, buildout.coredev, plone.app.contenttypes, plone.app.dexterity, plone.app.discussion, plone.app.multilingual, plone.app.robotframework, plone.app.widgets, plone.dexterity, plone.restapi, plone.rfc822, plone.schemaeditor",2019-05-05,2019-06-16
LeuAlmeida,18,2,2,"plonetheme.barceloneta, volto",2019-09-22,2019-12-08
reinhardt,18,7,6,"buildout.coredev, planet.plone.org, plone.app.contenttypes, plone.app.vocabularies, plone.protect, plone.schemaeditor",2019-01-20,2019-08-11
spereverde,18,2,3,"documentation, quickstart, training",2019-04-14,2019-11-03
ramiroluz,18,12,1,training,2019-01-06,2019-03-17
datakurre,18,6,6,"buildout.coredev, planet.plone.org, plone.app.blocks, plone.dexterity, plone.tiles, training",2019-04-14,2019-09-01
pnicolli,17,11,4,"plone.app.standardtiles, plone.staticresources, training, volto",2019-03-24,2019-12-22
lukasgraf,17,11,1,plone.restapi,2019-06-09,2019-11-03
buchi,16,9,1,plone.restapi,2019-03-03,2019-11-03
jordic,15,7,2,"guillotina, guillotina_dbusers",2019-06-09,2019-12-29
ebrehault,15,38,4,"executioner, guillotina, pastanaga-angular, plone.restapi-angular",2019-06-09,2019-06-23
fulv,15,7,6,"ansible-playbook, ansible.plone_server, buildout.coredev, documentation, mockup, plone.staticresources",2019-04-28,2019-11-17
pysailor,14,6,4,"plone.app.contenttypes, plone.app.upgrade, plone.app.versioningbehavior, plone.behavior",2019-02-03,2019-02-17
fredvd,13,11,8,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, plone.app.theming, plone.i18n, plone.restapi, training, volto",2019-01-06,2019-12-22
laulaz,11,6,8,"Products.CMFPlone, buildout.coredev, plone.app.event, plone.app.layout, plone.app.multilingual, plone.formwidget.autocomplete, plone.namedfile, training",2019-05-05,2019-12-15
loechel,11,3,5,"buildout.coredev, plone.api, plone_best_practices_discussion, ploneorg.core, sphinxtheme.plone",2019-01-20,2019-10-27
karannaoh,11,11,1,guillotina,2019-04-07,2019-09-01
flipmcf,10,4,2,"plone.app.dexterity, plone.formwidget.namedfile",2019-10-27,2019-12-15
Qiwn,10,13,2,"guillotina, guillotina_gcloudstorage",2019-07-14,2019-12-15
NereaDM,10,0,1,executioner,2019-06-09,2019-06-16
rpatterson,8,3,5,"Products.CMFPlone, buildout.coredev, plone.app.contenttypes, plone.app.portlets, plone.app.referenceablebehavior",2019-03-03,2019-04-07
cdw9,8,2,2,"ploneorg.core, training",2019-02-03,2019-08-18
csenger,8,6,2,"plone.restapi, volto",2019-05-05,2019-09-15
terapyon,8,3,3,"buildout.coredev, plone.i18n, volto",2019-06-23,2019-12-22
frisi,8,3,4,"buildout.coredev, plone.api, plone.app.themingplugins, plone.z3cform",2019-02-10,2019-09-15
djay,8,2,2,"plone.app.contentrules, plone.supermodel",2019-10-27,2019-10-27
tdesvenain,8,1,2,"mockup, plone.app.users",2019-02-03,2019-10-06
nzambello,8,5,3,"mockup, plone.app.theming, volto",2019-01-06,2019-09-01
patrickmonteiro,7,1,1,Installers-UnifiedInstaller,2019-09-01,2019-09-01
gotcha,6,4,5,"buildout.coredev, plone.app.contentlisting, plone.docker, plone.recipe.zeoserver, plone.recipe.zope2instance",2019-02-17,2019-05-26
krissik,6,1,1,Products.CMFPlone,2019-05-12,2019-05-12
sallner,6,2,2,"Products.CMFPlone, plone.i18n",2019-02-17,2019-02-24
ritwikagarwal,5,3,2,"documentation, plone.app.dexterity",2019-05-12,2019-05-19
elioschmutz,5,2,2,"plone.namedfile, plone.restapi",2019-02-03,2019-03-31
macagua,5,2,1,volto,2019-12-08,2019-12-22
Gomez,5,3,2,"training, volto",2019-06-16,2019-11-03
pigeonflight,5,2,2,"plone.docker, volto",2019-05-05,2019-07-14
tiberiuichim,4,3,1,volto,2019-12-22,2019-12-29
rodfersou,4,5,2,"plone.app.contenttypes, volto",2019-05-19,2019-07-21
gbastien,4,2,1,plone.app.contentrules,2019-03-10,2019-03-10
djowett,3,2,2,"bobtemplates.plone, plone.app.debugtoolbar",2019-03-03,2019-11-24
skleinfeldt,3,1,1,ploneorg.theme,2019-11-17,2019-11-24
1letter,3,2,2,"documentation, plone.app.mosaic",2019-07-21,2019-07-21
thomasmassmann,3,3,2,"Products.CMFPlone, plone.app.users",2019-08-18,2019-11-24
andbag,3,1,1,plone.memoize,2019-01-13,2019-04-14
espenmn,3,1,1,plone.jsonserializer,2019-03-10,2019-10-20
cillianderoiste,3,2,2,"mockup, plone.app.robotframework",2019-09-08,2019-11-10
jugmac00,3,6,3,"documentation, plone.recipe.zope2instance, plone.testing",2019-04-21,2019-12-08
pgrunewald,3,3,1,volto,2019-10-27,2019-11-10
fgrcon,2,1,1,plonecli,2019-01-06,2019-01-06
uwaiszaki,2,3,2,"Products.CMFPlone, plonetheme.barceloneta",2019-01-27,2019-02-03
inakip,2,4,1,guillotina,2019-12-08,2019-12-08
gogobd,2,1,1,plone.app.multilingualindexes,2019-02-24,2019-02-24
JeffersonBledsoe,2,2,1,volto,2019-10-27,2019-10-27
parruc,2,2,2,"mockup, plone.app.content",2019-10-27,2019-10-27
vincero,2,1,1,plone.patternslib,2019-02-24,2019-02-24
mtrebron,2,1,1,plone.app.contentrules,2019-09-01,2019-09-01
jone,2,3,2,"plone.app.robotframework, plone.supermodel",2019-02-03,2019-12-01
AkshJain99,2,2,2,"bobtemplates.plone, guillotina",2019-01-13,2019-01-27
jmevissen,1,1,1,plone.app.upgrade,2019-02-03,2019-02-03
diefenbach,1,1,1,guillotina,2019-03-10,2019-03-10
dwt,1,0,1,zodbverify,2019-05-05,2019-05-05
oggers,1,1,1,ansible.plone_server,2019-09-29,2019-09-29
marcus29200,1,1,1,guillotina,2019-03-24,2019-03-24
nilbacardit26,1,2,1,guillotina,2019-06-09,2019-06-09
batlock666,1,1,1,plone.formwidget.datetime,2019-02-03,2019-02-03
acsr,1,0,1,training,2019-10-27,2019-10-27
deiferni,1,1,1,plone.restapi,2019-12-22,2019-12-22
pranshuchittora,1,1,1,plone.restapi,2019-02-24,2019-02-24
mamico,1,14,9,"documentation, mockup, plone.app.content, plone.app.layout, plone.app.multilingual, plone.app.z3cform, plone.namedfile, plone.recipe.zope2instance, plone.staticresources",2019-10-06,2019-10-06
khink,1,0,1,Products.CMFPlone,2019-08-18,2019-08-18
miziodel,1,2,2,"volto, volto-reference-backend",2019-06-16,2019-06-16
telshock,1,1,1,plone.app.multilingual,2019-04-14,2019-04-14
Netroxen,0,1,1,Products.CMFPlone,,
woolyseal,0,2,2,"plone.restapi, volto",,
AlexBueckig,0,1,1,volto,,
LuisPalomo,0,5,1,pastanaga-angular,,
nazrulworld,0,1,1,Products.CMFPlone,,
dhavlik,0,3,1,plone.recipe.zope2instance,,
icemac,0,6,3,"plone.recipe.zope2instance, plone.z3cform, zodbverify",,
raulclay,0,1,1,pastanaga-angular,,
barcafa,0,3,1,pastanaga-angular,,
niglesiaszingoni,0,7,1,pastanaga-angular,,
dest81,0,1,1,Products.contentmigration,,
sverbois,0,1,1,volto,,
phgross,0,1,1,plone.restapi,,
svx,0,12,4,"docs-guide, documentation, guillotina, volto",,
luca-bellenghi,0,1,1,plone.restapi,,
mbaechtold,0,1,1,training,,
steffenri,0,1,1,training,,
adam139,0,1,1,plone.app.content,,
witsch,0,2,2,"archetypes.multilingual, plone.app.multilingual",,
abosio,0,1,1,documentation,,
dbitouze,0,1,1,documentation,,
TG1999,0,1,1,documentation,,
nilshofer,0,1,1,documentation,,
idgserpro,0,4,1,documentation,,
mck9,0,1,1,documentation,,
djowett-ftw,0,1,1,mockup,,
giuliaghisini,0,1,1,mockup,,
mpellerin42,0,29,3,"executioner, pastanaga-angular, plone.restapi-angular",,
