repo,pr_number,title,author,created_at,merged_at,state,merged,issue_comments_count,review_comments_count,reviews_count,total_comments,participants_count,reviewers_count,commenters_count,approved_reviews,changes_requested_reviews,comment_reviews,reactions_total,first_response_time
plone/buildout.coredev,966,Add a PLIP configuration to Portal Working Copy,wesleybl,2024-11-04T20:13:31Z,2024-12-19T22:07:28Z,closed,True,0,0,0,0,1,0,0,0,0,0,0,
plone/buildout.coredev,977,Pin newer robotframework-browser; run GHA buildout on Python 3.13,mauritsvanrees,2024-12-17T14:30:19Z,2024-12-18T00:45:43Z,closed,True,1,0,1,1,2,1,1,1,0,0,0,10.255555555555556
plone/buildout.coredev,975,Update various versions for 6.0.,mauritsvanrees,2024-12-10T22:27:55Z,2024-12-16T11:20:52Z,closed,True,1,0,1,1,2,1,1,1,0,0,0,132.6447222222222
plone/buildout.coredev,974,"6.0: drop Python 3.8, drop macos-12, update Zope/pip/st/buildout.",mauritsvanrees,2024-12-06T22:57:41Z,2024-12-10T21:24:43Z,closed,True,1,0,0,1,1,0,1,0,0,0,0,
plone/buildout.coredev,973,Update various versions for 6.1.,mauritsvanrees,2024-12-06T21:17:30Z,2024-12-10T11:50:46Z,closed,True,1,0,1,1,2,1,1,1,0,0,0,72.59027777777777
plone/buildout.coredev,970,Dev containers support for VS Code and GitHub Codespaces,davisagli,2024-11-30T20:11:50Z,,open,False,4,2,2,6,3,2,3,1,0,1,1,0.64
plone/buildout.coredev,969,Dev containers support for VSCode,xiru,2024-11-30T14:31:22Z,,closed,False,2,1,1,3,2,1,2,0,0,1,0,0.27666666666666667
plone/buildout.coredev,968,Add new and changed documentation items,stevepiercy,2024-11-26T08:28:07Z,2024-11-26T13:41:25Z,closed,True,1,0,1,1,2,1,1,1,0,0,0,5.2125
plone/buildout.coredev,965,Create a `ci.cfg` for minimal CI config,petschki,2024-10-28T15:20:20Z,,open,False,1,0,1,1,3,1,1,1,0,0,0,20.386388888888888
plone/buildout.coredev,964,zope.interface 7.1.1,mauritsvanrees,2024-10-23T22:08:02Z,2024-10-24T13:54:43Z,closed,True,1,0,0,1,1,0,1,0,0,0,0,
plone/buildout.coredev,958,Update `robotframework-browser=18.9.1`,petschki,2024-10-21T15:58:18Z,2024-10-23T22:02:50Z,closed,True,3,0,1,3,2,1,1,1,0,0,0,52.691944444444445
plone/buildout.coredev,961,"Update versions for 6.1, including Zope 5.11",mauritsvanrees,2024-10-22T19:18:14Z,2024-10-23T12:57:35Z,closed,True,5,0,0,5,1,0,1,0,0,0,0,
plone/buildout.coredev,960,GHA: test on macos-latest.,mauritsvanrees,2024-10-22T14:52:36Z,2024-10-22T17:02:09Z,closed,True,0,0,0,0,1,0,0,0,0,0,0,
plone/buildout.coredev,956,Checkout Zope and try Python 3.13. [Don't merge],mauritsvanrees,2024-10-11T07:59:46Z,,closed,False,4,0,0,4,1,0,1,0,0,0,0,
plone/buildout.coredev,959,Upgrade to Zope 5.11 on 6.1.,mauritsvanrees,2024-10-22T08:31:17Z,2024-10-22T11:30:29Z,closed,True,1,0,0,1,1,0,1,0,0,0,0,
plone/buildout.coredev,957,Update robotframework-browser versions [6.0],petschki,2024-10-18T08:11:22Z,2024-10-18T10:17:22Z,closed,True,1,0,0,1,1,0,1,0,0,0,0,
plone/buildout.coredev,954,Update `robotframework-browser` version (and dependencies),petschki,2024-10-07T13:32:13Z,2024-10-17T21:11:49Z,closed,True,4,0,0,4,2,0,2,0,0,0,0,53.30555555555556
plone/buildout.coredev,955,Move some pins from versions-extra.cfg to versions.cfg.,mauritsvanrees,2024-10-08T10:50:26Z,2024-10-08T17:04:57Z,closed,True,2,0,0,2,2,0,2,0,0,0,0,178.04583333333332
plone/buildout.coredev,948,Update versions for `robotframework-browser = 18.8.1`,petschki,2024-09-16T13:33:54Z,2024-09-17T08:58:51Z,closed,True,3,0,1,3,4,1,3,1,0,0,0,19.413333333333334
plone/buildout.coredev,952,"Revert ""Update versions for `robotframework-browser = 18.8.1`""",petschki,2024-10-03T08:53:00Z,2024-10-03T14:56:16Z,closed,True,4,0,1,4,3,1,3,1,0,0,2,6.052222222222222
plone/buildout.coredev,953,"Revert ""Update versions for `robotframework-browser = 18.8.1` [6.0]""",petschki,2024-10-03T15:05:38Z,2024-10-03T20:54:12Z,closed,True,1,0,0,1,1,0,1,0,0,0,0,
plone/buildout.coredev,951,Use zc.buildout 3.2.0 to optionally extend local.cfg. [6.1],mauritsvanrees,2024-09-26T21:07:23Z,2024-10-02T17:01:36Z,closed,True,2,0,1,2,2,1,1,1,0,0,0,139.89638888888888
plone/buildout.coredev,950,Update to zc.buildout 3.1.1 and setuptools 75.1.0.,mauritsvanrees,2024-09-20T10:14:33Z,2024-10-01T18:40:33Z,closed,True,1,0,0,1,1,0,1,0,0,0,0,
plone/buildout.coredev,949,Update versions for `robotframework-browser = 18.8.1` [6.0],petschki,2024-09-17T09:16:06Z,2024-09-17T12:08:15Z,closed,True,1,0,1,1,2,1,1,1,0,0,0,2.2919444444444443
plone/buildout.coredev,945,Add mxmake and mxdev for creating an instance and test using pip.,mauritsvanrees,2024-08-29T16:26:15Z,2024-09-11T08:44:47Z,closed,True,3,2,2,5,2,2,2,0,0,2,4,51.68555555555555
plone/buildout.coredev,946,Update to zc.buildout 3.1.0 and latests pip/setuptools/wheel. [6.1],mauritsvanrees,2024-08-29T20:11:15Z,2024-08-31T20:43:42Z,closed,True,1,0,1,1,2,1,1,1,0,0,0,46.87861111111111
plone/buildout.coredev,947,Update to zc.buildout 3.1.0 and latests pip/setuptools/wheel. [6.0],mauritsvanrees,2024-08-29T20:31:29Z,2024-08-31T20:43:22Z,closed,True,1,0,1,1,2,1,1,1,0,0,0,46.530833333333334
plone/buildout.coredev,932,Enhance with proper Makefile,jensens,2024-05-17T12:29:53Z,,closed,False,1,0,0,1,2,0,1,0,0,0,0,2499.954166666667
plone/buildout.coredev,931,POC: use mxdev,mauritsvanrees,2024-05-15T20:29:37Z,,closed,False,1,0,0,1,1,0,1,0,0,0,0,
plone/buildout.coredev,903,Create mxdev sources and checkouts,thet,2023-12-09T22:42:54Z,,closed,False,3,1,3,4,4,2,3,0,0,3,0,37.163333333333334
plone/buildout.coredev,743,include plone.restapi translations in plone domain,erral,2021-10-07T05:34:14Z,,closed,False,0,0,0,0,1,0,0,0,0,0,0,
plone/buildout.coredev,944,Try checkout of Zope and its versions. [6.1],mauritsvanrees,2024-08-12T09:18:40Z,,closed,False,2,0,0,2,1,0,1,0,0,0,0,
plone/buildout.coredev,942,pin docutils 0.21.2,stevepiercy,2024-08-05T23:50:24Z,2024-08-06T01:19:40Z,closed,True,2,2,2,4,3,1,2,0,0,2,0,0.6991666666666667
plone/buildout.coredev,943,Pin docutils to 0.21.2,stevepiercy,2024-08-06T00:55:35Z,2024-08-06T05:32:16Z,closed,True,4,0,1,4,2,1,2,1,0,0,0,0.39055555555555554
plone/buildout.coredev,941,5.2: remove all checkouts.,mauritsvanrees,2024-08-01T19:36:15Z,2024-08-02T20:02:54Z,closed,True,1,0,1,1,2,1,1,1,0,0,0,20.68888888888889
plone/buildout.coredev,940,gh-actions 5.2: run on macos-12 instead of 11.,mauritsvanrees,2024-07-30T20:38:12Z,2024-07-30T21:02:13Z,closed,True,0,0,0,0,1,0,0,0,0,0,0,
plone/buildout.coredev,939,Update README.rst,stevepiercy,2024-07-27T18:35:58Z,2024-07-28T05:12:28Z,closed,True,0,0,1,0,2,1,0,1,0,0,0,10.606111111111112
plone/buildout.coredev,938,Set https://dist.plone.org/release/6.1-dev/ in find-links.,mauritsvanrees,2024-07-08T11:01:56Z,2024-07-13T14:23:28Z,closed,True,1,0,1,1,2,1,1,1,0,0,0,123.35666666666667
plone/buildout.coredev,937,Fix typo in a comment in `checkouts.cfg`,stevepiercy,2024-06-19T23:35:19Z,2024-06-20T06:33:19Z,closed,True,0,0,1,0,2,1,0,1,0,0,0,6.963611111111111
