username,total_commits,total_pull_requests,repositories_count,repositories,first_contribution,last_contribution
thet,174,63,32,"Products.Archetypes, Products.CMFPlone, bobtemplates.plone, buildout.coredev, mockup, plone.app.blocks, plone.app.content, plone.app.contenttypes, plone.app.dexterity, plone.app.event, plone.app.layout, plone.app.multilingualindexes, plone.app.relationfield, plone.app.theming, plone.app.upgrade, plone.app.widgets, plone.app.z3cform, plone.batching, plone.event, plone.formwidget.autocomplete, plone.formwidget.contenttree, plone.formwidget.hcaptcha, plone.formwidget.namedfile, plone.formwidget.recaptcha, plone.locking, plone.resourceeditor, plone.restapi, plone.staticresources, plone.subrequest, plone.transformchain, plone.uuid, plonetheme.barceloneta",2018-01-07,2018-12-23
petschki,162,30,24,"Products.Archetypes, Products.CMFDiffTool, Products.CMFFormController, Products.CMFPlone, Products.MimetypesRegistry, Products.PortalTransforms, archetypes.schemaextender, buildout.coredev, diazo, documentation, mockup, plone.app.blocks, plone.app.drafts, plone.app.event, plone.app.folder, plone.app.mosaic, plone.app.textfield, plone.app.tiles, plone.app.upgrade, plone.app.widgets, plone.folder, plone.outputfilters, plone.z3cform, plonetheme.barceloneta",2018-06-24,2018-12-02
smcmahon,134,8,5,"Installers-UnifiedInstaller, ansible-playbook, ansible.plone_server, documentation, plonedev.vagrant",2018-01-21,2018-12-30
loechel,101,5,11,"Products.Archetypes, bobtemplates.plone, buildout.coredev, papyrus, plone.app.discussion, plone.app.testing, plone.testing, plone.versioncheck, plone_best_practices_discussion, ploneorg.core, training",2018-01-14,2018-11-04
sunew,93,40,10,"Products.CMFPlone, buildout.coredev, documentation, mockup, plone.app.event, plone.app.portlets, plone.app.theming, plone.app.upgrade, plone.restapi, plone.restapi-angular",2018-01-14,2018-09-30
bloodbare,91,36,8,"executioner, guillotina, guillotina_dbusers, guillotina_elasticsearch, guillotina_mailer, guillotina_rediscache, pastanaga-angular, volto",2018-06-17,2018-12-23
tkimnguyen,88,22,11,"Products.CMFPlone, bobtemplates.plone, documentation, guillotina, mockup, plone.api, ploneconf2016.policy, ploneorg.core, ploneorg.theme, pylons-project-assimilation, training",2018-01-14,2018-12-30
erral,84,36,13,"Products.CMFDiffTool, Products.CMFPlone, Products.LinguaPlone, bobtemplates.plone, buildout.coredev, mockup, plone.app.caching, plone.app.layout, plone.app.linkintegrity, plone.app.multilingual, plone.dexterity, plone.restapi, plonecli",2018-01-07,2018-11-25
sneridagh,78,48,8,"bobtemplates.plone, buildout.coredev, pastanaga-icons, plone.restapi, plone.schema, training, volto, voltocms.com",2018-01-07,2018-12-16
cekk,74,7,7,"Products.CMFPlone, mockup, plone.app.content, plone.patternslib, plone.restapi, training, volto",2018-07-29,2018-12-30
agitator,65,18,10,"Products.CMFPlone, buildout.coredev, mockup, plone.app.caching, plone.app.event, plone.app.layout, plone.app.mosaic, plone.app.upgrade, plone.login, plonetheme.barceloneta",2018-01-07,2018-12-23
tschorr,59,15,8,"Products.CMFPlone, buildout.coredev, plone.api, plone.protect, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.rest, training",2018-04-22,2018-11-04
robgietema,58,52,3,"training, volto, volto-reference-backend",2018-09-30,2018-11-04
frapell,57,17,8,"Products.CMFPlone, buildout.coredev, collective.monkeypatcher, mockup, plone.app.event, plone.app.mosaic, plone.app.upgrade, plone.rest",2018-02-25,2018-10-07
kakshay21,52,22,5,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, plone.app.debugtoolbar, plonecli",2018-02-18,2018-10-21
jaroel,49,5,9,"Products.CMFPlone, buildout.coredev, plone.api, plone.app.contenttypes, plone.app.multilingual, plone.dexterity, plone.restapi, plone.supermodel, training",2018-03-11,2018-11-04
ajayns,49,4,3,"plone.restapi, training, volto",2018-01-28,2018-11-04
hvelarde,44,35,17,"Products.CMFDiffTool, Products.CMFPlone, buildout.coredev, mockup, plone.app.blocks, plone.app.contentlisting, plone.app.contenttypes, plone.app.discussion, plone.app.layout, plone.app.mosaic, plone.app.robotframework, plone.app.standardtiles, plone.folder, plone.locking, plone.protect, plone.restapi, plonetheme.classic",2018-02-18,2018-09-09
davilima6,40,15,17,"Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.MimetypesRegistry, Products.contentmigration, Products.statusmessages, buildout.coredev, plone.app.blob, plone.app.caching, plone.app.content, plone.app.layout, plone.app.robotframework, plone.rfc822, plone.supermodel, volto",2018-01-21,2018-09-23
avoinea,39,2,3,"buildout.coredev, plone.cachepurging, plone.docker",2018-03-04,2018-10-28
tomgross,33,19,12,"Products.CMFDiffTool, Products.CMFEditions, Products.MimetypesRegistry, buildout.coredev, plone.app.content, plone.app.layout, plone.app.multilingual, plone.app.users, plone.app.versioningbehavior, plone.app.z3cform, plone.folder, plone.outputfilters",2018-03-11,2018-09-16
ebrehault,30,17,6,"executioner, guillotina, guillotina_dbusers, pastanaga-angular, plone.app.users, plone.restapi-angular",2018-01-07,2018-11-11
reinhardt,29,22,11,"Products.ATContentTypes, Products.Archetypes, Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.CMFPlone, buildout.coredev, plone.app.blob, plone.app.content, plone.app.contentlisting, plone.app.contenttypes, plone.app.workflow",2018-09-30,2018-10-14
lukasgraf,27,9,2,"plone.rest, plone.restapi",2018-06-17,2018-10-21
ksuess,25,9,7,"Products.CMFPlone, buildout.coredev, plone.app.caching, plone.app.content, plone.app.robotframework, plone.app.testing, plone.app.upgrade",2018-01-28,2018-10-28
tlotze,23,6,7,"Products.CMFPlone, Products.PlonePAS, Products.PortalTransforms, plone.app.content, plone.app.contenttypes, plone.app.layout, plone.app.upgrade",2018-05-13,2018-09-30
cdw9,22,4,3,"documentation, ploneorg.core, training",2018-10-14,2018-12-02
gbastien,19,6,4,"Products.Archetypes, Products.CMFDynamicViewFTI, Products.CMFPlone, plone.api",2018-04-29,2018-12-02
eikichi18,17,3,2,"plone.app.discussion, plone.app.querystring",2018-06-24,2018-12-09
buchi,16,5,1,plone.restapi,2018-06-17,2018-06-24
tdesvenain,16,8,1,plone.restapi-angular,2018-01-28,2018-09-23
vincentfretin,15,1,4,"Products.Archetypes, buildout.coredev, documentation, plone.app.content",2018-03-11,2018-12-30
thomasmassmann,15,10,6,"Products.CMFPlone, documentation, mockup, plone.recipe.codeanalysis, plone.resourceeditor, plonetheme.barceloneta",2018-09-30,2018-09-30
datakurre,15,5,5,"mockup, plone.app.blocks, plone.app.robotframework, plone.app.standardtiles, plone.schemaeditor",2018-01-14,2018-08-12
Rotonen,13,17,7,"Products.CMFPlone, buildout.coredev, jenkins.plone.org, plone.app.robotframework, plone.app.testing, plone.testing, plone.z3cform",2018-04-15,2018-09-30
jmevissen,13,5,5,"Products.CMFPlone, plone.app.debugtoolbar, plone.app.folder, plone.folder, plone.reload",2018-05-13,2018-09-30
iham,12,8,10,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, plone.app.contenttypes, plone.app.discussion, plone.app.layout, plone.app.versioningbehavior, plone.batching, plone.recipe.codeanalysis, plonetheme.barceloneta",2018-01-21,2018-10-14
csenger,10,3,1,plone.restapi,2018-03-04,2018-03-11
cdevienne,10,8,3,"guillotina, guillotina_elasticsearch, guillotina_s3storage",2018-01-21,2018-07-22
hirokiky,9,3,2,"guillotina, guillotina_elasticsearch",2018-11-04,2018-11-11
MatthewWilkes,8,3,6,"documentation, plone.app.caching, plone.app.z3cform, plone.namedfile, plone.protect, plone.registry",2018-05-06,2018-06-17
masipcat,7,7,4,"guillotina, guillotina_elasticsearch, guillotina_rediscache, guillotina_s3storage",2018-01-07,2018-12-23
tobiasherp,7,2,2,"plone.outputfilters, plone.recipe.zope2instance",2018-03-18,2018-11-11
pigeonflight,7,2,2,"bobtemplates.plone, plonecli",2018-01-07,2018-01-07
vincero,7,8,8,"plone.app.dexterity, plone.app.redirector, plone.app.vocabularies, plone.folder, plone.portlet.static, plone.protect, plone.session, plone.transformchain",2018-01-21,2018-01-28
rpatterson,6,1,4,"buildout.coredev, plone.app.contenttypes, plone.app.widgets, plone.app.z3cform",2018-11-11,2018-11-25
fulv,6,2,2,"ansible.plone_server, training",2018-03-18,2018-12-23
polyester,6,1,4,"Products.CMFPlone, archive.plone.org, buildout.coredev, papyrus",2018-04-01,2018-09-30
fredvd,6,10,6,"Products.Archetypes, Products.MimetypesRegistry, bobtemplates.plone, plone.app.contenttypes, plone.app.mosaic, training",2018-03-04,2018-10-07
stevepiercy,6,11,3,"documentation, pylons-project-assimilation, training",2018-10-14,2018-11-25
david-batranu,5,1,1,plone.api,2018-02-04,2018-03-11
fgrcon,5,0,3,"plone.app.layout, plone.namedfile, plonetheme.barceloneta",2018-03-04,2018-06-10
ionutgrigorescu,4,1,1,plone-vs-snippets,2018-02-18,2018-02-25
albertcasado,4,0,1,pastanaga-icons,2018-07-15,2018-07-15
Gagaro,4,0,1,plone.restapi,2018-01-07,2018-01-21
gotcha,4,0,2,"plone.api, plone.testing",2018-01-28,2018-03-11
andbag,4,1,1,plone.memoize,2018-12-09,2018-12-30
lucid-0,4,1,2,"plone.formwidget.hcaptcha, plone.formwidget.recaptcha",2018-11-04,2018-11-04
pabo3000,4,1,2,"Products.PlonePAS, Products.PortalTransforms",2018-03-18,2018-03-18
rnixx,4,0,1,Products.MimetypesRegistry,2018-06-10,2018-06-10
obct537,4,2,2,"Products.CMFPlone, plone.app.upgrade",2018-09-23,2018-09-23
djay,4,1,2,"buildout.coredev, plone.app.theming",2018-02-18,2018-03-25
mamico,4,3,3,"buildout.coredev, mockup, plone.app.content",2018-01-21,2018-05-06
sallner,4,1,2,"Products.CMFPlone, plone.app.z3cform",2018-05-13,2018-05-13
nehsus,4,1,1,Products.CMFPlone,2018-03-11,2018-03-25
ericof,3,2,2,"guillotina, ploneorg.core",2018-11-04,2018-12-02
lyralemos,3,1,1,mockup,2018-05-20,2018-05-20
spereverde,3,1,1,plone.app.dexterity,2018-12-09,2018-12-16
rodfersou,3,6,2,"plone.app.layout, plonetheme.sunburst",2018-01-14,2018-10-07
jean,3,1,1,Installers-UnifiedInstaller,2018-11-04,2018-11-04
ramiroluz,3,3,1,training,2018-12-16,2018-12-16
malikrohit16,3,1,1,plone.app.content,2018-03-04,2018-03-04
terapyon,3,4,5,"Products.CMFDiffTool, Products.CMFPlone, buildout.coredev, documentation, guillotina",2018-02-04,2018-11-18
WnP,2,3,2,"guillotina, guillotina_dbusers",2018-04-22,2018-07-22
jordic,2,11,4,"guillotina, guillotina_elasticsearch, guillotina_rediscache, plone.rest",2018-09-09,2018-09-09
gogobd,2,1,1,plone.resource,2018-01-21,2018-01-21
mrsaicharan1,2,4,3,"Products.CMFPlone, buildout.coredev, plone.app.contenttypes",2018-01-28,2018-02-04
jianaijun,2,1,1,plone.app.contenttypes,2018-09-23,2018-09-30
tianon,2,1,1,plone.docker,2018-08-19,2018-08-19
sgeulette,2,1,1,Products.CMFDiffTool,2018-09-30,2018-09-30
frisi,2,2,2,"documentation, plone.protect",2018-01-07,2018-01-14
jessesnyder,2,0,1,plone.app.workflow,2018-05-06,2018-05-06
huubbouma,2,1,2,"Products.CMFEditions, plone.app.content",2018-04-01,2018-10-28
bsuttor,2,1,2,"plone.formwidget.datetime, training",2018-02-25,2018-11-04
rnunez80,2,0,1,plone.app.layout,2018-02-25,2018-02-25
djowett,2,1,2,"ansible.plone_server, plone.autoform",2018-06-17,2018-09-09
movermeyer,1,1,1,plone.app.widgets,2018-03-04,2018-03-04
sgrepos,1,4,3,"buildout.coredev, documentation, training",2018-10-28,2018-10-28
pnicolli,1,2,2,"plonetheme.barceloneta, volto",2018-02-18,2018-02-18
kcleong,1,1,1,plone.patternslib,2018-03-25,2018-03-25
nileshgulia1,1,16,2,"plone.api, volto",2018-02-18,2018-02-18
anton-lin,1,1,1,bobtemplates.plone,2018-05-13,2018-05-13
daggelpop,1,1,1,plone.docker,2018-10-21,2018-10-21
odidev,1,1,1,plone.docker,2018-08-05,2018-08-05
rristow,1,1,1,Products.CMFEditions,2018-04-22,2018-04-22
adaugherity,1,1,1,plone.recipe.unifiedinstaller,2018-03-18,2018-03-18
dmanchon,1,1,1,guillotina_s3storage,2018-09-16,2018-09-16
witekdev,1,1,1,bobtemplates.plone,2018-05-06,2018-05-06
zopyx,1,0,1,bobtemplates.plone,2018-02-18,2018-02-18
macagua,1,0,1,planet.plone.org,2018-04-22,2018-04-22
asthemus,1,1,1,plonetheme.barceloneta,2018-03-04,2018-03-04
fschulze,1,0,1,plone.scale,2018-08-05,2018-08-05
gil-cano,1,1,2,"documentation, mockup",2018-05-27,2018-05-27
njomzaav,0,2,1,training,,
ezvirtual,0,2,2,"Products.PlonePAS, plone.schemaeditor",,
ida,0,1,1,plone.recipe.zope2instance,,
zupo,0,1,1,plone.recipe.zope2instance,,
skurfer,0,1,1,plone.cachepurging,,
nzambello,0,10,8,"Products.CMFPlone, plone.app.content, plone.app.discussion, plone.app.layout, plone.app.multilingual, plone.app.portlets, plone.app.theming, plone.app.z3cform",,
lferran,0,5,2,"guillotina, guillotina_gcloudstorage",,
llisa123,0,1,1,Products.CMFPlone,,
flipmcf,0,3,2,"documentation, training",,
mpellerin42,0,1,1,plone.restapi-angular,,
cillianderoiste,0,1,1,mockup,,
gyst,0,3,1,plone.recipe.codeanalysis,,
gitcarbs,0,10,2,"guillotina, guillotina_elasticsearch",,
vedantc98,0,1,1,documentation,,
tulikavijay,0,2,1,documentation,,
allusa,0,3,2,"Products.CMFPlone, plone.app.z3cform",,
adamcheasley,0,1,1,documentation,,
aayushsanghavi,0,1,1,documentation,,
rhl-bthr,0,1,1,documentation,,
icemac,0,21,13,"Products.Archetypes, Products.CMFPlacefulWorkflow, Products.CMFPlone, buildout.coredev, collective.monkeypatcher, diazo, plone.app.contentrules, plone.app.portlets, plone.app.workflow, plone.memoize, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.testing",,
cleberjsantos,0,1,1,documentation,,
robbuh,0,1,1,plone.app.event,,
jugmac00,0,6,1,documentation,,
metatoaster,0,2,2,"Products.CMFPlone, buildout.coredev",,
sonawanemaitreya,0,1,1,documentation,,
svx,0,8,5,"archive.plone.org, bobtemplates.plone, buildout.coredev, documentation, plone.docker",,
mikejmets,0,1,1,plone.app.dexterity,,
tmog,0,1,1,plone.app.portlets,,
witsch,0,2,2,"archetypes.multilingual, plone.app.multilingual",,
staeff,0,3,3,"Products.CMFPlone, buildout.coredev, documentation",,
anuyens,0,1,1,buildout.coredev,,
