username,total_commits,total_pull_requests,repositories_count,repositories,first_contribution,last_contribution
gforcada,2883,331,112,".github, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.MimetypesRegistry, Products.PlacelessTranslationService, Products.PlonePAS, Products.PortalTransforms, Products.isurlinportal, Products.statusmessages, borg.localrole, buildout.coredev, cookiecutter-zope-instance, documentation, five.intid, jenkins.plone.org, meta, mr.roboto, plone.alterego, plone.api, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.customerize, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.i18n, plone.app.intid, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.lockingbehavior, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.standardtiles, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.uuid, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.base, plone.batching, plone.behavior, plone.browserlayer, plone.cachepurging, plone.caching, plone.contentrules, plone.dexterity, plone.distribution, plone.event, plone.folder, plone.formwidget.namedfile, plone.formwidget.recurrence, plone.i18n, plone.indexer, plone.intelligenttext, plone.keyring, plone.locking, plone.memoize, plone.namedfile, plone.outputfilters, plone.portlet.collection, plone.portlet.static, plone.portlets, plone.protect, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.registry, plone.releaser, plone.resource, plone.resourceeditor, plone.rest, plone.restapi, plone.rfc822, plone.scale, plone.schema, plone.schemaeditor, plone.session, plone.staticresources, plone.stringinterp, plone.subrequest, plone.supermodel, plone.testing, plone.theme, plone.transformchain, plone.uuid, plone.versioncheck, plone.volto, plone.z3cform, plonetheme.barceloneta, setup-plone, training",2022-12-28,2023-12-28
mauritsvanrees,1825,171,106,"Installers-UnifiedInstaller, Plone, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.MimetypesRegistry, Products.PlonePAS, Products.PortalTransforms, Products.isurlinportal, Products.statusmessages, bobtemplates.plone, borg.localrole, buildout.coredev, classic-ui-team, documentation, five.intid, meta, mockup, mr.roboto, plone.api, plone.app.blocks, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.customerize, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.i18n, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.lockingbehavior, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.standardtiles, plone.app.textfield, plone.app.theming, plone.app.tiles, plone.app.upgrade, plone.app.users, plone.app.uuid, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.vulnerabilities, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.base, plone.batching, plone.browserlayer, plone.cachepurging, plone.caching, plone.contentrules, plone.dexterity, plone.event, plone.formwidget.namedfile, plone.formwidget.recurrence, plone.i18n, plone.intelligenttext, plone.keyring, plone.locking, plone.memoize, plone.namedfile, plone.outputfilters, plone.portlet.collection, plone.portlet.static, plone.portlets, plone.protect, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.registry, plone.releaser, plone.resource, plone.resourceeditor, plone.rest, plone.restapi, plone.rfc822, plone.scale, plone.schema, plone.schemaeditor, plone.session, plone.staticresources, plone.stringinterp, plone.subrequest, plone.supermodel, plone.testing, plone.theme, plone.transformchain, plone.uuid, plone.versioncheck, plone.volto, plone.z3cform, plonetheme.barceloneta, training",2023-01-09,2023-12-22
docker-library-bot,1676,0,2,"dockerhub-docs, dockerhub-official-images",2023-01-02,2023-12-30
yosifkit,1507,0,2,"dockerhub-docs, dockerhub-official-images",2023-01-03,2023-12-22
petschki,861,164,31,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, documentation, meta, mockup, plone.app.blocks, plone.app.caching, plone.app.content, plone.app.contentmenu, plone.app.dexterity, plone.app.event, plone.app.layout, plone.app.mosaic, plone.app.standardtiles, plone.app.theming, plone.app.upgrade, plone.app.viewletmanager, plone.app.widgets, plone.app.z3cform, plone.base, plone.formwidget.recurrence, plone.locking, plone.patternslib, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.restapi, plone.schemaeditor, plone.staticresources, plone.volto, plonetheme.barceloneta",2022-07-21,2023-12-22
stevepiercy,764,176,17,".github, Products.CMFPlone, buildout.coredev, demo.plone.org, documentation, mockup, mr.roboto, plone-sphinx-theme, plone.api, plone.app.caching, plone.org, plone.restapi, sphinxtheme.plone, training, volto, volto-quanta-project, volto-reference-backend",2023-01-01,2023-12-26
tianon,607,0,2,"dockerhub-docs, dockerhub-official-images",2023-01-02,2023-12-30
jensens,555,58,94,"Plone, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFPlone, Products.MimetypesRegistry, Products.PlonePAS, Products.PortalTransforms, Products.isurlinportal, borg.localrole, buildout.coredev, cookiecutter-zope-instance, documentation, five.intid, meta, mockup, plone-backend, plone.alterego, plone.app.blocks, plone.app.caching, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.customerize, plone.app.dexterity, plone.app.event, plone.app.i18n, plone.app.intid, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.lockingbehavior, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.registry, plone.app.relationfield, plone.app.standardtiles, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.uuid, plone.app.viewletmanager, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.base, plone.behavior, plone.browserlayer, plone.cachepurging, plone.caching, plone.contentrules, plone.dexterity, plone.distribution, plone.docker, plone.event, plone.folder, plone.formwidget.namedfile, plone.formwidget.recurrence, plone.i18n, plone.indexer, plone.intelligenttext, plone.keyring, plone.locking, plone.memoize, plone.outputfilters, plone.portlet.collection, plone.portlet.static, plone.portlets, plone.protect, plone.recipe.zeoserver, plone.registry, plone.resource, plone.resourceeditor, plone.restapi, plone.rfc822, plone.scale, plone.schema, plone.schemaeditor, plone.session, plone.stringinterp, plone.subrequest, plone.theme, plone.transformchain, plone.uuid, plone.versioncheck, plone.volto, plone.z3cform",2023-01-02,2023-12-11
sneridagh,423,388,16,"buildout.coredev, demo.plone.org, documentation, form-block, pastanaga, pastanaga-icons, plone-backend, plone-frontend, plone.de, plone.org, plone.restapi, plone.volto, quanta-icons, training, volto, volto-reference-backend",2023-01-04,2023-12-25
ericof,343,59,25,"2023.ploneconf.org, 2024.ploneconf.org, blocks-conversion-tool, buildout.coredev, code-analysis-action, code-quality, demo.plone.org, documentation, helm-charts, meta, plone-backend, plone-frontend, plone-zeo, plone.api, plone.app.caching, plone.de, plone.distribution, plone.nl, plone.org, plone.restapi, plone.volto, ploneconf.org, training, volto, volto-quanta-project",2023-01-06,2023-12-29
fredvd,327,19,16,"2023.ploneconf.org, bobtemplates.plone, buildout.coredev, demo.plone.org, documentation, plone-backend, plone-frontend, plone.app.mosaic, plone.app.z3cform, plone.de, plone.namedfile, plone.nl, plone.org, ploneconf.org, training, volto",2023-01-05,2023-12-21
davisagli,307,98,34,".github, Products.CMFPlone, blocks-conversion-tool, buildout.coredev, demo.plone.org, documentation, mr.roboto, plone-backend, plone-frontend, plone.api, plone.app.caching, plone.app.content, plone.app.contenttypes, plone.app.layout, plone.app.linkintegrity, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.vocabularies, plone.base, plone.contentrules, plone.namedfile, plone.org, plone.outputfilters, plone.portlet.collection, plone.recipe.zope2instance, plone.rest, plone.restapi, plone.scale, plone.session, plone.testing, plone.volto, training, volto",2023-01-08,2023-12-06
tisto,262,20,8,"buildout.coredev, plone.app.caching, plone.app.linkintegrity, plone.de, plone.rest, plone.restapi, plone.volto, volto",2023-01-10,2023-12-14
MrTango,231,16,10,"bobtemplates.plone, buildout.coredev, classic-ui-team, documentation, mockup, plone-vs-snippets, plone.formwidget.multifile, plone.gallery, plonecli, plonetheme.barceloneta",2023-01-11,2023-11-03
ksuess,211,45,9,"Products.CMFPlone, buildout.coredev, documentation, plone.api, plone.app.dexterity, plone.app.linkintegrity, plone.restapi, training, volto",2023-01-18,2023-12-30
jnptk,210,5,1,plone.de,2023-01-02,2023-09-22
thet,184,48,15,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, documentation, mockup, plone.api, plone.app.dexterity, plone.app.event, plone.app.mosaic, plone.app.standardtiles, plone.app.viewletmanager, plone.app.widgets, plone.app.z3cform, plone.staticresources, plonetheme.barceloneta",2022-09-08,2023-12-04
libargutxi,100,16,2,"2023.ploneconf.org, volto",2023-03-21,2023-10-03
erral,86,29,13,"2023.ploneconf.org, Products.CMFPlone, bobtemplates.plone, buildout.coredev, documentation, form-block, plone.app.contentrules, plone.app.layout, plone.app.querystring, plone.app.theming, plone.nl, plone.restapi, volto",2023-01-10,2023-12-22
